voice_id,description,face_id_2,change_time_2,change_time_3,use_type,change_time,all_comments_flag,change_face_2,change_face,target_unit_id,face_id,unit_id,change_face_3,face_id_3,id
3,你会越来越强\n这应该不是你的极限\n证明给我看吧,0,0.0,0.0,1,0.0,0,0,1,0,1,100331,0,0,1003008
4,（好奇妙的感觉……\n虽然希望能一直持续下去，\n却不能那么做）,0,0.0,0.0,1,0.0,0,0,1,0,1,100331,0,0,1003009
5,我虽然说过\n什么都会听你的……可是不能\n让我做羞耻的事哦？,0,0.0,0.0,1,0.0,0,0,1,0,1,100331,0,0,1003010
6,生日快乐\n其实我不太清楚\n送什么礼物你会高兴……不介意的话，\n我们一起去选吧？,0,0.0,0.0,2,2.6,0,0,5,0,2,100301,0,0,1003011
6,今天是你的生日啊。生日快乐\n难得你过生日\n今天就暂停修行一天吧……咦？\n为什么你看起来不太高兴？,0,0.0,0.0,2,0.0,0,0,1,0,1,100331,0,0,1003012
1,你的心意让我\n变得更加强大……\n我也要回应这份心意！,0,0.0,0.0,1,0.0,0,0,1,0,1,100361,0,0,1003013
2,身体轻盈得吓人……\n如果是这样的话，剑技肯定也会比平时\n更加精湛！要上了哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,100361,0,0,1003014
3,这份力量源自于我和你的羁绊……\n今后，我们也要两个人一起\n变得更加强大！,0,0.0,0.0,1,0.0,0,0,1,0,1,100361,0,0,1003015
4,不管是以前，还是以后，\n你对我来说是无可替代的\n存在,0,0.0,0.0,1,0.0,0,0,1,0,1,100361,0,0,1003016
5,因为你相信我\n所以我才能够相信我自己……\n拜托你，以后也要一直相信我……,0,0.0,0.0,1,0.0,0,0,1,0,1,100361,0,0,1003017
1,啊，是哥哥！\n喂喂，你要和未奏希玩什么游戏？,0,0.0,0.0,1,2.5,0,0,2,0,1,100401,0,0,1004001
2,呜~用来恶作剧的超辣糖果，\n不小心自己吃掉了……,0,0.0,0.0,1,4.0,0,0,4,0,4,100401,0,0,1004002
3,好~恶作剧设置完毕！\n接下来就是引哥哥上钩……\n啊……难道你看到了？,0,0.0,0.0,1,6.0,0,0,6,0,1,100401,0,0,1004003
4,未奏希负责准备恶作剧……\n哥哥负责上钩……\n嗯，真是最棒的组合！,0,0.0,0.0,1,4.5,0,0,2,0,1,100401,0,0,1004004
5,哥哥，以后还要一起玩哦。\n约好了！\n来，拉钩♪,0,0.0,0.0,1,4.0,0,0,2,0,5,100401,0,0,1004005
1,未奏希探险队，全体集合！\n其实只有未奏希和哥哥\n两人而已啦,0,0.0,0.0,1,0.0,0,0,1,0,1,100431,0,0,1004006
2,今后也能尽情\n捉弄哥哥呢！\n啊，未奏希是想说\n和哥哥一起玩哦？,0,0.0,0.0,1,0.0,0,0,1,0,1,100431,0,0,1004007
3,哥哥！\n快点来探险吧！\n未奏希一直在等\n哥哥哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,100431,0,0,1004008
4,为了最喜欢的哥哥，\n要准备很多\n恶作剧才行！,0,0.0,0.0,1,0.0,0,0,1,0,1,100431,0,0,1004009
5,未奏希呀，好像真的\n有了哥哥一样，\n很开心哦♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100431,0,0,1004010
6,生日快乐，哥哥！\n给你，这是生日礼物！\n还有，生日蛋糕！\n快点打开！快尝尝！好激动啊,0,0.0,0.0,2,7.6,0,0,2,0,1,100401,0,0,1004011
6,生日快乐！未奏希\n最喜欢哥哥了！真的哦！\n唔，因为总是捉弄你，\n所以你都不相信未奏希了呀……,0,0.0,0.0,2,0.0,0,0,1,0,1,100431,0,0,1004012
1,哥哥！\n一定不要错过未奏希\n在力量提升后的\n特别恶作剧哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,100461,0,0,1004013
2,只要哥哥和未奏希一起，\n不管什么样的魔物\n都能一下子干掉哦！\n诶嘿嘿♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100461,0,0,1004014
3,只要和哥哥在一起，\n力量就会不断地涌现出来！\n我要用这个力量给哥哥\n带来一个很厉害的恶作剧哦♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100461,0,0,1004015
4,不断有新点子\n在脑海中浮现呢！\n啊～想快点在哥哥身上\n全试一遍呢！,0,0.0,0.0,1,0.0,0,0,1,0,1,100461,0,0,1004016
5,哥哥也没法从\n未奏希的恶作剧中\n逃走哦！\n做好觉悟吧♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100461,0,0,1004017
1,如果遇到了困难，一定\n要呼唤我！\n虽然我只是实习骑士，\n但我有一颗当英雄的心！,0,0.0,0.0,1,4.6,0,0,2,0,1,100501,0,0,1005001
2,我们一起去打败邪恶组织吧！\n即使是半吊子，\n只要两人一起，就能顶一个人用！,0,0.0,0.0,1,3.2,0,0,2,0,1,100501,0,0,1005002
3,爸爸和妈妈总是\n把我打扮得过于可爱\n又是蝴蝶结又是蕾丝的……但是\n我比较喜欢简约的服装,0,0.0,0.0,1,8.8,0,0,4,0,1,100501,0,0,1005003
4,偶尔想和你\n单独去安静的地方\n即便是英雄，也是\n需要休息的！,0,0.0,0.0,1,4.6,0,0,5,0,1,100501,0,0,1005004
5,虽然很想一直和你\n一起玩……但是\n变得更要好了后，万一秘密……\n没、没有，没什么！,0,0.0,0.0,1,9.8,0,0,5,0,4,100501,0,0,1005005
1,怎么样！\n只要拥有直面恶势力的勇气\n正义必将取得胜利！,0,0.0,0.0,1,0.0,0,0,1,0,1,100531,0,0,1005006
2,唔噢噢噢！兴奋起来了！\n誓要成为真正的超级英雄\n突击！,0,0.0,0.0,1,0.0,0,0,1,0,1,100531,0,0,1005007
3,若是为了世界和平\n无论面对任何敌人，我都不会输的！\n英雄决不食言！,0,0.0,0.0,1,0.0,0,0,1,0,1,100531,0,0,1005008
4,有你给予的勇气\n我一定能成功地变身为\n最强的英雄！,0,0.0,0.0,1,0.0,0,0,1,0,1,100531,0,0,1005009
5,和你一起的话就会涌出百倍的勇气，\n不对，是百万倍！\n以后也要一起加油哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,100531,0,0,1005010
6,诶、今天是你生日！？\n那，我把自己珍藏的猛虎周边\n送给你当生日礼物！\n这是我们关系要好的见证！,0,0.0,0.0,2,5.3,0,0,2,0,1,100501,0,0,1005011
6,生日快乐♪\n送给一直照顾我的你\n猛虎纸杯蛋糕！\n我第一次亲手做了蛋糕哦,0,0.0,0.0,2,0.0,0,0,1,0,1,100531,0,0,1005012
1,我们是正义的英雄！\n无关种族……\n为了保护大家而战斗！\n骑士团，变身！,0,0.0,0.0,1,0.0,0,0,1,0,1,100561,0,0,1005013
2,要是你也遇到了什么麻烦，\n不必客气，找我们商量就是。\n我们随时愿意帮助你哦，\n因为英雄就该是这样♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100561,0,0,1005014
3,大家齐心协力\n守护重要的事物……\n一个人很难办到的事情，\n和同伴在一起就会有办法呢！,0,0.0,0.0,1,0.0,0,0,1,0,1,100561,0,0,1005015
4,我们能够没有\n后顾之忧地完成自己的\n工作，都是多亏了你。\n今后也要一起加油哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,100561,0,0,1005016
5,真希望你能看到我活跃的样子。\n有很多人给了我很多帮助，\n但是，在我最艰难的时候，\n是你陪在我身边♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100561,0,0,1005017
1,哥哥，\n待会儿你还能陪我\n练习萨克斯吗？,0,0.0,0.0,1,3.5,0,0,2,0,5,100601,0,0,1006001
2,哈啊，哈啊……\n已经练习不下去了……\n哥哥的训练强度太高了……,0,0.0,0.0,1,5.0,0,0,5,0,4,100601,0,0,1006002
3,诶？还要继续练习？\n今天我已经好累啦……\n我已经不行了，哥哥……,0,0.0,0.0,1,3.0,0,0,4,0,6,100601,0,0,1006003
4,哥哥真是的\n总是这么高强度，我……\n心跳得好厉害呢……,0,0.0,0.0,1,5.5,0,0,2,0,5,100601,0,0,1006004
5,那个啊，我和姐姐之中\n哥哥觉得哪一个……\n不，没什么……,0,0.0,0.0,1,4.5,0,0,4,0,3,100601,0,0,1006005
1,呵呵，哥哥快看！\n这是伴随着爵士乐旋律的\n茜里式钢管舞！,0,0.0,0.0,1,0.0,0,0,1,0,1,100631,0,0,1006006
2,哥哥，你就那么\n想看吗……\n那、那……虽然很害羞\n我准备好了！茜里大回环！,0,0.0,0.0,1,0.0,0,0,1,0,1,100631,0,0,1006007
3,哈啊，哈啊……已经不行了……\n哥哥一夸我，\n我就不由自主\n得意忘形起来，转圈转得过头了♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100631,0,0,1006008
4,头、头好晕呀~\n哥哥抱♪\n是你把茜里弄成这样的……\n要负起责任哦！,0,0.0,0.0,1,0.0,0,0,1,0,1,100631,0,0,1006009
5,茜里的这副模样，可不是\n谁都能看到的哦？\n哥哥是特例，\n所以想让你看到茜里的一切♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100631,0,0,1006010
6,啊！哥哥你真是的，\n又长大了呀\n茜里\n好像紧张起来了♪,0,0.0,0.0,2,5.9,0,0,5,0,1,100601,0,0,1006011
6,哥哥，你今天过生日对吧\n生日快乐！\n那就和茜里一起，\n走进大人的世界吧♪,0,0.0,0.0,2,0.0,0,0,1,0,1,100631,0,0,1006012
1,我能感受到哥哥的力量……\n啊，心跳得停不下来！\n现在，茜里一定\n什么都可以做到♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100661,0,0,1006013
2,多亏了哥哥，茜里的魔法\n都变得更加厉害了！\n现在的茜里，\n是可爱又强大、最棒的茜里♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100661,0,0,1006014
3,要看着我哦，哥哥！\n让你看看我们一起\n特训的成果♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100661,0,0,1006015
4,哥哥，今天的茜里\n也很可爱吗？\n真是的，不要害羞嘛，\n我希望你能夸我可爱～,0,0.0,0.0,1,0.0,0,0,1,0,1,100661,0,0,1006016
5,和哥哥一起特训，总会有许多\n“第一次”，所以很开心！\n今后我们也要两个人一起\n体验许许多多的“第一次”哦♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100661,0,0,1006017
1,1是布丁，2是布丁，\n3、4也是布丁，\n5当然也是布丁！,0,0.0,0.0,1,4.5,0,0,2,0,1,100701,0,0,1007001
2,宫子喜欢在天上飞~\n也喜欢恶作剧~\n可是呀，宫子更喜欢布丁~,0,0.0,0.0,1,6.0,0,0,2,0,1,100701,0,0,1007002
3,被魔物追赶，\n还以为自己要死了~\n……嗯，仔细想想，\n宫子早就死啦！,0,0.0,0.0,1,5.0,0,0,6,0,7,100701,0,0,1007003
4,宫子是幽灵哦~\n所以，即使你死了\n也能一直在一起♪\n嗯？你不高兴吗？,0,0.0,0.0,1,7.0,0,0,6,0,5,100701,0,0,1007004
5,今天要一起出门~\n所以宫子今天会一直\n附在你身上~,0,0.0,0.0,1,3.0,0,0,5,0,2,100701,0,0,1007005
1,要买来更多更多更多更多\n布丁才行！\n不然的话，\n宫子可能就要成佛了,0,0.0,0.0,1,0.0,0,0,1,0,1,100731,0,0,1007006
2,宫子的布丁，\n绝对不给你~！\n要是你敢偷吃一口，\n连做梦宫子都要缠着你！,0,0.0,0.0,1,0.0,0,0,1,0,1,100731,0,0,1007007
3,幽灵是吓人的存在~\n你也给我再害怕一点啊！,0,0.0,0.0,1,0.0,0,0,1,0,1,100731,0,0,1007008
4,唔！宫子和布丁，\n哪一个更重要！？\n两个都重要？\n那就好~,0,0.0,0.0,1,0.0,0,0,1,0,1,100731,0,0,1007009
5,只有宫子是幽灵，太不公平了！\n你也死掉当幽灵吧！\n那样一来，就能\n永远在一起了~,0,0.0,0.0,1,0.0,0,0,1,0,1,100731,0,0,1007010
6,宫子虽然死了，\n但很重视生日庆祝哦！\n所以快点开始\n生日布丁派对吧♪,0,0.0,0.0,2,5.8,0,0,2,0,1,100701,0,0,1007011
6,生日快乐！生日这天啊，\n就是要一起开心地吃好吃的\n所以今天和宫子一起\n来吃布丁蛋糕吧?,0,0.0,0.0,2,0.0,0,0,1,0,1,100731,0,0,1007012
1,哼哼哼……\n这些家伙的行为还真有趣，\n那么作为回敬～\n要做一些更加有趣的事情！,0,0.0,0.0,1,0.0,0,0,1,0,1,100761,0,0,1007013
2,作为去冥界报道的伴手礼，\n我要把你们做成布丁。\n布丁太适合当伴手礼了！,0,0.0,0.0,1,0.0,0,0,1,0,1,100761,0,0,1007014
3,你的仇就由宫子来报，\n所以要用两把勺子，\n让对方尝尝这两人份的怨念！,0,0.0,0.0,1,0.0,0,0,1,0,1,100761,0,0,1007015
4,宫子的东西就是宫子的东西，\n因为宫子想要你，\n所以你已经属于宫子了！\n这是常识！,0,0.0,0.0,1,0.0,0,0,1,0,1,100761,0,0,1007016
5,不管你是不是幽灵\n都没有关系，\n只要你还是你，\n宫子就满意了！,0,0.0,0.0,1,0.0,0,0,1,0,1,100761,0,0,1007017
1,啊，来得正好！\n我刚才找到了\n看起来会更可爱的角度！\n你也来看看！,0,0.0,0.0,1,7.0,0,0,2,0,1,100801,0,0,1008001
2,我的这份美丽……\n有朝一日会被称为\n“行走的观光名胜”吗？\n要做本观光手册才行！,0,0.0,0.0,1,6.5,0,0,2,0,5,100801,0,0,1008002
3,啊，你来得正好！\n我不知道要如何停止\n发散我的魅力！\n快阻止我！不，别阻止我！,0,0.0,0.0,1,7.0,0,0,1,0,6,100801,0,0,1008003
4,能和如此可爱的我在一起，\n你要感到开心哦？\n你可是世界上最幸福的人啊♪,0,0.0,0.0,1,4.5,0,0,2,0,5,100801,0,0,1008004
5,我是想和你在一起\n才会在这里\n你并不是什么\n陪衬角色，放心吧！,0,0.0,0.0,1,4.0,0,0,2,0,5,100801,0,0,1008005
1,无论怎样的宝石和宝物……\n都无法胜过\n我的美丽与光芒……\n我可真是罪孽深重啊♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100831,0,0,1008006
2,啊啊，我可真美♪\n要描述我的美……\n不，用语言是无法描述的！,0,0.0,0.0,1,0.0,0,0,1,0,1,100831,0,0,1008007
3,不及我美丽，\n并不是值得羞愧的事\n因为这种事情是理所当然的嘛，\n根本用不着说出来♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100831,0,0,1008008
4,如果说，将比任何宝石\n都更有价值的我……\n作为礼物\n送给你，你会高兴吗？,0,0.0,0.0,1,0.0,0,0,1,0,1,100831,0,0,1008009
5,有我这样的宝物\n存在于世……有与你一起\n创造的心跳回忆……\n世界充满了希望呢,0,0.0,0.0,1,0.0,0,0,1,0,1,100831,0,0,1008010
6,生日快乐♪\n今天的你看起来光芒四射\n既俊丽又美丽，既华丽又壮丽\n你一定是世界上第二美的人！,0,0.0,0.0,2,9.9,0,0,2,0,1,100801,0,0,1008011
6,Happy birthday♪\n今天你可以独占\n我的美哦♪\n你能承受得住吗？,0,0.0,0.0,2,0.0,0,0,1,0,1,100831,0,0,1008012
1,我的美丽已到达神秘的领域，\n与奇迹和魔法相当了。\n为自己和我生活在同一个时代\n而感到荣耀吧♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100861,0,0,1008013
2,我不管是哭还是笑，亦或是生气，\n都是超级可爱哦♪\n嗳，你最喜欢我的\n什么表情呢？,0,0.0,0.0,1,0.0,0,0,1,0,1,100861,0,0,1008014
3,假如美丽是一种罪恶的话，\n我就是世界上最罪孽深重\n的人了！啊啊，我的美\n真是十分可怕啊！,0,0.0,0.0,1,0.0,0,0,1,0,1,100861,0,0,1008015
4,你居然能一直跟得上我，\n真是超乎我的想象了。\n就这么喜欢待在我身边吗？\n那么，今后你可以继续跟随我♪,0,0.0,0.0,1,0.0,0,0,1,0,1,100861,0,0,1008016
5,我的美丽是不断革新的，\n准许你见证它的最高点哦！\n呵呵，这下今后就\n再也离不开我了吧。,0,0.0,0.0,1,0.0,0,0,1,0,1,100861,0,0,1008017
1,你也要快点找回\n前世的记忆！我的宿敌兼\n盟友，闪光的吉格鲁特！,0,0.0,0.0,1,3.5,0,0,2,0,1,100901,0,0,1009001
2,记住我的真名了吗？\n我名为安妮罗洁·冯·\n修特帕鲁！,0,0.0,0.0,1,2.5,0,0,2,0,1,100901,0,0,1009002
3,咕！封印着魔力的\n“眼瞳”好痛！\n眼药水？不需要！,0,0.0,0.0,1,5.0,0,0,3,0,4,100901,0,0,1009003
4,吉格鲁特哟，即使在现世\n我们的盟友之情也不会消失！\n哈~哈哈哈！,0,0.0,0.0,1,5.5,0,0,2,0,1,100901,0,0,1009004
5,我们二人齐心协力，\n粉碎“机关”的野心吧！\n而在功成之际，我们就像前世一样\n缔结夫妻的誓约……,0,0.0,0.0,1,5.0,0,0,5,0,1,100901,0,0,1009005
1,将其刻入眼中，印入灵魂吧！\n这就是我禁忌的\n究极毁灭魔法！,0,0.0,0.0,1,0.0,0,0,1,0,1,100931,0,0,1009006
2,如果你也有招式\n就应该帅气地使出来！\n比方说……,0,0.0,0.0,1,0.0,0,0,1,0,1,100931,0,0,1009007
3,当我那流转着不竭魔力的\n眼瞳散发光芒之时\n敌人便会命绝于此！,0,0.0,0.0,1,0.0,0,0,1,0,1,100931,0,0,1009008
4,给我仔细看看这舍弃防御、强化攻击的\n“歼灭形态”吧！\n你、你在看哪里！？,0,0.0,0.0,1,0.0,0,0,1,0,1,100931,0,0,1009009
5,吉格鲁特……多亏了你\n我才能一直\n贯彻自己的信念……谢谢,0,0.0,0.0,1,0.0,0,0,1,0,1,100931,0,0,1009010
6,今天是你转生之日啊\n作为纪念，我就授予你此物吧！\n看！暗黑骑士的徽章！\n如何，很帅气吧？,0,0.0,0.0,2,6.8,0,0,2,0,1,100901,0,0,1009011
6,吉格鲁特，生日快乐！\n我送你一册日记本作为礼物！\n好好记录我们的活动吧！\n你……会写字吧？,0,0.0,0.0,2,0.0,0,0,1,0,1,100931,0,0,1009012
1,颤抖吧！\n任何人都\n无法抵抗我的\n魔眼的魔力！,0,0.0,0.0,1,0.0,0,0,1,0,1,100961,0,0,1009013
2,那么，开始吧！\n破坏与再生……\n睁大眼睛看清楚\n新的神话的诞生吧！,0,0.0,0.0,1,0.0,0,0,1,0,1,100961,0,0,1009014
3,即使迎来世界末日……\n我们的情谊也不会毁灭！\n是这样吧？吉格鲁特！,0,0.0,0.0,1,0.0,0,0,1,0,1,100961,0,0,1009015
4,吉格鲁特，我所失去的半身啊……\n呃，你在听吗？\n不，那个……\n没、没事！,0,0.0,0.0,1,0.0,0,0,1,0,1,100961,0,0,1009016
5,我的封印已完全解除！\n只要和灵魂盟友在一起，\n疾风之冥姬就是无法阻挡的！,0,0.0,0.0,1,0.0,0,0,1,0,1,100961,0,0,1009017
1,王子先生、王子先生\n要不要喝点茶汤？\n茶汤就是热茶哦！,0,0.0,0.0,1,5.5,0,0,2,0,1,101001,0,0,1010001
2,女孩子都有一个梦想\n那就是和命中注定的王子先生\n一起住在梦之国里♪,0,0.0,0.0,1,6.0,0,0,2,0,1,101001,0,0,1010002
3,在古今中外的绘本里，\n保护公主，向来都是\n王子的使命哦？,0,0.0,0.0,1,5.5,0,0,2,0,5,101001,0,0,1010003
4,如果你受伤了，\n就来找我吧\n我有特别的咒语哦\n痛痛飞走吧~,0,0.0,0.0,1,4.5,0,0,2,0,1,101001,0,0,1010004
5,早上醒来之后，\n我会先和小鸟们\n道早安~,0,0.0,0.0,1,5.5,0,0,2,0,1,101001,0,0,1010005
1,“咕噜灵波☆”啊呀呀，\n这里有洞窟呢\n不过我已经用魔法将它点亮了，\n而且很漂亮吧？,0,0.0,0.0,1,0.0,0,0,1,0,1,101031,0,0,1010006
2,诶、要牵手吗？\n谢谢，我很开心……\n那我就照亮王子\n脚下的道路，我们并肩前行吧♪,0,0.0,0.0,1,0.0,0,0,1,0,1,101031,0,0,1010007
3,王子先生的道路\n由我来照亮~\n所以，王子先生就放心地\n走在我身边吧~,0,0.0,0.0,1,0.0,0,0,1,0,1,101031,0,0,1010008
4,和王子先生一起的话，不管在哪\n都是童话世界呀~\n来吧，王子先生，带着真步公主\n去探险吧♪,0,0.0,0.0,1,0.0,0,0,1,0,1,101031,0,0,1010009
5,要一直一起走哦\n哪怕偶尔会迷路\n只要我们两个在一起，就不用担心\n对吧，真步公主的王子先生？♪,0,0.0,0.0,1,0.0,0,0,1,0,1,101031,0,0,1010010
6,祝你生日快乐♪\n能和王子先生一起\n庆祝生日，真是太幸福了♪\n今后也和和美美地共度吧~,0,0.0,0.0,2,4.0,0,0,5,0,2,101001,0,0,1010011
6,今天是你的生日吗？\n那可真是值得庆贺啊~\n我都想把今天定为\n真步真步王国的纪念日了♪,0,0.0,0.0,2,0.0,0,0,1,0,1,101031,0,0,1010012
1,那么，该邀请大家\n前往真步真步王国了～\n神奇真步魔法灵，咕噜灵波?\n多附赠一次，咕噜灵波♪,0,0.0,0.0,1,0.0,0,0,1,0,1,101061,0,0,1010013
2,真步真步王国的游行要开始啦～\n请王子先生，\n也作为真步真步王国的王子，\n来和大家一起玩耍吧♪,0,0.0,0.0,1,0.0,0,0,1,0,1,101061,0,0,1010014
