sale_price,magic_critical,magic_def,promotion_level,equipment_category,equipment_id,hp_recovery_rate,wave_energy_recovery,display_item,atk,magic_penetrate,enable_donation,wave_hp_recovery,accuracy,require_level,equipment_enhance_point,equipment_name,original_equipment_id,physical_penetrate,craft_flg,life_steal,physical_critical,dodge,description,def,magic_str,energy_reduce_rate,energy_recovery_rate,equipment_type,hp,item_type
60,0.0,0.0,1,43,101431,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,2,皮革鞋,101431,0.0,0,0.0,0.0,1.0,连冒险者以外的人都喜欢穿的一款。\n轻便舒适，\n穿得越久越合脚。,0.0,0.0,0.0,0.0,0,15.0,0
60,0.0,1.0,1,52,101521,0.0,0.0,0,0.0,0.0,1,0.0,0.0,2,2,时尚贝雷帽,101521,0.0,0,0.0,0.0,0.0,本是画家钟爱的帽子。\n既可遮阳亦可挡风\n因此也受到新手冒险者的欢迎。,0.0,3.0,0.0,0.0,0,0.0,0
60,0.0,0.0,1,55,101551,0.0,0.0,0,3.0,0.0,1,25.0,0.0,3,2,活力手镯,101551,0.0,0,0.0,0.0,0.0,一旦穿戴，全身便充满干劲的奇妙手\n镯。能提升攻击力。,1.0,0.0,0.0,0.0,0,0.0,0
60,0.0,0.0,1,58,101581,0.0,0.0,0,0.0,0.0,1,50.0,0.0,3,2,守护项链,101581,0.0,0,0.0,0.0,0.0,装饰着四叶草图案的护身符。\n据说能为佩戴者带来好运，\n保其安全。,1.0,0.0,0.0,0.0,0,0.0,0
60,0.0,1.0,1,61,101611,0.0,0.0,0,0.0,0.0,1,25.0,0.0,3,2,助威手镯,101611,0.0,0,0.0,0.0,0.0,拥有魔力的手镯。\n佩戴后便能鼓足干劲，\n提升佩戴者的魔法攻击力。,0.0,3.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,1,102011,0.0,0.0,0,13.0,0.0,1,0.0,0.0,6,6,齿轮剑,102011,0.0,0,0.0,0.0,0.0,由齿轮连接刀刃与刀柄的稀有剑。\n是钟表店与铁匠铺共同开发的武器。,0.0,0.0,0.0,0.0,0,30.0,0
320,0.0,0.0,2,1,102013,0.0,0.0,0,27.0,0.0,1,0.0,0.0,9,14,蓝血剑,102013,0.0,0,0.0,0.0,0.0,以献给某贵族的名剑为蓝本打造而成\n的剑。不仅外表华丽，而且刀刃锋利\n，实用性强。,0.0,0.0,0.0,0.0,0,60.0,0
320,0.0,1.0,2,1,102014,0.0,0.0,0,27.0,0.0,1,0.0,0.0,9,14,极光剑,102014,0.0,0,0.0,0.0,0.0,散发着七色光芒的剑。\n每次挥舞都会发光，\n刀身划过仿若光芒在空中飞舞一般。,1.0,0.0,0.0,0.0,0,0.0,0
320,0.0,0.0,2,4,102041,0.0,0.0,0,30.0,0.0,1,0.0,0.0,9,14,月牙刀,102041,0.0,0,0.0,0.0,0.0,弧线优美的刀。\n某位骁勇善战的将军\n曾说这刀染血实属可惜\n作为艺术品也是一流的水准。,0.0,0.0,0.0,0.0,0,35.0,0
160,0.0,0.0,2,7,102071,0.0,5.0,0,13.0,0.0,1,0.0,0.0,6,6,指挥匕首,102071,0.0,0,0.0,0.0,0.0,比起战场，在森林或山中受困时\n该匕首更能发挥其真正作用。\n嵌入了多种生存用的小机关。,0.0,0.0,0.0,0.0,0,0.0,0
320,0.0,0.0,2,10,102101,0.0,10.0,0,27.0,0.0,1,0.0,0.0,9,14,皮革拳套,102101,0.0,0,0.0,0.0,0.0,往皮革塞入了铁块，\n以强化拳头的武器。\n适合以肉身战斗的武术家使用。,0.0,0.0,0.0,0.0,0,0.0,0
320,0.0,1.0,2,13,102131,0.0,0.0,0,27.0,0.0,1,0.0,0.0,9,14,水晶弓,102131,0.0,0,0.0,0.0,0.0,用水晶山采集的素材\n制作而成的弓。\n水晶同时也是魔法的触媒，\n可以射出带有魔力的箭矢。,0.0,0.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,16,102162,0.0,0.0,0,12.0,0.0,1,0.0,0.0,7,6,三叉戟,102162,0.0,0,0.0,0.0,0.0,模仿海神波塞冬所持的\n具有沉没大地之力的三叉戟\n打造而成的矛。,1.0,0.0,0.0,0.0,0,0.0,0
320,0.0,0.0,2,16,102163,0.0,0.0,0,20.0,0.0,1,0.0,0.0,9,14,火焰枪,102163,0.0,0,0.0,0.0,0.0,注入了火精灵之力的长枪。\n枪头如同摇曳的火焰\n打倒的怪物越多\n便燃烧得越旺盛。,3.0,0.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,19,102191,0.0,0.0,0,16.0,0.0,1,0.0,0.0,6,6,金属斧,102191,0.0,0,0.0,0.0,0.0,钢铁打造的战斧。\n与樵夫所用的斧头不同，\n是作为武器被打造出来的，\n具有一定的杀伤力。,0.0,0.0,0.0,0.0,0,0.0,0
320,0.0,0.0,2,19,102192,0.0,0.0,0,34.0,0.0,1,0.0,0.0,9,14,高级金属斧,102192,0.0,0,0.0,0.0,0.0,利用高级锻造技术\n打造而成的战斧。\n活用其重量发动攻击，\n可将敌人一举歼灭。,0.0,0.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,22,102221,0.0,0.0,0,0.0,0.0,1,0.0,0.0,7,6,碧绿法杖,102221,0.0,0,0.0,0.0,0.0,由与大自然关系密切的精灵\n制成的杖。\n不仅可以作为武器使用，\n也能用于祈祷五谷丰登的仪式。,0.0,16.0,0.0,0.0,0,0.0,0
320,0.0,0.0,2,22,102222,0.0,0.0,0,0.0,0.0,1,0.0,0.0,9,14,幼龙法杖,102222,0.0,0,0.0,0.0,0.0,法杖雕刻了一只怀抱着宝玉的龙。\n其中也注入了几分的龙之力。,0.0,34.0,0.0,0.0,0,0.0,0
160,0.0,1.0,2,25,102251,0.0,0.0,0,0.0,0.0,1,0.0,0.0,6,6,告别医生之杖,102251,0.0,0,0.0,0.0,0.0,适合施放回复魔法的法杖。是擅长回\n复魔法的魔法师爱用的武器。,0.0,13.0,0.0,0.0,0,0.0,0
320,0.0,1.0,2,25,102252,0.0,0.0,0,0.0,0.0,1,0.0,0.0,9,14,独角兽的慈爱,102252,0.0,0,0.0,0.0,0.0,使用珍贵的独角兽的角打造的法杖。\n角拥有治愈伤口的力量，\n能提升回复魔法的效果。,0.0,27.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,28,102281,0.0,0.0,0,5.0,0.0,1,0.0,0.0,8,8,智慧之衣,102281,0.0,0,0.0,0.0,0.0,曾几何时，\n僧侣为布教周游大陆时穿着的衣服。\n因穿着时活动方便且结实，\n受到众多魔法师的欢迎。,0.0,0.0,0.0,0.0,0,90.0,0
320,0.0,1.0,2,28,102282,0.0,0.0,0,7.0,0.0,0,0.0,0.0,14,12,轻便铠甲,102282,0.0,1,0.0,0.0,0.0,利用薄板打造而成的铠甲。\n特征是防御力强，轻便易活动。,1.0,0.0,0.0,0.0,0,150.0,0
160,0.0,0.0,2,31,102311,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,6,鳞甲,102311,0.0,1,0.0,0.0,0.0,将金属或皮革以鳞状缝制的铠甲。\n比普通铠甲更易于行动，\n能有效减轻斩击和突刺的伤害，\n但不善应对钝器的打击。,1.0,0.0,0.0,0.0,0,95.0,0
320,0.0,1.0,2,31,102312,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,10,高级金属铠甲,102312,0.0,1,0.0,0.0,0.0,利用高级锻造技术打造的坚固铠甲。\n普通的攻击甚至无法对装备者造成伤\n害。,2.0,0.0,0.0,0.0,0,180.0,0
160,0.0,0.0,2,34,102341,0.0,0.0,0,6.0,0.0,0,0.0,0.0,9,6,传统服装,102341,0.0,1,0.0,0.0,0.0,编织了阿斯特莱亚传统图案的衣服。\n只有身份显贵之人才能购买。,0.0,0.0,0.0,0.0,0,90.0,0
320,0.0,1.0,2,34,102342,0.0,0.0,0,7.0,0.0,0,110.0,0.0,14,10,忍者服,102342,0.0,1,0.0,0.0,0.0,最适合在夜间行动的服装。\n深受某国专职间谍的喜爱。,1.0,0.0,0.0,0.0,0,120.0,0
160,0.0,1.0,2,37,102371,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,6,春色长袍,102371,0.0,1,0.0,0.0,0.0,让人联想到春天的可爱长袍。\n做工结实，适合旅途上穿着，\n其造型和实用性受到大众的喜爱。,0.0,4.0,0.0,0.0,0,65.0,0
320,0.0,2.0,2,37,102372,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14,10,北境长袍,102372,0.0,1,0.0,0.0,0.0,在寒冷的北国很受欢迎。\n羊毛线非常保暖\n用其编织的披肩可从恶劣的气候中\n保护你的肩膀和手臂。,1.0,7.0,0.0,0.0,0,120.0,0
320,0.0,0.0,2,40,102401,0.0,0.0,0,7.0,0.0,0,0.0,0.0,15,6,塔盾,102401,0.0,1,0.0,0.0,0.0,一人高的金属大盾。\n具有强大的防御力，\n但因太重，移动困难。,3.0,0.0,0.0,0.0,0,135.0,0
160,0.0,0.0,2,43,102431,0.0,0.0,0,2.0,0.0,0,0.0,0.0,8,6,小丑鞋,102431,0.0,1,0.0,0.0,1.0,以小丑为原型打造而成的\n漂亮鞋子。\n穿上后会感到心情开朗。,1.0,0.0,0.0,0.0,0,30.0,0
320,0.0,1.0,2,43,102432,0.0,0.0,0,3.0,0.0,0,0.0,0.0,15,10,狩猎鞋,102432,0.0,1,0.0,0.0,2.0,使用栖息在高山上的怪物的骨头\n制作而成的鞋子。\n狂野的造型，\n能唤醒你野性之心！,2.0,0.0,0.0,0.0,0,60.0,0
160,0.0,1.0,2,46,102461,0.0,0.0,0,0.0,0.0,1,0.0,0.0,9,8,女巫鞋,102461,0.0,0,0.0,0.0,0.0,魔法师为了采集魔法药品的材料，\n周游各地时穿着的鞋子。\n做工非常结实，\n能应对残酷的环境。,0.0,8.0,0.0,0.0,0,30.0,0
160,0.0,0.0,2,49,102491,0.0,0.0,0,3.0,0.0,0,0.0,0.0,8,6,可爱鸭舌帽,102491,0.0,1,0.0,0.0,0.0,配有挡风镜的鸭舌帽。\n因其可爱的造型与气球相似，\n受到兰德索尔的年轻人的欢迎。,1.0,0.0,0.0,0.0,0,90.0,0
160,0.0,1.0,2,49,102493,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,10,军团头盔,102493,0.0,1,0.0,0.0,0.0,古代战士使用的头盔。\n做工非常结实，\n即使在现代也能使用。,1.0,0.0,0.0,0.0,0,90.0,0
320,0.0,3.0,2,52,102521,10.0,0.0,0,0.0,0.0,0,0.0,0.0,9,10,修女头巾,102521,0.0,1,0.0,0.0,0.0,修女使用的头巾。\n她们治愈了伤者的身心。,1.0,7.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,55,102551,0.0,5.0,0,11.0,0.0,1,30.0,0.0,9,12,勇气宝珠,102551,0.0,0,0.0,0.0,0.0,能给予战斗时必须的『仁·智·勇』\n的勇之力的宝珠。不管面对多强大的\n敌人都能让你奋勇前进的勇气护身符\n。,0.0,0.0,0.0,0.0,0,0.0,0
320,0.0,0.0,2,55,102552,5.0,10.0,0,20.0,0.0,1,0.0,0.0,18,20,刺钉手镯,102552,0.0,0,0.0,0.0,0.0,附有怪物身上的刺状鳞片的手镯。\n能提升穿戴者的力量。\n因制作材料是凶残怪物的鳞片\n所以很少在市场上流通。,1.0,0.0,0.0,0.0,0,0.0,0
160,0.0,1.0,2,58,102581,0.0,0.0,0,0.0,0.0,1,25.0,0.0,9,12,仁爱宝珠,102581,0.0,0,0.0,0.0,0.0,能给予战斗时必须的『仁·智·勇』\n的仁之力的宝珠。祈求保佑自身或同\n伴的爱之心护身符。,1.0,0.0,0.0,0.0,0,55.0,0
320,0.0,2.0,2,58,102582,0.0,0.0,0,0.0,0.0,1,0.0,0.0,17,20,胜利手带,102582,0.0,0,0.0,0.0,0.0,为祈求骑士平安归来而制成的手带。\n这份思念能保护穿戴者，\n提升其防御力。,2.0,0.0,0.0,0.0,0,120.0,0
160,0.0,1.0,2,61,102611,0.0,0.0,0,0.0,0.0,1,0.0,0.0,9,12,魔法眼镜,102611,0.0,0,0.0,0.0,0.0,能提升穿戴者魔法攻击力的特殊眼镜\n。使用的材料是魔法石。,0.0,11.0,0.0,0.0,0,0.0,0
160,0.0,0.0,2,61,102612,0.0,5.0,0,0.0,0.0,1,25.0,0.0,10,12,智慧宝珠,102612,0.0,0,0.0,0.0,0.0,能给予战斗时必须的『仁·智·勇』\n的智之力宝珠。能使佩戴者头脑清醒\n，是提升魔法效果的智慧护身符。,0.0,10.0,0.0,0.0,0,0.0,0
320,0.0,2.0,2,61,102613,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,6,魔法单眼镜,102613,0.0,1,0.0,0.0,0.0,高贵的魔法师所使用的单片眼镜。\n金属部分雕刻着卢恩文字，\n能提升穿戴者的魔力。,0.0,24.0,0.0,0.0,0,0.0,0
320,0.0,1.0,2,61,102614,0.0,10.0,0,0.0,0.0,0,0.0,0.0,18,16,花纹手镯,102614,0.0,1,0.0,0.0,0.0,镶嵌着魔法石的银制手镯，\n上面刻有特殊的印记。\n可让魔法的流动更为活跃，\n提升穿戴者的魔力。,0.0,20.0,0.0,0.0,0,0.0,0
1400,0.0,0.0,3,1,103011,0.0,0.0,0,40.0,0.0,0,0.0,0.0,19,12,皓耀剑,103011,0.0,1,0.0,0.0,0.0,利用陨石碎片打造的单刃弯刀。\n刀身沐浴在光线之下\n便会像星尘般闪闪发亮。,0.0,0.0,0.0,0.0,0,90.0,0
3000,0.0,0.0,3,1,103012,0.0,0.0,0,53.0,0.0,0,0.0,0.0,29,20,龙纹剑,103012,0.0,1,0.0,0.0,0.0,剑身描绘着巨龙吐息的纹样。\n刀刃宽，比起突击更适合斩击，\n挥舞时彷如游龙在天。,0.0,0.0,0.0,0.0,0,115.0,0
4000,0.0,0.0,3,1,103013,0.0,0.0,0,61.0,0.0,0,0.0,0.0,37,20,轻羽剑,103013,0.0,1,0.0,0.0,0.0,某魔法师在近身战上使用的剑。\n过去气力小的他，\n在巨鸟的羽毛上施加魔法，\n做出了极为轻盈的剑。,0.0,0.0,0.0,0.0,0,135.0,0
3000,0.0,0.0,3,4,103041,0.0,0.0,0,58.0,0.0,0,0.0,0.0,29,32,月光刀,103041,0.0,1,0.0,0.0,0.0,东国某剑派流传给继承者的刀剑。\n寄宿着月光的力量，\n能使持有者的五感和灵感。,0.0,0.0,0.0,0.0,0,65.0,0
4000,0.0,0.0,3,4,103042,0.0,0.0,0,68.0,0.0,0,0.0,0.0,37,40,雷神刀,103042,0.0,1,0.0,0.0,0.0,某位本领高超的武士在击退雷兽时使\n用的刀。斩杀雷兽的刀身上，寄宿着\n雷电之力。,0.0,0.0,0.0,0.0,0,75.0,0
1400,0.0,0.0,3,7,103071,0.0,15.0,0,40.0,0.0,0,0.0,0.0,19,12,白金匕首,103071,0.0,1,0.0,0.0,0.0,使用高价白金打造而成的短剑。\n很多贵族藏在怀里以做防身之用。,0.0,0.0,0.0,0.0,0,0.0,0
4000,0.0,0.0,3,7,103072,0.0,0.0,0,61.0,0.0,0,0.0,0.0,37,45,吸血鬼短剑,103072,0.0,1,3.0,0.0,0.0,拥有意识，\n渴望着鲜血的可怕短剑。\n沾上血后不但不生锈，\n反而会发出更为妖媚的光芒。,0.0,0.0,0.0,0.0,0,0.0,0
3000,0.0,0.0,3,10,103101,0.0,15.0,0,53.0,0.0,0,0.0,0.0,29,20,龙爪,103101,0.0,1,0.0,0.0,0.0,以残暴黑龙的下颚为原型的钩爪。属\n于暗器的一种，过去使用该武器的刺\n客，会在钩爪上涂上毒，以提高杀伤\n力。,0.0,0.0,0.0,0.0,0,0.0,0
3000,0.0,3.0,3,13,103131,0.0,0.0,0,53.0,0.0,0,0.0,0.0,29,20,丘比特之弓,103131,0.0,1,0.0,0.0,0.0,曾有一名男子将这把弓射获的猎物\n赠与喜欢的人并表白成功。\n因为这件事，\n他为这把弓取了跟爱神一样的名字。,0.0,0.0,0.0,0.0,0,0.0,0
4000,0.0,3.0,3,13,103132,0.0,0.0,0,61.0,0.0,0,0.0,0.0,37,40,恶魔弓,103132,0.0,1,0.0,0.0,0.0,受到人类迫害，被放逐到地下深处的\n魔族所制作的弓。他们利用这把弓，\n把侵入其领域的人类通通葬送。,0.0,0.0,0.0,0.0,0,0.0,0
1400,0.0,0.0,3,16,103161,0.0,0.0,0,35.0,0.0,0,0.0,0.0,19,18,骑士的荣耀,103161,0.0,1,0.0,0.0,0.0,赠与名誉骑士的矛。\n其刀刃不会被折断，\n体现了为国为民战斗的骑士的荣耀。,3.0,0.0,0.0,0.0,0,0.0,0
3000,0.0,0.0,3,16,103162,0.0,0.0,0,46.0,0.0,0,0.0,0.0,29,20,绝对之矛,103162,0.0,1,0.0,0.0,0.0,一击必杀的矛。\n其强大的杀伤力，\n能轻易贯穿坚固的铠甲，\n一击便能杀死敌人。,5.0,0.0,0.0,0.0,0,0.0,0
1400,0.0,0.0,3,19,103191,0.0,0.0,0,50.0,0.0,0,0.0,0.0,19,12,蓝星斧,103191,0.0,1,0.0,0.0,0.0,装饰着蓝色天体的战斧。\n象征着世界本身的天体，\n能吸收大地的能量，\n给予持有者力量。,0.0,0.0,0.0,0.0,0,0.0,0
3000,0.0,0.0,3,19,103192,0.0,0.0,0,66.0,0.0,0,0.0,0.0,29,46,丽花战斧,103192,0.0,1,0.0,0.0,0.0,装饰着华丽花朵的斧头。\n每次挥舞，\n都会绽放大朵的鲜血之花。,0.0,0.0,0.0,0.0,0,0.0,0
4000,0.0,0.0,3,19,103193,0.0,0.0,0,77.0,0.0,0,0.0,0.0,37,66,雷电斧,103193,0.0,1,0.0,0.0,0.0,某个研究先进武器的工房\n制作出来的斧头。\n斧头内储存着雷电，\n攻击时可进行释放。,0.0,0.0,0.0,0.0,0,0.0,0
1400,0.0,0.0,3,22,103221,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,12,刺血法杖,103221,0.0,1,0.0,0.0,0.0,某些残忍的魔法师团体\n所使用的法杖。\n法杖吸收了牺牲者们的鲜血，\n变得通体赤红。,0.0,50.0,0.0,0.0,0,0.0,0
4000,0.0,0.0,3,22,103222,0.0,0.0,0,0.0,0.0,0,0.0,0.0,37,20,恶魔之角,103222,0.0,1,0.0,0.0,0.0,传说中某位魔法师与恶魔进行交易，\n从而得到的武器。\n该法杖吸收战败敌人的灵魂，\n然后上供给恶魔。,0.0,77.0,0.0,0.0,0,0.0,0
1400,0.0,2.0,3,25,103251,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,12,天球护身法杖,103251,0.0,1,0.0,0.0,0.0,某个以占星术为生的魔法师一族\n所使用的法杖。\n他们通过观测星体，\n占卜未来。,0.0,40.0,0.0,0.0,0,0.0,0
3000,0.0,3.0,3,25,103252,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,20,花蕾法杖,103252,0.0,1,0.0,0.0,0.0,救死扶伤的意念\n能让花蕾绽放，\n那纯净的能量，\n能成为治愈的力量。,0.0,53.0,0.0,0.0,0,0.0,0
1400,0.0,1.0,3,28,103281,0.0,0.0,0,11.0,0.0,0,0.0,0.0,21,32,时髦盔甲,103281,0.0,1,0.0,0.0,0.0,以强大时尚的骑士为主题\n制作而成的铠甲。\n但不管有多时尚，\n实力不足的话，魅力也会大减。,1.0,0.0,0.0,0.0,0,245.0,0
3000,0.0,2.0,3,28,103282,0.0,0.0,0,15.0,0.0,0,0.0,0.0,32,42,战裙,103282,0.0,1,0.0,0.0,0.0,将强壮的男人逐一打倒，\n成为斗技场女王的女战士铠甲。\n对方只要被她野兽般的目光凝视，\n便会丧失战意。,2.0,0.0,0.0,0.0,0,325.0,0
4000,0.0,2.0,3,28,103283,0.0,0.0,0,17.0,0.0,0,0.0,0.0,43,25,重金属护甲,103283,0.0,1,0.0,0.0,0.0,用厚重铁板制作成的铠甲。\n抛弃轻便性，\n强化了防御力，\n使用斧头和大剑的战士最爱穿着。,2.0,0.0,0.0,0.0,0,380.0,0
1400,0.0,2.0,3,31,103311,0.0,0.0,0,0.0,0.0,0,0.0,0.0,21,30,华丽护甲,103311,0.0,1,0.0,0.0,0.0,喜爱华丽的骑士委托设计师\n打造的铠甲。\n在战场上，因为打扮华丽而特别显眼\n的他，正好成为了敌人的目标。,3.0,0.0,0.0,0.0,0,245.0,0
1400,0.0,1.0,3,34,103341,0.0,0.0,0,10.0,0.0,0,160.0,0.0,21,30,千层服,103341,0.0,1,0.0,0.0,0.0,在织物上叠加皮革长袍做成的衣服。\n防寒效果一流，\n适合穿着前往寒冷之地采集素材。,1.0,0.0,0.0,0.0,0,180.0,0
3000,0.0,1.0,3,34,103342,0.0,0.0,0,13.0,0.0,0,210.0,0.0,32,25,宫廷服,103342,0.0,1,0.0,0.0,0.0,王城内工作的女骑士服装。\n使用了优质的皮革和黑金，\n胸口的装饰彰显骑士的地位。\n每一处都设计体现着高雅的品味。,2.0,0.0,0.0,0.0,0,235.0,0
4000,0.0,2.0,3,34,103343,0.0,0.0,0,15.0,0.0,0,370.0,0.0,37,75,秩序法衣,103343,0.0,1,0.0,0.0,0.0,精灵女王参加和其他种族\n举办的和平协议会议时穿着的服装。\n精灵族为了以防万一，\n在衣服上张开了强大的魔法结界。,2.0,0.0,0.0,0.0,0,205.0,0
3000,0.0,4.0,3,37,103371,0.0,0.0,0,0.0,0.0,0,0.0,0.0,32,30,丘比特长袍,103371,0.0,1,0.0,0.0,0.0,以传说中登场的爱神的服装\n为原型制作的长袍。\n背面的羽毛依靠魔法飘起，\n看起来就像真的一样。,2.0,13.0,0.0,0.0,0,235.0,0
4000,0.0,4.0,3,37,103372,5.0,0.0,0,0.0,0.0,0,0.0,0.0,43,25,哲学家长袍,103372,0.0,1,0.0,0.0,0.0,身穿这件长袍的哲学家，\n为辅佐幼帝倾尽一生。\n他引导皇帝走向正途，\n将国家带向了更美好的未来。,2.0,14.0,0.0,0.0,0,245.0,0
3000,0.0,0.0,3,40,103401,0.0,0.0,0,8.0,0.0,0,0.0,0.0,29,25,石榴石盾,103401,0.0,1,0.0,0.0,0.0,勇猛强悍的将军所持的盾。\n每当他站在前线，\n常常只身闯入敌阵，\n引导军队走向胜利。,6.0,0.0,0.0,0.0,0,290.0,0
1400,0.0,1.0,3,43,103431,0.0,0.0,0,5.0,0.0,0,0.0,0.0,23,25,忍者鞋,103431,0.0,1,0.0,0.0,3.0,能消除脚步声的特殊鞋。\n听说东国的间谍会穿着，\n但有关他们的情报依然是个迷。,2.0,0.0,0.0,0.0,0,90.0,0
3000,0.0,0.0,3,43,103432,0.0,0.0,0,26.0,0.0,0,0.0,0.0,35,45,击剑鞋,103432,0.0,1,0.0,0.0,4.0,为使用轻剑的剑士打造的鞋子。\n十分轻便，\n对于重视敏捷的细剑士来说\n是最佳的装备。,0.0,0.0,0.0,0.0,0,115.0,0
3000,0.0,4.0,3,46,103461,0.0,0.0,0,0.0,0.0,0,0.0,0.0,34,46,女巫的宫廷长靴,103461,0.0,1,0.0,0.0,0.0,魔法师正装时穿着的鞋子。\n鞋子上被施加了魔法，\n不管行走于何处都绝不会弄脏。,3.0,20.0,0.0,0.0,0,115.0,0
3000,0.0,4.0,3,49,103491,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35,40,黑龙盔,103491,0.0,1,0.0,0.0,0.0,曾经存在的信奉黑龙的骑士团使用的\n头盔。他们为了向龙奉上生祭，不停\n夺去无辜者的生命。,5.0,0.0,0.0,0.0,0,235.0,0
1400,0.0,4.0,3,52,103521,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,20,女巫发箍,103521,0.0,1,0.0,0.0,0.0,魔法师家族赠与外出修行的女儿的发\n箍。母亲会在发箍注入自己的魔力，\n饱含爱意。,0.0,20.0,0.0,0.0,0,90.0,0
3000,0.0,6.0,3,52,103522,0.0,0.0,0,0.0,0.0,0,0.0,0.0,34,25,女巫帽,103522,0.0,1,0.0,0.0,0.0,用能够补充魔力的饰品对传统的魔法\n师帽加以装饰而成的帽子。,0.0,26.0,0.0,0.0,0,115.0,0
1400,0.0,0.0,3,55,103551,0.0,0.0,0,33.0,0.0,0,90.0,0.0,25,25,蛋白石耳环,103551,0.0,1,0.0,0.0,0.0,附带魔力的蛋白石耳环。\n能让穿戴者全身充满活力，\n并提升攻击力。,3.0,0.0,0.0,0.0,0,0.0,0
