voice_id,face_id,time,beloved_step,description,unit_id,trigger,insert_word_type,id
1,1,0,1,特训没有效果……\n但是不行！\n好不甘心啊！,100102,2,0,33
2,1,0,1,抚摸我很开心吗？\n……这样啊\n那让你稍微摸下哦？,100102,2,0,34
3,1,0,1,我来帮你\n打起精神！\n加油！加油！,100102,2,0,35
4,1,0,1,怎么感觉痒痒的！？\n啊，是骑士先生啊～\n怎么了？,100102,2,0,36
101,1,0,8,哇啊！真是的……\n都说了不可以玩我的尾巴\n再这样就弹你额头了！,100102,2,0,37
102,1,0,8,诶嘿嘿……\n骑士先生的手……\n好温暖啊♪,100102,2,0,38
1,1,1,1,早饭和运动！\n这就是我的\n能量的来源！,100102,2,0,39
2,1,2,1,要不要\n请小优衣\n做些点心呢♪,100102,2,0,40
3,1,3,1,小怜之前说过，\n睡觉也是一种修行……,100102,2,0,41
1,1,0,1,这样就完美了♪\n骑士先生\n会注意到吗？,100102,3,0,42
2,1,0,1,只要休息了一次，\n就会一直这样\n怠惰下去……,100102,3,0,43
3,1,0,1,做我新的练习对象……\n啊，开玩笑的！\n我瞎说的啦！,100102,3,0,44
4,1,0,1,这种东西\n我会很在意\n总是忍不住盯着看,100102,3,0,45
5,1,0,1,待在暖和的地方，\n身体就会\n情不自禁地蜷缩起来……,100102,3,0,46
6,1,0,1,因为不知道\n今后会发生些什么，\n所以必须锻炼好自己,100102,3,0,47
7,1,0,1,肚子一饿，\n就拿不出力气……,100102,3,0,48
8,1,0,1,多学一些东西\n可是很重要的！,100102,3,0,49
1,1,0,1,东西收拾好了\n现在来\n叠洗好的衣服吧,100201,1,0,51
2,1,0,1,我必须更清楚地\n传达这份心情……,100201,1,0,52
3,1,0,1,我想泡些茶\n还有其他人\n想喝吗？,100201,1,0,53
4,1,0,1,我虽然\n不擅长战斗\n可要是说到做菜的话！,100201,1,0,54
5,1,0,1,真希望这种\n和平的时光，\n可以一直持续下去,100201,1,0,55
101,1,0,4,我……\n试着再多拿出\n一些勇气吧,100201,1,0,56
102,1,0,8,我很喜欢大家……\n当、当然\n对骑士君也是……\n是、是对同伴的喜欢！,100201,1,0,57
1,1,0,1,哇啊！\n怎、怎么了？\n吓我一跳……,100201,2,0,58
2,1,0,1,男生的\n个头都很大啊。\n那个……不管是手，\n还是其他地方……,100201,2,0,59
3,1,0,1,要是\n遇到了困难\n记得随时跟我说哦,100201,2,0,60
4,1,0,1,哎！虫、虫子！？\n快拿掉快拿掉！\n快点！,100201,2,0,61
101,1,0,4,那个……\n我想和你\n一起出门……\n可以吗？,100201,2,0,62
102,1,0,8,我有话\n想对骑士君说\n是很重要的话……\n还、还是下次再说吧！,100201,2,0,63
1,1,1,1,早、早上好！\n那个……\n你吃过早饭了吗？,100201,2,0,64
2,1,2,1,到午休时间了\n那个……可以的话\n要不要吃便当？,100201,2,0,65
3,1,3,1,努力到这么晚，\n真是辛苦了\n明天也要加油哦\n呼哇……,100201,2,0,66
1,1,0,1,好……\n这样做\n能得到夸奖吗？,100201,3,0,67
2,1,0,1,努力固然重要，\n但好好休息\n也很关键哦,100201,3,0,68
3,1,0,1,好可爱啊……\n下次我也\n试着制作吧。\n唔，材料是……,100201,3,0,69
4,1,0,1,要是在战斗之前\n我也能像这样冷静下来\n就好了,100201,3,0,70
5,1,0,1,啊诶？\n难、难不成\n我刚刚睡着了？,100201,3,0,71
6,1,0,1,要想和骑士君\n一起冒险\n就必须要有体力！,100201,3,0,72
7,1,0,1,因为很好吃\n所以不小心吃太多了……\n但这是没办法事哦？,100201,3,0,73
8,1,0,1,是吗\n这样一来，\n魔法就会变强啊,100201,3,0,74
1,1,0,1,先洗衣服\n还是\n先打扫卫生呢？,100202,1,0,76
2,1,0,1,必须去买\n新的魔导书了\n好想多学一些\n魔法啊,100202,1,0,77
3,1,0,1,我想泡些茶\n还有其他人\n想喝吗？,100202,1,0,78
4,1,0,1,今天要挑战\n什么样的料理呢♪,100202,1,0,79
5,1,0,1,我必须更清楚地\n传达这份心情……,100202,1,0,80
101,1,0,8,我很喜欢大家……\n当、当然\n对骑士君也是……\n是、是对同伴的喜欢！,100202,1,0,81
102,1,0,8,\n能陪在骑士君的身旁\n我就很幸福了,100202,1,0,82
1,1,0,1,唔，那个……\n你在这种地方\n对我做这种事\n我会害羞啦……,100202,2,0,83
2,1,0,1,哎！虫、虫子！？\n快拿掉快拿掉！\n快点！,100202,2,0,84
3,1,0,1,那、那个……骑士君，\n其实我对你……\n不，\n没什么,100202,2,0,85
4,1,0,1,男生的\n个头都很大啊。\n那个……不管是手，\n还是其他地方……,100202,2,0,86
101,1,0,8,我有话\n想对骑士君说\n是很重要的话……\n还、还是下次再说吧！,100202,2,0,87
102,1,0,8,呵呵……\n不要戳这种地方啦\n很痒啊～,100202,2,0,88
1,1,1,1,早上好\n睡得好吗？今天也\n好好努力吧♪,100202,2,0,89
2,1,2,1,肚子好饿……\n对了，骑士君，\n要不要一起吃午饭？,100202,2,0,90
3,1,3,1,已经这个时间了……\n差不多该睡了\n晚安,100202,2,0,91
1,1,0,1,好……\n这样做\n能得到夸奖吗？,100202,3,0,92
2,1,0,1,努力固然重要，\n但好好休息\n也很关键哦,100202,3,0,93
3,1,0,1,好可爱♪\n骑士君\n喜欢这样的东西吗？,100202,3,0,94
4,1,0,1,要是在战斗之前\n我也能像这样冷静下来\n就好了,100202,3,0,95
5,1,0,1,那个！\n方、方便的话\n我们一起吧！,100202,3,0,96
6,1,0,1,要想和骑士君\n一起冒险\n就必须要有体力！,100202,3,0,97
7,1,0,1,最近\n衣服变得不合身了……\n我是吃太多了吗？,100202,3,0,98
8,1,0,1,月刊恋爱指南……\n果然挺有用的……,100202,3,0,99
1,1,0,1,来保养一下\n装备吧……,100301,1,0,101
2,1,0,1,接下来，\n该锻炼自己的\n肉体还是精神呢？,100301,1,0,102
3,1,0,1,纺希给我做的\n这件衣服……\n到底是什么时候量的尺寸？,100301,1,0,103
4,1,0,1,我曾经以为\n自己不需要同伴……,100301,1,0,104
5,1,0,1,想事情时，\n我会忍不住在房间里\n走来走去,100301,1,0,105
101,1,0,4,他究竟能\n强到什么程度啊\n我也不能输,100301,1,0,106
102,1,0,8,被你摆了一道……\n开玩笑啦，你想好\n要让我做什么了吗？,100301,1,0,107
1,1,0,1,哦哦，原来是你啊\n我感觉到附近有人\n还以为是谁呢,100301,2,0,108
2,1,0,1,既然打算砍过来\n可得像样一点啊\n……你只是叫我一声？,100301,2,0,109
3,1,0,1,什么？有事找我商量？\n如果是关于战斗的事\n我很乐意奉陪,100301,2,0,110
4,1,0,1,刚才那也叫刺击？\n太轻了！再凌厉一点！\n再来一次！,100301,2,0,111
101,1,0,4,呀啊！你、你在摸\n哪里啊！？\n是我大意了,100301,2,0,112
102,1,0,8,如果你今后也能\n一直在我身边……\n不，没事,100301,2,0,113
1,1,1,1,早上好！\n今天也要\n度过充实的一天哦,100301,2,0,114
2,1,2,1,差不多到\n茶点时间了\n你要不要一起？,100301,2,0,115
3,1,3,1,弄到这么晚，真够呛啊。\n如果还有工作的话，\n我来帮你吧？,100301,2,0,116
1,1,0,1,为了战斗后\n依然能保持美丽……\n这样就完成了♪,100301,3,0,117
2,1,0,1,一个劲战斗\n还不休息\n又会挨优衣骂了,100301,3,0,118
3,1,0,1,希望你像日和莉一样\n陪我练习……\n不，还是算了,100301,3,0,119
4,1,0,1,这很好……\n正好可以在战斗之前\n集中一下精神,100301,3,0,120
5,1,0,1,偶尔享受一下\n宁静的时光\n也不错……,100301,3,0,121
6,1,0,1,为了能够并肩作战\n我也要变得\n像他一样强！,100301,3,0,122
7,1,0,1,吃饭固然很重要\n但要注意\n不能吃太多……,100301,3,0,123
8,1,0,1,优衣！\n你、你还看过\n这种书啊！,100301,3,0,124
1,1,0,1,不只是海边，\n我也想试试在河边钓鱼\n也采购一下新的钓具吧,100302,1,0,126
2,1,0,1,纺希给我做的\n这件衣服……\n到底是什么时候量的尺寸？,100302,1,0,127
3,1,0,1,他究竟能\n强到什么程度啊\n我也不能输,100302,1,0,128
4,1,0,1,差不多该\n更新修炼的内容了\n要比以前更严格,100302,1,0,129
5,1,0,1,我想要变强……\n过上不会被任何人阻碍的\n自由的生活,100302,1,0,130
101,1,0,8,没想到会感冒，不过\n多亏了有他照顾我\n已经完全好起来了,100302,1,0,131
102,1,0,8,被你摆了一道……\n开玩笑啦，你想好\n要让我做什么了吗？,100302,1,0,132
1,1,0,1,怎么了？\n没事？\n那就好,100302,2,0,133
2,1,0,1,戳得太过分\n我可是要报复的哦？\n你做好觉悟了吗？,100302,2,0,134
3,1,0,1,喂，下次要不要\n再去钓鱼？\n钓条大鱼吧,100302,2,0,135
4,1,0,1,想要修行？\n那就早说啊\n我们马上出发！,100302,2,0,136
101,1,0,8,你不会想说\n刚才那一击\n也要算数吧？,100302,2,0,137
102,1,0,8,如果你今后也能\n一直在我身边……\n不，没事,100302,2,0,138
1,1,1,1,今天要工作吗？\n还是说要修行？\n方便的话来陪陪我吧,100302,2,0,139
2,1,2,1,同伴告诉我说\n休息\n有时候也是必要的,100302,2,0,140
3,1,3,1,弄到这么晚，真够呛啊。\n如果还有工作的话，\n我来帮你吧？,100302,2,0,141
1,1,0,1,稍微改变一下\n头发的长度吧……\n我、我在说什么啊！,100302,3,0,142
2,1,0,1,休息好了\n才能以万无一失的状态\n去战斗,100302,3,0,143
3,1,0,1,希望你像日和莉一样\n陪我练习……\n不，还是算了,100302,3,0,144
4,1,0,1,不仅是身体\n心情也得到了放松……\n呼……,100302,3,0,145
5,1,0,1,该休息的时候就要休息\n真希望日和莉也\n能领会这件事啊……,100302,3,0,146
6,1,0,1,为了能够并肩作战\n我也要变得\n像他一样强！,100302,3,0,147
7,1,0,1,是因为进行了修行吗\n我最近的\n饭量增加了……,100302,3,0,148
8,1,0,1,优衣！\n你、你还看过\n这种书啊！,100302,3,0,149
1,1,0,1,感觉会找到宝藏！\n在房间内探个险吧～,100401,1,0,151
2,1,0,1,陷阱……\n到底挖在哪里了啊？,100401,1,0,152
3,1,0,1,呜呜！\n假哭的话\n会让对方大意吗,100401,1,0,153
4,1,0,1,蜜糖陷阱是说\n用非常甜的点心\n来恶作剧吗？,100401,1,0,154
5,1,0,1,要玩捉迷藏的人\n来握住我的手指！,100401,1,0,155
101,1,0,4,不可以\n让未奏希以外的人\n对你恶作剧！,100401,1,0,156
102,1,0,8,要和未奏希玩吗？\n要被未奏希捉弄吗？,100401,1,0,157
1,1,0,1,我想到一个好主意！\n不、不是恶作剧哦～,100401,2,0,158
2,1,0,1,呜哇！？\n哥哥，\n你要对未奏希恶作剧吗？,100401,2,0,159
3,1,0,1,在哥哥会经过的地方\n放上香蕉皮……,100401,2,0,160
4,1,0,1,在哥哥的额头、脸颊、\n鼻子和耳朵上涂鸦……,100401,2,0,161
101,1,0,4,就把这里当成未奏希探险队\n的基地吧！,100401,2,0,162
102,1,0,8,让我猜猜你是谁？\n哥哥的声音\n我还是能听出来的！\n因为我最喜欢你了嘛♪,100401,2,0,163
1,1,1,1,哥哥，早上好！\n我明明关掉了闹钟，\n真亏你可以\n起得来呢♪,100401,2,0,164
2,1,2,1,等到哥哥午睡了\n我就可以尽情恶作剧了♪,100401,2,0,165
3,1,3,1,在晚上探险\n也很有趣的样子！\n我可以出门吗？,100401,2,0,166
1,1,0,1,恶作剧也是需要\n增添几分妩媚的……\n嗯，完美！,100401,3,0,167
2,1,0,1,坐下去就会发出\n放屁一样的声音\n好有趣啊♪,100401,3,0,168
3,1,0,1,好可爱！\n把它当成未奏希探险队的\n吉祥物吧♪,100401,3,0,169
4,1,0,1,在这里点上吸入就会\n忍不住打喷嚏的香吧……\n哈啾！,100401,3,0,170
5,1,0,1,嘿嘿………恶作剧的证据\n就在这里烧掉吧！,100401,3,0,171
6,1,0,1,探险家\n靠体力决胜负！,100401,3,0,172
7,1,0,1,分一些给大家吧～\n虽然是加了超辣酱汁的！,100401,3,0,173
8,1,0,1,宝藏的地图\n就藏在这种地方啊～,100401,3,0,174
1,1,0,1,感觉会找到宝藏！\n在房间内探个险吧～,100402,1,0,176
2,1,0,1,呜，好想去探险啊！\n我没法老老实实地待在这里不动啊！,100402,1,0,177
3,1,0,1,呜呜！\n假哭的话\n会让对方大意吗,100402,1,0,178
4,1,0,1,蜜糖陷阱的意思是\n用非常甜的点心\n来恶作剧吗？,100402,1,0,179
5,1,0,1,要玩捉迷藏的人\n来握住我的手指！,100402,1,0,180
101,1,0,8,在哥哥的额头、脸颊、\n鼻子和耳朵上涂鸦……,100402,1,0,181
102,1,0,8,有没有什么恶作剧\n会让哥哥开心呢？,100402,1,0,182
1,1,0,1,他会发现未奏希\n布置下的恶作剧吗？,100402,2,0,183
2,1,0,1,要探险吗？\n要冒险吗？\n还是说……想被恶作剧？,100402,2,0,184
3,1,0,1,我的梦想是当探险家！\n虽然并没有什么想寻找的宝物,100402,2,0,185
4,1,0,1,给哥哥布置一项作业！\n挖出10个陷阱！,100402,2,0,186
101,1,0,8,让我猜猜你是谁？\n哥哥的声音\n我还是能听出来的！\n因为我最喜欢你了嘛♪,100402,2,0,187
102,1,0,8,就把这里当成未奏希探险队\n的基地吧！,100402,2,0,188
1,1,1,1,哥哥\n我们去探险吧！\n现在去的话，就算遇到麻烦\n也能在晚上回来！,100402,2,0,189
2,1,2,1,等到哥哥午睡了\n我就可以尽情恶作剧了♪,100402,2,0,190
3,1,3,1,在晚上探险\n也很有趣的样子！\n我可以出门吗？,100402,2,0,191
1,1,0,1,恶作剧也是需要\n增添几分妩媚的……\n嗯，完美！,100402,3,0,192
2,1,0,1,好好休息一下\n想想下一个\n恶作剧吧！,100402,3,0,193
3,1,0,1,好可爱！\n把它当成未奏希探险队的\n吉祥物吧♪,100402,3,0,194
4,1,0,1,在这里点上吸入就会\n忍不住打喷嚏的香……\n哈啾！,100402,3,0,195
5,1,0,1,嘿嘿………恶作剧的证据\n就在这里烧掉吧！,100402,3,0,196
6,1,0,1,探险家\n靠体力决胜负！,100402,3,0,197
7,1,0,1,这点心说不定很适合\n去探险时带着吃！,100402,3,0,198
8,1,0,1,宝藏的地图\n就藏在这种地方啊～,100402,3,0,199
1,1,0,1,所有的音乐我都喜欢\n不过最喜欢的还是爵士乐,100601,1,0,201
2,1,0,1,呼、呼……\n一个人也要……\n多加训练……,100601,1,0,202
3,1,0,1,我希望姐姐\n更有自信一些,100601,1,0,203
4,1,0,1,要不要模仿姐姐\n看看呢？,100601,1,0,204
5,1,0,1,双胞胎\n喜欢的异性\n也会是同样类型吗？,100601,1,0,205
101,1,0,4,哥哥和我是\n最佳搭档哦♪,100601,1,0,206
102,1,0,8,我等不及了……\n哥哥，快点回来！,100601,1,0,207
1,1,0,1,啊唔……我还想换衣服的\n哥哥真是色狼！,100601,2,0,208
2,1,0,1,嘿嘿，哥哥！\n你今天要做什么？,100601,2,0,209
3,1,0,1,不可以摸\n这种地方啊♪,100601,2,0,210
4,1,0,1,哥哥，请你不要\n欺负人啊……,100601,2,0,211
101,1,0,4,哥哥，请多教我一些\n高级的技巧吧！,100601,2,0,212
102,1,0,8,教练\n今天也麻烦你\n监督训练了！,100601,2,0,213
1,1,1,1,早上好\n昨天晚上真愉快呢\n呵呵♪,100601,2,0,214
2,1,2,1,天、天还没黑就要\n做这种事吗……\n两个人单独训练……,100601,2,0,215
3,1,3,1,夜晚才刚开始呢\n哥哥♪,100601,2,0,216
1,1,0,1,我会变成世界第一可爱哦♪,100601,3,0,217
2,1,0,1,好舒服♪\n我站不起来了～,100601,3,0,218
3,1,0,1,好可爱♪\n这会是茜里的劲敌吧,100601,3,0,219
4,1,0,1,呼……好舒服\n我搞不好会\n就这样变成废人……,100601,3,0,220
5,1,0,1,呼……\n茜里感觉要溶化了……,100601,3,0,221
6,1,0,1,呼、呼呼……\n我不行了……\n到极限了！,100601,3,0,222
7,1,0,1,哇，好好吃～\n但是吃太多的话\n不宜于美容呢,100601,3,0,223
8,1,0,1,这份乐谱\n我想用萨克斯\n来演奏看看♪,100601,3,0,224
1,1,0,1,最近这阵子，一个人时\n我总是\n在想哥哥的事……,100602,1,0,226
2,1,0,1,呼、呼……\n我必须更加努力地练习……,100602,1,0,227
3,1,0,1,感觉这个房间\n让人很放松呢……\n是因为有哥哥在吗？,100602,1,0,228
4,1,0,1,大家都好可爱啊～\n想成为世界第一可爱\n很困难呢……,100602,1,0,229
5,1,0,1,双胞胎\n喜欢的异性也会\n是同样类型吗？,100602,1,0,230
101,1,0,8,总有一天，我要变成世界第一可爱\n然后和哥哥……,100602,1,0,231
102,1,0,8,我等不及了……\n哥哥，快点回来！,100602,1,0,232
1,1,0,1,啊唔……我还想换衣服的\n哥哥真是色狼！,100602,2,0,233
2,1,0,1,两个人的秘密特训\n下次会在何时呢？\n我都等不及了……,100602,2,0,234
3,1,0,1,诶？要在这里？\n在大家面前锻炼肌肉\n太难为情了啊……,100602,2,0,235
4,1,0,1,哥哥，请你不要\n欺负人啊……,100602,2,0,236
101,1,0,8,和哥哥在一起\n我、我会忍不住\n心跳加速……,100602,2,0,237
102,1,0,8,教练\n今天也麻烦你\n监督训练了！,100602,2,0,238
1,1,1,1,早上好\n昨天晚上真愉快呢\n呵呵♪,100602,2,0,239
2,1,2,1,好想让哥哥尝尝\n我亲手做的午饭啊,100602,2,0,240
3,1,3,1,要去泡澡了哦\n然后……\n要两个人开开心心地\n玩个够,100602,2,0,241
1,1,0,1,要不要模仿姐姐看看呢？,100602,3,0,242
2,1,0,1,好舒服♪\n我站不起来了～,100602,3,0,243
3,1,0,1,好可爱♪\n这会是茜里的劲敌吧,100602,3,0,244
4,1,0,1,呼……好舒服\n我搞不好会\n就这样变成废人……,100602,3,0,245
5,1,0,1,好暖和……\n就好像\n有哥哥在身边一样,100602,3,0,246
6,1,0,1,流一点汗\n会很舒服呢,100602,3,0,247
7,1,0,1,为了跟得上\n哥哥的特训\n我可要多吃一点♪,100602,3,0,248
8,1,0,1,这份乐谱\n我想用萨克斯演奏看看♪,100602,3,0,249
1,1,0,1,布丁、布丁、\n布丁、布丁、\n布丁、布丁♪,100701,1,0,251
2,1,0,1,我～好～恨～呀♪,100701,1,0,252
3,1,0,1,没有布丁的话\n还不如死了算了\n啊，我已经死了呢～,100701,1,0,253
4,1,0,1,幽灵的真身、\n是宫子哦~,100701,1,0,254
5,1,0,1,要是宫子突然消失\n大家搞不好会被吓到♪,100701,1,0,255
101,1,0,4,有那家伙在\n还有布丁。\n这里肯定是天堂吧,100701,1,0,256
102,1,0,8,那家伙不是公主骑士\n而是布丁骑士哦～,100701,1,0,257
1,1,0,1,我会隐藏气息\n并监视着你哦～\n唔呼呼♪,100701,2,0,258
2,1,0,1,如果升天后\n去的地方没有布丁\n那就是地狱了……,100701,2,0,259
3,1,0,1,右边是布丁，左边是布丁\n后面也是布丁♪\n前面是你哦！,100701,2,0,260
4,1,0,1,要给逝者送上供品～\n也要为宫子\n每天供奉布丁哦～,100701,2,0,261
101,1,0,4,和你玩得这么开心，\n我开心得\n都快要升天了！,100701,2,0,262
102,1,0,8,我很喜欢你\n所以我会一直\n附在你身上哦～,100701,2,0,263
1,1,1,1,呜～好困……\n要睡第二次回笼觉了……,100701,2,0,264
2,1,2,1,午饭吃布丁\n三点的点心也吃布丁～,100701,2,0,265
3,1,3,1,晚饭是豪华的\n布丁大餐♪,100701,2,0,266
1,1,0,1,因为会穿过身体\n所以用不好呢～,100701,3,0,267
2,1,0,1,心情好放松～\n接下来只要\n有布丁就完美了～,100701,3,0,268
3,1,0,1,唔……虽然你很可爱\n但是布丁\n不能分给你哦～,100701,3,0,269
4,1,0,1,哈～心情不错……\n感觉要升天了……,100701,3,0,270
5,1,0,1,莫、莫非\n宫子要在这里\n被火葬吗？,100701,3,0,271
6,1,0,1,幽灵不需要体力\n也不需要力气！,100701,3,0,272
7,1,0,1,咀嚼咀嚼……\n宫子虽然是幽灵\n但也会肚子饿呢～,100701,3,0,273
8,1,0,1,如果有布丁的写真集\n就好了～,100701,3,0,274
1,1,0,1,好恨呀……\n不过与其怨恨\n还是吃布丁吧～,100702,1,0,276
2,1,0,1,布丁♪布丁♪\n布丁♪,100702,1,0,277
3,1,0,1,如果全世界的蛋糕店\n能展开竞争\n比试布丁的美味度就好了！\n宫子来当裁判～,100702,1,0,278
4,1,0,1,买回来的布丁\n要全部写上\n宫子的名字～,100702,1,0,279
5,1,0,1,没有布丁的话\n还不如死了算了\n啊，我已经死了呢～,100702,1,0,280
101,1,0,8,有那家伙在\n还有布丁。\n这里肯定是天堂吧,100702,1,0,281
102,1,0,8,那家伙不是公主骑士\n而是布丁骑士哦～,100702,1,0,282
1,1,0,1,右边是布丁，左边是布丁\n后面也是布丁♪\n前面是你哦！,100702,2,0,283
2,1,0,1,如果升天后\n去的地方没有布丁\n那就是地狱了……,100702,2,0,284
3,1,0,1,今天你要和我\n一起去买布丁\n这是强制要求哦~,100702,2,0,285
4,1,0,1,要给逝者送上供品～\n也要给宫子每天\n供奉布丁哦～,100702,2,0,286
101,1,0,8,和你玩得这么开心，\n我开心得\n都快要升天了！,100702,2,0,287
