gacha_type,gacha10_special_odds_star1,ticket_id,unknown_2,rarity_odds,description_2,movie_id,exchange_id,gacha10_special_odds_star3,parallel_id,gacha_odds_star2,gacha10_special_odds_star2,pickup_badge,price,chara_odds_star3,chara_odds_star1,free_gacha_type,ticket_id_10,special_id,gacha_name,gacha_times_limit10,unknown_4,gacha_odds,description,unknown_1,unknown_3,chara_odds_star2,free_gacha_interval_time,free_gacha_count,pick_up_chara_text,gacha_bonus_id,description_sp,gacha_id,prizegacha_id,end_time,gacha_cost_type,gacha_detail,discount_price,start_time,pickup_id
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10023,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10023,0,2021/01/22 10:59:59,3,1,0,2021/01/18 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10024,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10024,0,2021/02/01 10:59:59,3,1,0,2021/01/22 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10025,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10025,0,2021/02/14 10:59:59,3,1,0,2021/02/01 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10026,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10026,0,2021/03/01 10:59:59,3,1,0,2021/02/14 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10027,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10027,0,2021/03/15 10:59:59,3,1,0,2021/03/01 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10028,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10028,0,2021/03/30 10:59:59,3,1,0,2021/03/15 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10029,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10029,0,2021/04/12 10:59:59,3,1,0,2021/03/30 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10030,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10030,0,2021/04/17 08:59:59,3,1,0,2021/04/12 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10031,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10031,0,2021/05/28 08:59:59,3,1,0,2021/05/15 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10032,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10032,0,2021/06/14 10:59:59,3,1,0,2021/06/01 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10033,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10033,0,2021/06/21 10:59:59,3,1,0,2021/06/14 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10034,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10034,0,2021/06/26 10:59:59,3,1,0,2021/06/21 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10035,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10035,0,2021/06/01 10:59:59,3,1,0,2021/05/28 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10036,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10036,0,2021/07/12 10:59:59,3,1,0,2021/06/28 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10037,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10037,0,2021/05/01 10:59:59,3,1,0,2021/04/17 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10038,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10038,0,2021/06/28 08:59:59,3,1,0,2021/06/26 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10039,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10039,0,2021/05/15 08:59:59,3,1,0,2021/05/01 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10040,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10040,0,2021/07/23 10:59:59,3,1,0,2021/07/12 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10041,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10041,0,2021/07/27 08:59:59,3,1,0,2021/07/23 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10042,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10042,0,2021/08/09 10:59:59,3,1,0,2021/07/27 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10043,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10043,0,2021/08/19 10:59:59,3,1,0,2021/08/09 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10044,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10044,0,2021/08/23 10:59:59,3,1,0,2021/08/19 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10045,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10045,0,2021/09/03 10:59:59,3,1,0,2021/08/23 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10046,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10046,0,2021/09/06 08:59:59,3,1,0,2021/09/03 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10047,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10047,0,2021/09/09 17:59:59,3,1,0,2021/09/06 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10048,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10048,0,2021/09/17 10:59:59,3,1,0,2021/09/09 18:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10049,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10049,0,2021/09/21 10:59:59,3,1,0,2021/09/17 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10050,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10050,0,2021/10/04 10:59:59,3,1,0,2021/09/21 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10052,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10052,0,2021/10/14 08:59:59,3,1,0,2021/10/04 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10053,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10053,0,2021/10/19 10:59:59,3,1,0,2021/10/14 09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10054,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10054,0,2021/11/01 10:59:59,3,1,0,2021/10/19 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10055,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10055,0,2021/11/11 10:59:59,3,1,0,2021/11/01 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10056,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10056,0,2021/11/16 10:59:59,3,1,0,2021/11/11 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10057,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10057,0,2021/11/30 10:59:59,3,1,0,2021/11/16 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10058,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10058,0,2021/12/11 10:59:59,3,1,0,2021/11/30 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10059,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10059,0,2021/12/20 10:59:59,3,1,0,2021/12/11 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10060,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10060,0,2021/12/31 10:59:59,3,1,0,2021/12/20  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10061,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10061,0,2022/1/3 15:59:59,3,1,0,2021/12/31  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10062,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10062,0,2022/1/9 10:59:59,3,1,0,2022/1/3  16:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10063,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10063,0,2022/1/14 10:59:59,3,1,0,2022/1/9  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10064,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10064,0,2022/1/28 8:59:59,3,1,0,2022/1/14  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10065,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10065,0,2022/2/24 10:59:59,3,1,0,2022/2/14  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10066,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10066,0,2022/2/14 10:59:59,3,1,0,2022/2/7  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10067,获取道具或者记忆碎片！,0,0,0,0,10,,0,,10067,0,2022/2/7 10:59:59,3,1,0,2022/1/28  9:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10068,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10068,0,2022/2/28 8:59:59,3,1,0,2022/2/24  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10069,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10069,0,2022/3/13 10:59:59,3,1,0,2022/2/28  09:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10070,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10070,0,2022/3/26 10:59:59,3,1,0,2022/3/13  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10071,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10071,0,2022/3/31 10:59:59,3,1,0,2022/3/26  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10072,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10072,0,2022/4/10 10:59:59,3,1,0,2022/3/31  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10073,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10073,0,2022/4/25 10:59:59,3,1,0,2022/4/20  18:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10074,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10074,0,2022/4/17 10:59:59,3,1,0,2022/4/10  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10075,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10075,0,2022/4/30 10:59:59,3,1,0,2022/4/25  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10076,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10076,0,2022/5/10 10:59:59,3,1,0,2022/4/30  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10077,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10077,0,2022/5/15 10:59:59,3,1,0,2022/5/10  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10078,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10078,0,2022/5/31 10:59:59,3,1,0,2022/5/15  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10079,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10079,0,2022/4/20 17:59:59,3,1,0,2022/4/17  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10080,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10080,0,2022/6/7 8:59:59,3,1,0,2022/5/31  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10081,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10081,0,2022/6/14 10:59:59,3,1,0,2022/6/7  9:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10082,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10082,0,2022/6/21 10:59:59,3,1,0,2022/6/14  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10083,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10083,0,2022/6/26 10:59:59,3,1,0,2022/6/21  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10084,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10084,0,2022/6/29 10:59:59,3,1,0,2022/6/26  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10085,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10085,0,2022/7/8 10:59:59,3,1,0,2022/6/29  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10086,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10086,0,2022/7/13 10:59:59,3,1,0,2022/7/8  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10087,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10087,0,2022/7/21 10:59:59,3,1,0,2022/7/13  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10088,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10088,0,2022/7/27 10:59:59,3,1,0,2022/7/21  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10089,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10089,0,2022/7/31  10:59:59,3,1,0,2022/7/27  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10090,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10090,0,2022/8/10  10:59:59,3,1,0,2022/7/31  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10091,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10091,0,2022/8/15  10:59:59,3,1,0,2022/8/10  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10092,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10092,0,2022/8/26  10:59:59,3,1,0,2022/8/15  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10093,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10093,0,2022/8/31  10:59:59,3,1,0,2022/8/26  11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10094,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10094,0,2022/09/03 17:59:59,3,1,0,2022/08/31 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10095,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10095,0,2022/09/14 10:59:59,3,1,0,2022/09/03 18:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10096,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10096,0,2022/09/19 10:59:59,3,1,0,2022/09/14 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10097,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10097,0,2022/09/30 10:59:59,3,1,0,2022/09/19 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10098,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10098,0,2022/10/10 10:59:59,3,1,0,2022/09/30 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10099,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10099,0,2022/10/14 10:59:59,3,1,0,2022/10/10 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10100,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10100,0,2022/10/26 10:59:59,3,1,0,2022/10/14 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10101,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10101,0,2022/10/31 10:59:59,3,1,0,2022/10/26 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10102,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10102,0,2022/11/10 10:59:59,3,1,0,2022/10/31 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10103,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10103,0,2022/11/21 10:59:59,3,1,0,2022/11/10 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10104,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10104,0,2022/11/30 10:59:59,3,1,0,2022/11/21 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10105,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10105,0,2022/12/10 10:59:59,3,1,0,2022/11/30 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10106,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10106,0,2022/12/21 10:59:59,3,1,0,2022/12/10 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10107,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10107,0,2022/12/31 10:59:59,3,1,0,2022/12/21 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10108,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10108,0,2023/01/03 17:59:59,3,1,0,2022/12/31 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10109,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10109,0,2023/01/12 10:59:59,3,1,0,2023/01/03 18:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10110,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10110,0,2023/01/17 10:59:59,3,1,0,2023/01/12 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10111,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10111,0,2023/01/31 10:59:59,3,1,0,2023/01/26 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10112,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10112,0,2023/01/26 10:59:59,3,1,0,2023/01/17 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10113,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10113,0,2023/02/10 10:59:59,3,1,0,2023/01/31 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10114,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10114,0,2023/02/15 10:59:59,3,1,0,2023/02/10 11:00:00,0
0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,1,0,0,普通扭蛋,0,,10115,获取道具或记忆碎片吧！,0,0,0,0,10,,0,,10115,0,2023/02/23 10:59:59,3,1,0,2023/02/15 11:00:00,0
