close_time,series_event_id,end_time,backgroud_pos_y,event_id,backgroud_size_y,backgroud_size_x,count_start_time,teaser_dialog_type,original_event_id,que_id,backgroud_pos_x,banner_unit_id,sheet_id,teaser_time,background,start_time
2022/12/26 14:59:59,0,2022/12/23 23:59:59,50,10055,1060,1768,2022/12/20 19:00:00,0,10029,bgm_M281,60,111601,bgm_M281,2022/12/12 15:00:00,500880,2022/12/16 12:00:00
2023/01/19 14:59:59,0,2023/01/14 23:59:59,50,10056,1060,1768,2023/01/11 19:00:00,0,0,bgm_M435,60,111801,bgm_M435,2022/12/26 15:00:00,501160,2022/12/31 11:00:00
2023/1/25 14:59:59,0,2023/1/22 23:59:59,50,10057,1060,1768,2023/01/19 19:00:00,0,10031,bgm_M294,60,112101,bgm_M294,2023/1/10 15:00:00,500911,2023/1/15 12:00:00
2023/2/25 14:59:59,0,2023/2/20 23:59:59,50,10058,1060,1768,2023/2/17 19:00:00,0,0,bgm_M442A,60,115601,bgm_M442A,2023/1/25 15:00:00,500143,2023/1/31 11:00:00
2023/2/25 14:59:59,10058,2023/2/20 23:59:59,50,10059,1060,1768,2023/2/17 19:00:00,0,0,bgm_M442B,60,115601,bgm_M442B,2023/1/25 15:00:00,501203,2023/2/10 12:00:00
2023/2/26 14:59:59,0,2023/2/23 23:59:59,50,10060,1060,1768,2023/2/20 19:00:00,1,10033,bgm_M316,60,112301,bgm_M316,2023/2/13 15:00:00,500016,2023/2/16 12:00:00
2023/3/19 14:59:59,0,2023/3/14 23:59:59,50,10061,1060,1768,2023/3/11 19:00:00,0,0,bgm_M451,60,115801,bgm_M451,2023/2/24 15:00:00,500133,2023/2/28 11:00:00
2023/3/27 14:59:59,0,2023/3/24 23:59:59,50,10062,1060,1768,2023/3/21 19:00:00,0,10035,bgm_M330,60,112401,bgm_M330,2023/3/03 15:00:00,500175,2023/3/8 12:00:00
2023/3/27 14:59:59,10062,2023/3/24 23:59:59,50,10063,1060,1768,2023/3/21 19:00:00,0,10036,bgm_M341,60,112401,bgm_M341,2023/3/03 15:00:00,500921,2023/3/16 11:00:00
2023/4/19 14:59:59,0,2023/4/14 23:59:59,50,10064,1060,1768,2023/4/11 19:00:00,0,0,bgm_M457,34,116201,bgm_M457,2023/3/27 15:00:00,501260,2023/3/31 11:00:00
2023/4/26 14:59:59,0,2023/4/23 23:59:59,50,10065,1060,1768,2023/4/20 19:00:00,0,10038,bgm_M343,60,111001,bgm_M343,2023/4/13 15:00:00,500751,2023/4/16 12:00:00
2023/5/17 14:59:59,0,2023/5/12 23:59:59,50,10066,1060,1768,2023/5/09 19:00:00,0,0,bgm_M467,60,116501,bgm_M467,2023/4/25 15:00:00,500016,2023/4/28 11:00:00
2023/5/26 14:59:59,0,2023/5/23 23:59:59,50,10067,1060,1768,2023/5/20 19:00:00,0,10040,bgm_M351,60,103301,bgm_M351,2023/5/10 15:00:00,500990,2023/5/16 12:00:00
2023/6/19 14:59:59,0,2023/6/14 23:59:59,50,10068,1060,1768,2023/6/11 19:00:00,0,0,bgm_M478_Lofi,60,116701,bgm_M478,2023/5/25 15:00:00,500016,2023/5/31 11:00:00
2023/6/28 14:59:59,0,2023/6/25 23:59:59,50,10069,1060,1768,2023/6/22 19:00:00,0,10042,bgm_M375,60,113001,bgm_M375,2023/6/12 15:00:00,500016,2023/6/18 12:00:00
2023/7/19 14:59:59,0,2023/7/14 23:59:59,50,10070,1060,1768,2023/7/10 19:00:00,0,0,bgm_M486,60,117101,bgm_M486,2023/6/26 15:00:00,500016,2023/6/30 11:00:00
2023/7/28 14:59:59,0,2023/7/25 23:59:59,50,10071,1060,1768,2023/7/22 19:00:00,0,10044,bgm_M380A,60,113201,bgm_M380A,2023/7/11 15:00:00,500016,2023/7/18 12:00:00
2023/8/19 14:59:59,0,2023/8/14 23:59:59,50,10072,1060,1768,2023/8/11 19:00:00,0,0,bgm_M496,60,117401,bgm_M496,2023/7/26 15:00:00,501031,2023/7/31 11:00:00
2023/8/28 14:59:59,0,2023/8/25 23:59:59,50,10073,1060,1768,2023/8/22 19:00:00,0,10046,bgm_M393,60,113501,bgm_M393,2023/8/11 15:00:00,501091,2023/8/18 12:00:00
2023/9/19 14:59:59,0,2023/9/14 23:59:59,50,10074,1060,1768,2023/9/10 19:00:00,0,0,bgm_M508,60,117501,bgm_M508,2023/8/26 15:00:00,500016,2023/8/31 11:00:00
2023/9/27 14:59:59,0,2023/9/24 23:59:59,50,10075,1060,1768,2023/9/21 19:00:00,0,10048,bgm_M403,60,113801,bgm_M403,2023/9/13 15:00:00,500016,2023/9/17 12:00:00
2023/10/19 14:59:59,0,2023/10/14 23:59:59,50,10076,1060,1768,2023/10/10 19:00:00,0,0,bgm_M520,60,117801,bgm_M520,2023/9/25 15:00:00,505033,2023/9/30 11:00:00
2023/10/28 14:59:59,0,2023/10/25 23:59:59,50,10077,1060,1768,2023/10/22 19:00:00,0,10050,bgm_M413,60,114101,bgm_M413,2023/10/11 15:00:00,501133,2023/10/18 12:00:00
2023/11/19 14:59:59,0,2023/11/14 23:59:59,50,10078,1060,1768,2023/11/10 19:00:00,0,0,bgm_M527,60,119001,bgm_M527,2023/10/26 15:00:00,500016,2023/10/31 11:00:00
2023/11/28 14:59:59,0,2023/11/25 23:59:59,50,10079,1060,1768,2023/11/22 19:00:00,1,10052,bgm_M421,60,114201,bgm_M421,2023/11/10 15:00:00,500016,2023/11/18 12:00:00
2023/12/19 14:59:59,0,2023/12/14 23:59:59,50,10080,1060,1768,2023/12/10 19:00:00,0,0,bgm_M536,60,119201,bgm_M536,2023/11/26 15:00:00,500881,2023/11/30 11:00:00
2023/12/27 14:59:59,0,2023/12/24 23:59:59,50,10081,1060,1768,2023/12/21 19:00:00,0,10054,bgm_M426,60,114401,bgm_M426,2023/12/11 15:00:00,501171,2023/12/17 12:00:00
2024/01/17 14:59:59,0,2024/01/12 23:59:59,50,10082,1060,1768,2024/1/9 19:00:00,0,0,bgm_M543,60,120801,bgm_M543,2023/12/25 15:00:00,501483,2023/12/29 11:00:00
2024/01/28 14:59:59,0,2024/01/25 23:59:59,50,10083,1060,1768,2024/1/22 19:00:00,0,10056,bgm_M435,60,111801,bgm_M435,2024/01/11 15:00:00,501160,2024/01/18 12:00:00
2024/02/25 14:59:59,0,2024/02/20 23:59:59,50,10084,1060,1768,2024/02/16 19:00:00,0,0,bgm_M552,60,106001,bgm_M552,2024/01/26 15:00:00,510306,2024/01/31 11:00:00
2024/02/25 14:59:59,10084,2024/02/20 23:59:59,50,10085,1060,1768,2024/02/16 19:00:00,0,0,bgm_M553,60,121201,bgm_M553,2024/01/26 15:00:00,510225,2024/02/7 12:00:00
2024/02/27 14:59:59,0,2024/02/22 23:59:59,50,10086,1060,1768,2024/02/19 19:00:00,0,10058,bgm_M442A,60,115601,bgm_M442A,2024/02/05 15:00:00,500143,2024/02/10 12:00:00
2024/02/27 14:59:59,10086,2024/02/22 23:59:59,50,10087,1060,1768,2024/02/19 19:00:00,0,10059,bgm_M442B,60,115601,bgm_M442B,2024/02/05 15:00:00,501203,2024/02/16 12:00:00
2024/03/19 14:59:59,0,2024/03/14 23:59:59,50,10088,1060,1768,2024/03/10 19:00:00,0,0,bgm_M565,60,121401,bgm_M565,2024/02/26 15:00:00,500118,2024/02/29 11:00:00
2024/03/26 14:59:59,0,2024/03/23 23:59:59,50,10089,1060,1768,2024/03/20 19:00:00,0,10061,bgm_M451,60,115801,bgm_M451,2024/03/11 15:00:00,500133,2024/03/16 12:00:00
2024/04/17 14:59:59,0,2024/04/12 23:59:59,50,10090,1060,1768,2024/04/09 19:00:00,1,0,bgm_M574,60,121601,bgm_M574,2024/03/24 15:00:00,500016,2024/03/29 11:00:00
2024/04/28 14:59:59,0,2024/04/25 23:59:59,50,10091,1060,1768,2024/04/22 19:00:00,0,10064,bgm_M457,34,116201,bgm_M457,2024/04/11 15:00:00,501260,2024/04/18 12:00:00
2024/05/19 14:59:59,0,2024/05/14 23:59:59,50,10092,1060,1768,2024/05/10 19:00:00,0,0,bgm_M582,60,122001,bgm_M582,2024/04/26 15:00:00,500016,2024/04/30 11:00:00
2024/05/26 14:59:59,0,2024/05/23 23:59:59,50,10093,1060,1768,2024/05/20 19:00:00,0,10066,bgm_M467,60,116501,bgm_M467,2024/05/09 15:00:00,500016,2024/05/16 12:00:00
2024/06/19 14:59:59,0,2024/06/14 23:59:59,50,10094,1060,1768,2024/06/10 19:00:00,0,0,bgm_M595,60,122101,bgm_M595,2024/05/24 15:00:00,500016,2024/05/31 11:00:00
2024/06/26 14:59:59,0,2024/06/23 23:59:59,50,10095,1060,1768,2024/06/20 19:00:00,0,10068,bgm_M478_Lofi,60,116701,bgm_M478,2024/06/11 15:00:00,500016,2024/06/16 12:00:00
2024/07/19 14:59:59,0,2024/07/14 23:59:59,50,10096,1060,1768,2024/07/10 19:00:00,0,0,bgm_M601,60,122401,bgm_M601,2024/06/24 15:00:00,500016,2024/06/28 11:00:00
2024/07/28 14:59:59,0,2024/07/25 23:59:59,50,10097,1060,1768,2024/07/22 19:00:00,0,10070,bgm_M486,60,117101,bgm_M486,2024/07/11 15:00:00,500016,2024/07/18 12:00:00
2024/08/19 14:59:59,0,2024/08/14 23:59:59,50,10098,1060,1768,2024/08/10 19:00:00,0,0,bgm_M608,60,122801,bgm_M608,2024/07/26 15:00:00,500010,2024/07/31 11:00:00
2024/08/28 14:59:59,0,2024/08/25 23:59:59,50,10099,1060,1768,2024/08/22 19:00:00,0,10072,bgm_M496,60,117401,bgm_M496,2024/08/12 15:00:00,501031,2024/08/18 12:00:00
2024/09/19 14:59:59,0,2024/09/14 23:59:59,50,10100,1060,1768,2024/09/10 19:00:00,0,0,bgm_M618,60,123101,bgm_M618,2024/08/26 15:00:00,500016,2024/08/30 11:00:00
2024/09/27 14:59:59,0,2024/09/24 23:59:59,50,10101,1060,1768,2024/09/21 19:00:00,0,10074,bgm_M508,60,117501,bgm_M508,2024/09/10 15:00:00,500016,2024/09/17 12:00:00
2024/10/19 14:59:59,0,2024/10/14 23:59:59,50,10102,1060,1768,2024/10/10 19:00:00,0,0,bgm_M623,60,123501,bgm_M623,2024/09/25 15:00:00,500096,2024/09/30 11:00:00
2024/10/27 14:59:59,0,2024/10/24 23:59:59,50,10103,1060,1768,2024/10/21 19:00:00,0,10076,bgm_M520,60,117801,bgm_M520,2024/10/10 15:00:00,505033,2024/10/17 12:00:00
2024/11/19 14:59:59,0,2024/11/14 23:59:59,50,10104,1060,1768,2024/11/10 19:00:00,0,0,bgm_M630,60,123901,bgm_M630,2024/10/25 15:00:00,500096,2024/10/31 11:00:00
2024/11/27 14:59:59,0,2024/11/24 23:59:59,50,10105,1060,1768,2024/11/21 19:00:00,0,10078,bgm_M527,60,119001,bgm_M527,2024/11/08 15:00:00,500016,2024/11/17 12:00:00
2024/12/19 14:59:59,0,2024/12/14 23:59:59,50,10106,1060,1768,2024/12/10 19:00:00,0,0,bgm_M638,60,124001,bgm_M638,2024/11/25 15:00:00,501463,2024/11/29 11:00:00
2024/12/26 14:59:59,0,2024/12/23 23:59:59,50,10107,1060,1768,2024/12/20 19:00:00,0,10080,bgm_M536,60,119201,bgm_M536,2024/12/09 15:00:00,500881,2024/12/16 12:00:00
2025/01/19 14:59:59,0,2025/01/14 23:59:59,50,10108,1060,1768,2025/01/10 19:00:00,0,0,bgm_M647,60,124701,bgm_M647,2024/12/24 15:00:00,501884,2024/12/31 11:00:00
2025/01/26 14:59:59,0,2025/01/23 23:59:59,50,10109,1060,1768,2025/01/20 19:00:00,0,10082,bgm_M543,60,120801,bgm_M543,2025/01/09 15:00:00,501483,2025/01/16 12:00:00
2025/02/24 14:59:59,0,2025/02/18 23:59:59,50,10110,1060,1768,2025/02/14 19:00:00,0,0,bgm_M659,60,125901,bgm_M659,2025/01/24 15:00:00,500013,2025/01/27 11:00:00
2025/02/24 14:59:59,10110,2025/02/18 23:59:59,50,10111,1060,1768,2025/02/14 19:00:00,0,0,bgm_M660,60,125901,bgm_M660,2025/01/24 15:00:00,501931,2025/02/03 12:00:00
2025/02/23 14:59:59,0,2025/02/18 23:59:59,50,10112,1060,1768,2025/02/14 19:00:00,0,10084,bgm_M552,60,106001,bgm_M552,2025/01/29 15:00:00,510306,2025/02/05 12:00:00
2025/02/23 14:59:59,10112,2025/02/18 23:59:59,50,10113,1060,1768,2025/02/14 19:00:00,0,10085,bgm_M553,60,121201,bgm_M553,2025/01/29 15:00:00,510225,2025/02/10 12:00:00
2025/03/17 14:59:59,0,2025/03/12 23:59:59,50,10114,1060,1768,2025/03/08 19:00:00,0,0,bgm_M668,60,125201,bgm_M668,2025/02/21 15:00:00,501463,2025/02/26 11:00:00
2025/03/26 14:59:59,0,2025/03/23 23:59:59,50,10115,1060,1768,2025/03/20 19:00:00,0,10088,bgm_M565,60,121401,bgm_M565,2025/03/12 15:00:00,500118,2025/03/16 12:00:00
2025/04/19 14:59:59,0,2025/04/14 23:59:59,50,10116,1060,1768,2025/04/10 19:00:00,0,0,bgm_MC017,60,125401,bgm_MC017,2025/03/27 15:00:00,501683,2025/03/31 09:00:00
2025/04/10 14:59:59,0,2025/04/07 23:59:59,50,10117,1060,1768,2025/04/04 19:00:00,1,10090,bgm_M574,60,121601,bgm_M574,2025/03/27 15:00:00,500016,2025/03/31 09:00:00
2025/05/04 14:59:59,0,2025/04/29 23:59:59,50,10118,1060,1768,2025/04/26 19:00:00,0,0,bgm_MC026,60,127401,bgm_MC026,2025/04/11 15:00:00,500013,2025/04/15 11:00:00
2025/04/25 14:59:59,0,2025/04/22 23:59:59,50,10119,1060,1768,2025/04/19 19:00:00,0,10092,bgm_M582,60,122001,bgm_M582,2025/04/11 15:00:00,500016,2025/04/15 11:00:00
2025/05/19 14:59:59,0,2025/05/14 23:59:59,50,10120,1060,1768,2025/05/11 19:00:00,0,0,bgm_MC036,60,126201,bgm_MC036,2025/04/26 15:00:00,501983,2025/04/30 11:00:00
2025/05/10 14:59:59,0,2025/05/07 23:59:59,50,10121,1060,1768,2025/05/04 19:00:00,0,10094,bgm_M595,60,122101,bgm_M595,2025/04/26 15:00:00,500016,2025/04/30 11:00:00
2025/06/03 14:59:59,0,2025/05/29 23:59:59,50,10122,1060,1768,2025/05/26 19:00:00,0,0,bgm_MC046,60,126701,bgm_MC046,2025/05/11 15:00:00,500016,2025/05/15 11:00:00
2025/05/25 14:59:59,0,2025/05/22 23:59:59,50,10123,1060,1768,2025/05/19 19:00:00,0,10096,bgm_M601,60,122401,bgm_M601,2025/05/11 15:00:00,500016,2025/05/15 11:00:00
2025/06/18 14:59:59,0,2025/06/13 23:59:59,50,10124,1060,1768,2025/06/10 19:00:00,0,0,bgm_MC056,60,127001,bgm_MC056,2025/05/26 15:00:00,501613,2025/05/30 11:00:00
2025/06/25 14:59:59,0,2025/06/22 23:59:59,50,10125,1060,1768,2025/06/19 19:00:00,0,10098,bgm_M608,60,122801,bgm_M608,2025/06/10 15:00:00,500010,2025/06/15 12:00:00
2025/07/19 14:59:59,0,2025/07/14 23:59:59,50,10126,1060,1768,2025/07/11 19:00:00,0,0,bgm_MC063,60,127201,bgm_MC063,2025/06/26 15:00:00,502032,2025/06/30 11:00:00
2025/07/10 14:59:59,0,2025/07/07 23:59:59,50,10127,1060,1768,2025/07/04 19:00:00,0,10100,bgm_M618,60,123101,bgm_M618,2025/06/26 15:00:00,500016,2025/06/30 11:00:00
2025/08/03 14:59:59,0,2025/07/29 23:59:59,50,10128,1060,1768,2025/07/26 19:00:00,0,0,bgm_MC075,60,127501,bgm_MC075,2025/07/12 15:00:00,500016,2025/07/15 11:00:00
2025/07/25 14:59:59,0,2025/07/22 23:59:59,50,10129,1060,1768,2025/07/19 19:00:00,0,10102,bgm_M623,60,123501,bgm_M623,2025/07/12 15:00:00,500096,2025/07/15 11:00:00
2025/08/18 14:59:59,0,2025/08/13 23:59:59,50,10130,1060,1768,2025/08/10 19:00:00,0,0,bgm_MC082,60,128601,bgm_MC082,2025/07/27 15:00:00,500118,2025/07/30 11:00:00
2025/08/09 14:59:59,0,2025/08/06 23:59:59,50,10131,1060,1768,2025/08/03 19:00:00,0,10104,bgm_M630,60,123901,bgm_M630,2025/07/27 15:00:00,500096,2025/07/30 11:00:00
