action_4,skill_cast_time,description,depend_action_1,name,action_6,action_1,depend_action_7,icon_type,depend_action_9,depend_action_6,action_8,skill_area_width,depend_action_4,depend_action_3,action_5,depend_action_10,depend_action_5,depend_action_8,action_2,action_7,boss_ub_cool_time,skill_type,action_9,depend_action_2,skill_id,action_3,action_10
0,1.6,中幅回复我方技能值最高的一名角色的技能值，小幅提升其物理攻击力。,0,可爱的我为你加油哦♪,0,100820301,0,2006,0,0,0,0,0,0,0,0,0,0,100820302,0,0.0,1,0,100820301,1008203,0,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,可爱的我会努力哦,0,100850101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1008501,0,0
0,0.0,战斗开始时，中幅提升自身魔法攻击力，并小幅提升自身物理防御力。,0,可爱的我会努力哦+,0,100851101,0,3003,0,0,0,0,0,0,0,0,0,0,100851102,0,0.0,0,0,0,1008511,0,0
0,0.0,对敌方全体造成魔法伤害（中），使用后杏奈的物理与魔法防御力会特大幅降低。,0,罗刹涅槃·极光终天冥坏破,0,100900101,0,1002,0,0,0,0,0,0,0,0,0,0,100900102,0,0.0,1,0,0,1009001,100900103,0
0,1.58,对前方一名敌人造成魔法伤害（中）。,0,罗刹涅槃·无式,0,100900201,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1009002,0,0
100900304,1.25,【自爆】当杏奈的生命值低于最大生命值的10%时发动，对周边所有敌人造成魔法伤害（大），但自身会陷入无法战斗状态。,0,冥空天升,0,100900301,0,2017,0,0,0,2160,0,0,0,0,0,0,100900302,0,0.0,1,0,0,1009003,100900303,0
100901104,0.0,短时间内特大幅度提升自身的魔法攻击力，对敌方全体造成魔法伤害（特大），使用后将特大幅度降低杏奈的物理防御力和魔法防御力。,0,罗刹涅槃·《霸极》万象无尽冥坏破,0,100901101,0,1002,0,0,0,0,0,0,0,0,0,0,100901102,0,0.0,1,0,0,1009011,100901103,0
0,1.58,对前方一名敌人造成魔法伤害（中），并小幅降低其魔法防御力。,0,罗刹涅槃·无式+,0,100901201,0,2002,0,0,0,0,0,0,0,0,0,0,100901202,0,0.0,1,0,100901201,1009012,0,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,霸叉冥灭狱炎咒,0,100950101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1009501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,霸叉冥灭狱炎咒+,0,100951101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1009511,0,0
0,0.0,大幅提升我方全体的魔法攻击力，中幅提升物理防御力，并小幅回复固定量的技能值。,0,童话庭院,0,101000101,0,1003,0,0,0,0,0,0,0,0,0,0,101000102,0,0.0,1,0,0,1010001,101000103,0
0,1.53,中幅回复我方生命值比例最低的一名角色的生命值。,0,真步真步治愈术,0,101000201,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1010002,0,0
0,2.13,使前方第二位的敌人陷入黑暗状态。,0,真步真步致盲术,0,101000301,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1010003,0,0
101001104,0.0,特大幅度提升我方全体的魔法攻击力，大幅提升魔法暴击，小幅提升魔法攻击暴击时造成的伤害，大幅提升物理防御力，并中幅回复固定量的技能值，赋予持续回复技能值的状态。,0,童话王国,101001106,101001101,0,1003,0,0,0,0,0,0,101001105,0,0,0,101001102,0,0.0,1,0,0,1010011,101001103,0
0,1.53,大幅回复我方生命值比例最低的一名角色的生命值，并中幅提升其物理防御力，赋予持续回复生命值状态。,0,真步真步治愈术+,0,101001201,0,2005,0,0,0,0,0,0,0,0,0,0,101001202,0,0.0,1,0,101001201,1010012,101001203,0
0,0.0,战斗开始时，中幅提升自身的物理防御力。,0,童话充能,0,101050101,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1010501,0,0
0,0.0,战斗开始时，中幅提升自身物理防御力，并小幅提升自身魔法攻击力。,0,童话充能+,0,101051101,0,3002,0,0,0,0,0,0,0,0,0,0,101051102,0,0.0,0,0,0,1010511,0,0
0,0.0,对前方范围内的所有敌人造成物理伤害（中）。,0,箭矢之雨,0,101100101,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1011001,0,0
0,1.07,中幅提升自身物理攻击力和物理暴击。,0,全神贯注,0,101100202,0,2003,0,0,0,0,0,0,0,0,0,0,101100201,0,0.0,0,0,0,1011002,0,0
0,1.5,对前方一名敌人造成物理伤害（中）。,0,突破之箭,0,101100301,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1011003,0,0
0,0.0,对前方范围内所有敌人造成物理伤害（大）。本技能出现暴击时，造成的伤害值从2倍提升至3.5倍。,0,日冕之雨,0,101101101,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1011011,0,0
0,1.07,大幅提升自身的物理攻击力，中幅提升物理暴击，并大幅提升行动速度。,0,全神贯注+,0,101101202,0,2003,0,0,0,0,0,0,0,0,0,0,101101201,0,0.0,0,0,0,1011012,101101203,0
101101304,1.5,特大幅度提升自身的物理攻击力，小幅提升物理攻击暴击时造成的伤害，对前方范围内的所有敌人造成物理伤害（大）。并特大幅度回复自身的技能值。,0,突破之箭+,0,101101301,0,2001,0,0,0,0,0,0,0,0,0,0,101101302,0,0.0,0,0,0,1011013,101101303,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,敏锐洞察,0,101150101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1011501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,敏锐洞察+,0,101151101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1011511,0,0
0,0.0,对使用物理攻击的所有敌人造成魔法伤害（小），并对敌方全体造成魔法伤害（中）。,0,闪耀☆流星,0,101200101,0,1002,0,0,0,0,0,0,0,0,0,0,101200102,0,0.0,1,0,0,1012001,0,0
0,1.4,对物理攻击力最高的一名敌人造成魔法伤害（中）。,0,精神☆爆破,0,101200201,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1012002,0,0
0,1.4,对物理攻击力最高的一名敌人造成魔法伤害（小），并施加晕眩效果。,0,炫目☆星光,0,101200301,0,2002,0,0,0,0,0,0,0,0,0,0,101200302,0,0.0,1,0,101200301,1012003,0,0
101201104,0.0,对所有使用物理攻击的敌人造成魔法伤害（大），小幅降低其魔法防御力，并使其长时间眩晕。同时对敌方全体造成魔法伤害（中）。,0,璀璨☆陨星,0,101201101,0,1002,0,0,0,0,0,101201101,0,0,0,0,101201102,0,0.0,1,0,101201101,1012011,101201103,0
0,1.4,对物理攻击力最高的一名敌人造成魔法伤害（中），并小幅降低其魔法防御力。,0,精神☆爆破+,0,101201201,0,2002,0,0,0,0,0,0,0,0,0,0,101201202,0,0.0,1,0,101201201,1012012,0,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,幸福☆能量,0,101250101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1012501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,幸福☆能量+,0,101251101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1012511,0,0
0,0.0,对生命值比例最高的一名敌人造成魔法伤害（特大）。,0,七七香·∞·疾风,0,101300101,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1013001,0,0
0,1.4,以前方一名敌人为中心，小幅降低其范围内所有敌人的魔法防御力。,0,星尘魔法,0,101300201,0,2004,0,0,0,0,0,0,0,0,0,0,101300202,0,0.0,1,0,101300201,1013002,0,0
0,1.4,对生命值比例最高的一名敌人造成魔法伤害（中），并使其眩晕。,0,能量冲击,0,101300301,0,2002,0,0,0,0,0,0,0,0,0,0,101300302,0,0.0,1,0,101300301,1013003,0,0
0,0.0,对生命值比例最高的一名敌人造成魔法伤害（特大），并小幅降低魔法防御力。,0,七七香·∞·闪亮,0,101301101,0,1002,0,0,0,0,0,0,0,0,0,0,101301102,0,0.0,1,0,101301101,1013011,0,0
0,1.4,以前方一名敌人为中心，中幅降低其范围内所有敌人的魔法防御力。,0,星尘魔法+,0,101301201,0,2004,0,0,0,0,0,0,0,0,0,0,101301202,0,0.0,1,0,101301201,1013012,0,0
0,1.4,对生命值比例最高的一名敌人造成魔法伤害（特大），使其眩晕并特大幅降低其生命值回复量。,0,能量冲击+,0,101301301,0,2002,0,0,0,0,0,101301301,0,0,0,0,101301302,0,0.0,1,0,101301301,1013013,101301303,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,觉醒模式,0,101350101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1013501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,觉醒模式+,0,101351101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1013511,0,0
101400104,0.0,以前方第三名敌人为中心，展开特大幅度降低范围内的敌人的魔法防御力、小幅度降低技能值上升量的领域，并小幅度降低行动速度。,0,罪恶牢狱,0,101400101,0,1015,0,0,0,0,0,0,101400105,0,101400104,0,101400102,0,0.0,1,0,0,1014001,101400103,0
0,1.4,对前方范围内的所有敌人造成魔法伤害（小），并束缚敌人。,0,束缚之根,0,101400201,0,2007,0,0,0,0,0,0,0,0,0,0,101400202,0,0.0,1,0,101400201,1014002,0,0
0,1.4,对前方一名敌人造成魔法伤害（小），并使其陷入混乱。,0,误导弹丸,0,101400301,0,2024,0,0,0,0,0,0,0,0,0,0,101400302,0,0.0,1,0,101400301,1014003,0,0
101401104,0.0,以前方第三名敌人为中心，展开特大幅度降低范围内的敌人的魔法防御力、小幅度降低技能值上升量的领域，并中幅度降低行动速度。另外，赋予【倒计时】，倒数5个数以后对敌方全体造成魔法伤害（小）。此技能造成的伤害不会使敌人的技能值回复。,0,洞若观火,101401106,101401101,101401105,1015,0,101401105,101401108,0,0,0,101401105,0,101401104,101401105,101401102,101401107,0.0,1,0,0,1014011,101401103,0
0,1.4,对前方范围内的所有敌人造成魔法伤害（小），并束缚敌人。根据范围内敌人的数量而增加束缚的时间。,0,束缚之根+,0,101401201,0,2007,0,0,0,0,0,101401201,0,0,0,0,101401202,0,0.0,1,0,0,1014012,101401203,0
0,0.0,战斗开始时，中幅提升自身的魔法防御力。,0,侦探思维,0,101450101,0,3004,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1014501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法防御力。,0,侦探思维+,0,101451101,0,3004,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1014511,0,0
0,0.0,中幅回复我方全员的生命值，并小幅提升魔法防御力。,0,修女的恩惠,0,101500101,0,1005,0,0,0,0,0,0,0,0,0,0,101500102,0,0.0,1,0,0,1015001,0,0
0,1.17,小幅提升自身周围所有我方角色的魔法攻击力。,0,神圣之力,0,101500201,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1015002,0,0
0,1.6,赋予最前方一名我方角色持续生命值回复状态。,0,爱的治愈,0,101500301,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1015003,0,0
101501104,0.0,中幅回复我方全体的生命值，小幅提升魔法防御力，特大幅度提升魔法攻击力，中幅提升魔法暴击和魔法暴击时造成的伤害，并赋予持续回复生命值状态。,0,神圣拥抱,101501106,101501101,0,1005,0,0,0,0,0,0,101501105,0,0,0,101501102,0,0.0,1,0,0,1015011,101501103,0
0,1.17,大幅提升自身周围的所有我方角色的魔法攻击力，并中幅提升其魔法暴击。,0,神圣之力+,0,101501201,0,2003,0,0,0,0,0,0,0,0,0,0,101501202,0,0.0,1,0,0,1015012,0,0
0,0.0,战斗开始时，中幅提升自身的魔法攻击力。,0,天女威光,0,101550101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1015501,0,0
0,0.0,战斗开始时，大幅提升自身的魔法攻击力。,0,天女威光+,0,101551101,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1015511,0,0
0,0.0,对前方一名敌人造成物理伤害（特大）。此技能必定暴击。,0,一箭穿心,0,101600101,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1016001,0,0
0,0.71,对前方一名敌人造成物理伤害（中）。此技能必定暴击。,0,愤怒之镖,0,101600201,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1016002,0,0
0,1.4,中幅提升自身物理攻击力。,0,魅力全开♪,0,101600301,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1016003,0,0
0,0.0,中幅提升自身在物理暴击时造成的伤害，并对前方一名敌人造成物理伤害（特大）。此技能第1击必定暴击。,0,高级时装之心,0,101601101,0,1001,0,0,0,0,0,0,0,0,0,0,101601102,0,0.0,1,0,0,1016011,0,0
0,0.71,对前方一名敌方角色进行三连击，暴击时造成的物理伤害（大）从2倍提升至3倍。此技能第1击必定暴击。,0,愤怒之镖+,0,101601201,0,2001,0,0,0,0,0,0,0,0,0,0,101601202,0,0.0,0,0,0,1016012,101601203,0
0,1.4,特大幅度提升自身的物理攻击力，小幅提升自身物理暴击时的伤害，中幅回复技能值。,0,魅力全开♪+,0,101601301,0,2003,0,0,0,0,0,0,0,0,0,0,101601302,0,0.0,1,0,0,1016013,101601303,0
0,0.0,战斗开始时，中幅提升自身的物理攻击力。,0,可爱感觉,0,101650101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1016501,0,0
0,0.0,战斗开始时，大幅提升自身的物理攻击力。,0,可爱感觉+,0,101651101,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1016511,0,0
0,0.0,对前方一名敌人造成物理伤害（特大）。,0,琉球犬重拳出击,0,101700101,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1017001,0,0
0,1.0,对前方一名敌人造成物理伤害（中）。,0,正中线突破,0,101700201,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1017002,0,0
