hp_recovery_rate,resist_status_id,accuracy,hp,level,main_skill_lv_8,ex_skill_lv_2,atk,ex_skill_lv_3,main_skill_lv_5,resist_variation_id,ex_skill_lv_5,ex_skill_lv_1,life_steal,magic_def,wave_energy_recovery,physical_critical,main_skill_lv_6,virtual_hp,main_skill_lv_9,main_skill_lv_3,energy_recovery_rate,physical_penetrate,magic_str,main_skill_lv_7,promotion_level,main_skill_lv_2,enemy_id,ex_skill_lv_4,def,magic_penetrate,dodge,rarity,unit_id,main_skill_lv_4,wave_hp_recovery,main_skill_lv_1,magic_critical,energy_reduce_rate,name,main_skill_lv_10,union_burst_level,unique_equipment_flag_1,break_durability
0,200000001,0,566,3,0,0,79,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,0,0,1,5,101010606,0,6,0,1,1,204000,5,0,5,10,0,小型狮鹫,0,3,0,0
0,200000006,0,347,4,0,0,32,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,0,0,1,5,101010701,0,5,0,1,1,200100,5,0,5,10,0,长耳猴,0,4,0,0
0,200000001,0,288,4,0,0,43,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,0,0,1,5,101010702,0,5,0,1,1,200600,5,0,5,10,0,敏捷鼠妖,0,4,0,0
0,200000006,0,371,4,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,26,0,1,5,101010703,0,4,0,1,1,200700,5,0,5,10,0,木魂,0,4,0,0
0,200000001,0,402,4,0,0,29,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,0,0,1,5,101010704,0,5,0,1,1,201100,5,0,5,10,0,狗头人,0,4,0,0
0,200000001,0,372,4,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,45,0,1,5,101010705,0,6,0,1,1,203000,5,0,5,10,0,啫喱怪,0,4,0,0
0,200000006,0,476,4,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,5,30,0,52,0,1,5,101010706,0,4,0,1,1,203100,5,0,5,10,0,巨蜥幼崽,0,4,0,0
0,200000001,0,527,4,0,0,59,0,0,0,0,0,0,5,0,10,0,0,0,5,30,0,0,0,1,5,101010801,0,6,0,1,1,200900,5,0,5,10,0,树妖,0,4,0,0
0,200000001,0,297,4,0,0,49,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,0,0,1,5,101010802,0,5,0,1,1,200600,5,0,5,10,0,敏捷鼠妖,0,4,0,0
0,200000006,0,407,4,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,5,30,0,29,0,1,5,101010803,0,5,0,1,1,200700,5,0,5,10,0,木魂,0,4,0,0
0,200000001,0,409,4,0,0,33,0,0,0,0,0,0,4,0,10,0,0,0,5,30,0,0,0,1,5,101010804,0,5,0,1,1,201100,5,0,5,10,0,狗头人,0,4,0,0
0,200000006,0,477,4,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,5,30,0,66,0,1,5,101010805,0,5,0,1,1,203100,5,0,5,10,0,巨蜥幼崽,0,4,0,0
0,200000006,0,349,5,0,0,35,0,0,0,0,0,0,4,0,10,0,0,0,6,30,0,0,0,1,6,101010901,0,5,0,1,1,200100,6,0,6,10,0,长耳猴,0,5,0,0
0,200000006,0,407,5,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,6,30,0,34,0,1,6,101010902,0,5,0,1,1,200700,6,0,6,10,0,木魂,0,5,0,0
0,200000001,0,527,5,0,0,54,0,0,0,0,0,0,5,0,10,0,0,0,6,30,0,0,0,1,6,101010903,0,6,0,1,1,200900,6,0,6,10,0,树妖,0,5,0,0
0,200000001,0,394,5,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,6,30,0,56,0,1,6,101010904,0,7,0,1,1,203000,6,0,6,10,0,啫喱怪,0,5,0,0
0,200000006,0,477,5,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,6,30,0,71,0,1,6,101010905,0,5,0,1,1,203100,6,0,6,10,0,巨蜥幼崽,0,5,0,0
0,200000001,0,574,5,0,0,76,0,0,0,0,0,0,4,0,10,0,0,0,6,30,0,0,0,1,6,101010906,0,6,0,1,1,204000,6,0,6,10,0,小型狮鹫,0,5,0,0
0,300000003,0,4582,5,0,0,92,0,0,0,0,0,0,2,0,10,0,0,0,7,50,0,87,0,1,7,101011001,0,10,0,1,1,300500,7,0,7,10,0,蜥蜴怪人,0,5,0,0
0,200000006,0,505,5,0,0,53,0,0,0,0,0,0,6,0,10,0,0,0,7,30,0,0,0,1,7,101011002,0,7,0,1,1,200100,7,0,7,10,0,长耳猴,0,5,0,0
0,200000006,0,517,5,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,7,30,0,36,0,1,7,101011003,0,7,0,1,1,200700,7,0,7,10,0,木魂,0,5,0,0
0,200000001,0,519,5,0,0,67,0,0,0,0,0,0,6,0,10,0,0,0,7,30,0,0,0,1,7,101011004,0,7,0,1,1,201100,7,0,7,10,0,狗头人,0,5,0,0
0,200000003,0,623,5,0,0,126,0,0,0,0,0,0,9,0,10,0,0,0,7,30,0,0,0,1,7,101011005,0,105,0,1,1,201200,7,0,7,10,0,魔像,0,5,0,0
0,200000001,0,410,5,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,7,30,0,106,0,1,7,101011006,0,10,0,1,1,203000,7,0,7,10,0,啫喱怪,0,5,0,0
0,200000006,0,597,5,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,7,30,0,99,0,1,7,101011007,0,7,0,1,1,203100,7,0,7,10,0,巨蜥幼崽,0,5,0,0
0,200000001,0,627,5,0,0,114,0,0,0,0,0,0,6,0,10,0,0,0,7,30,0,0,0,1,7,101011008,0,9,0,1,1,204000,7,0,7,10,0,小型狮鹫,0,5,0,0
0,200000001,0,405,6,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,8,30,0,110,0,1,8,101020101,0,10,0,1,1,203000,8,0,8,10,0,啫喱怪,0,6,0,0
0,200000006,0,623,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,9,30,0,80,0,1,9,101020102,0,7,0,1,1,200700,9,0,9,10,0,木魂,0,6,0,0
0,200000001,0,573,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,9,30,0,117,0,1,9,101020103,0,7,0,1,1,203200,9,0,9,10,0,淘气恶魔,0,6,0,0
0,200000003,0,534,6,0,0,62,0,0,0,0,0,0,7,0,10,0,0,0,9,30,0,0,0,1,9,101020104,0,9,0,1,1,201300,9,0,9,10,0,岩之花,0,6,0,0
0,200000001,0,583,6,0,0,96,0,0,0,0,0,0,7,0,10,0,0,0,9,30,0,0,0,1,9,101020105,0,194,0,1,1,203300,9,0,9,10,0,持盾哥布林,0,6,0,0
0,200000001,0,651,6,0,0,136,0,0,0,0,0,0,6,0,10,0,0,0,9,30,0,0,0,1,9,101020106,0,9,0,1,1,204000,9,0,9,10,0,小型狮鹫,0,6,0,0
0,200000001,0,617,6,0,0,96,0,0,0,0,0,0,7,0,10,0,0,0,8,30,0,0,0,1,8,101020201,0,8,0,1,1,200900,8,0,8,10,0,树妖,0,6,0,0
0,200000001,0,573,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,8,30,0,117,0,1,8,101020202,0,7,0,1,1,203200,8,0,8,10,0,淘气恶魔,0,6,0,0
0,200000001,0,362,6,0,0,96,0,0,0,0,0,0,6,0,10,0,0,0,8,30,0,0,0,1,8,101020203,0,7,0,1,1,200600,8,0,8,10,0,敏捷鼠妖,0,6,0,0
0,200000006,0,520,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,8,30,0,94,0,1,8,101020204,0,7,0,1,1,203100,8,0,8,10,0,巨蜥幼崽,0,6,0,0
0,200000001,0,632,6,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,8,30,0,65,0,1,8,101020205,0,6,0,1,1,201600,8,0,8,10,0,树精,0,6,0,0
0,200000006,0,367,6,0,0,48,0,0,0,0,0,0,6,0,10,0,0,0,8,30,0,0,0,1,8,101020206,0,7,0,1,1,200100,8,0,8,10,0,长耳猴,0,6,0,0
0,200000003,0,626,7,0,0,122,0,0,0,0,0,0,10,0,10,0,0,0,10,30,0,0,0,1,10,101020301,0,159,0,1,1,201200,10,0,10,10,0,魔像,0,7,0,0
0,200000001,0,587,7,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,10,30,0,117,0,1,10,101020302,0,7,0,1,1,203200,10,0,10,10,0,淘气恶魔,0,7,0,0
0,200000001,0,578,7,0,0,122,0,0,0,0,0,0,8,0,10,0,0,0,10,30,0,0,0,1,10,101020303,0,8,0,1,1,200900,10,0,10,10,0,树妖,0,7,0,0
0,200000001,0,487,7,0,0,75,0,0,0,0,0,0,6,0,10,0,0,0,10,30,0,0,0,1,10,101020304,0,8,0,1,1,201100,10,0,10,10,0,狗头人,0,7,0,0
0,200000001,0,926,7,0,0,169,0,0,0,0,0,0,6,0,10,0,0,0,10,30,0,0,0,1,10,101020305,0,8,0,1,1,200500,10,0,10,10,0,野性角鹿,0,7,0,0
0,200000003,0,903,7,0,0,137,0,0,0,0,0,0,10,0,10,0,0,0,10,30,0,0,0,1,10,101020401,0,170,0,1,1,201200,10,0,10,10,0,魔像,0,7,0,0
0,200000001,0,861,7,0,0,137,0,0,0,0,0,0,8,0,10,0,0,0,10,30,0,0,0,1,10,101020402,0,9,0,1,1,200900,10,0,10,10,0,树妖,0,7,0,0
0,200000001,0,711,7,0,0,121,0,0,0,0,0,0,6,0,10,0,0,0,10,30,0,0,0,1,10,101020403,0,8,0,1,1,202101,10,0,10,10,0,红菇,0,7,0,0
0,200000001,0,875,7,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,10,30,0,122,0,1,10,101020404,0,7,0,1,1,203200,10,0,10,10,0,淘气恶魔,0,7,0,0
0,200000003,0,728,7,0,0,88,0,0,0,0,0,0,7,0,10,0,0,0,10,30,0,0,0,1,10,101020405,0,10,0,1,1,201300,10,0,10,10,0,岩之花,0,7,0,0
0,200000001,0,1057,8,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,30,0,127,0,1,10,101020501,0,8,0,1,1,203200,10,0,10,10,0,淘气恶魔,0,8,0,0
0,200000003,0,904,8,0,0,102,0,0,0,0,0,0,8,0,10,0,0,0,10,30,0,0,0,1,10,101020502,0,10,0,1,1,201300,10,0,10,10,0,岩之花,0,8,0,0
0,200000001,0,1059,8,0,0,186,0,0,0,0,0,0,7,0,10,0,0,0,10,30,0,0,0,1,10,101020503,0,10,0,1,1,204000,10,0,10,10,0,小型狮鹫,0,8,0,0
0,200000001,0,934,8,0,0,136,0,0,0,0,0,0,8,0,10,0,0,0,10,30,0,0,0,1,10,101020504,0,221,0,1,1,203300,10,0,10,10,0,持盾哥布林,0,8,0,0
0,200000001,0,885,8,0,0,136,0,0,0,0,0,0,7,0,10,0,0,0,10,30,0,0,0,1,10,101020505,0,8,0,1,1,202101,10,0,10,10,0,红菇,0,8,0,0
0,200000001,0,1597,8,0,0,220,0,0,0,0,0,0,6,0,10,0,0,0,10,30,0,0,0,1,10,101020506,0,8,0,1,1,200400,10,0,10,10,0,狼人,0,8,0,0
0,200000001,0,1048,8,0,0,152,0,0,0,0,0,0,9,0,10,0,0,0,10,30,0,0,0,1,10,101020507,0,9,0,1,1,200900,10,0,10,10,0,树妖,0,8,0,0
0,200000001,0,1054,8,0,0,157,0,0,0,0,0,0,9,0,10,0,0,0,11,30,0,0,0,1,11,101020601,0,9,0,1,1,200900,11,0,11,10,0,树妖,0,8,0,0
0,200000006,0,1063,8,0,0,80,0,0,0,0,0,0,7,0,10,0,0,0,11,30,0,0,0,1,11,101020602,0,10,0,1,1,203500,11,0,11,10,0,钻地鼠,0,8,0,0
0,200000001,0,1591,8,0,0,186,0,0,0,0,0,0,7,0,10,0,0,0,11,30,0,0,0,1,11,101020603,0,9,0,1,1,200500,11,0,11,10,0,野性角鹿,0,8,0,0
0,200000001,0,529,8,0,0,142,0,0,0,0,0,0,8,0,10,0,0,0,11,30,0,0,0,1,11,101020604,0,9,0,1,1,200600,11,0,11,10,0,敏捷鼠妖,0,8,0,0
0,200000001,0,1608,8,0,0,234,0,0,0,0,0,0,6,0,10,0,0,0,11,30,0,0,0,1,11,101020605,0,8,0,1,1,200400,11,0,11,10,0,狼人,0,8,0,0
0,200000001,0,1064,8,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,11,30,0,128,0,1,11,101020606,0,8,0,1,1,203200,11,0,11,10,0,淘气恶魔,0,8,0,0
0,200000001,0,948,9,0,0,149,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020701,0,239,0,1,1,203300,12,0,12,10,0,持盾哥布林,0,9,0,0
0,200000006,0,1091,9,0,0,93,0,0,0,0,0,0,7,0,10,0,0,0,12,30,0,0,0,1,12,101020702,0,11,0,1,1,203500,12,0,12,10,0,钻地鼠,0,9,0,0
0,200000001,0,1080,9,0,0,168,0,0,0,0,0,0,9,0,10,0,0,0,12,30,0,0,0,1,12,101020703,0,10,0,1,1,200900,12,0,12,10,0,树妖,0,9,0,0
0,200000001,0,1091,9,0,0,205,0,0,0,0,0,0,7,0,10,0,0,0,12,30,0,0,0,1,12,101020704,0,11,0,1,1,204000,12,0,12,10,0,小型狮鹫,0,9,0,0
0,200000001,0,1657,9,0,0,242,0,0,0,0,0,0,6,0,10,0,0,0,12,30,0,0,0,1,12,101020705,0,8,0,1,1,200400,12,0,12,10,0,狼人,0,9,0,0
0,200000003,0,932,9,0,0,112,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020706,0,11,0,1,1,201300,12,0,12,10,0,岩之花,0,9,0,0
0,200000001,0,937,10,0,0,154,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020801,0,9,0,1,1,202101,12,0,12,10,0,红菇,0,10,0,0
0,200000006,0,1121,10,0,0,97,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020802,0,11,0,1,1,203500,12,0,12,10,0,钻地鼠,0,10,0,0
0,200000001,0,1677,10,0,0,201,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020803,0,10,0,1,1,200500,12,0,12,10,0,野性角鹿,0,10,0,0
0,200000006,0,810,10,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,12,30,0,165,0,1,12,101020804,0,8,0,1,1,200700,12,0,12,10,0,木魂,0,10,0,0
0,200000001,0,1128,10,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,12,30,0,148,0,1,12,101020805,0,8,0,1,1,203200,12,0,12,10,0,淘气恶魔,0,10,0,0
0,200000001,0,1121,10,0,0,212,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020806,0,11,0,1,1,204000,12,0,12,10,0,小型狮鹫,0,10,0,0
0,200000001,0,810,10,0,0,116,0,0,0,0,0,0,8,0,10,0,0,0,12,30,0,0,0,1,12,101020807,0,9,0,1,1,201100,12,0,12,10,0,狗头人,0,10,0,0
0,200000001,0,1677,11,0,0,211,0,0,0,0,0,0,8,0,10,0,0,0,14,30,0,0,0,1,14,101020901,0,10,0,1,1,200500,14,0,14,10,0,野性角鹿,0,11,0,0
0,200000001,0,1121,11,0,0,212,0,0,0,0,0,0,8,0,10,0,0,0,14,30,0,0,0,1,14,101020902,0,11,0,1,1,204000,14,0,14,10,0,小型狮鹫,0,11,0,0
0,200000001,0,1036,11,0,0,169,0,0,0,0,0,0,10,0,10,0,0,0,14,30,0,0,0,1,14,101020903,0,11,0,1,1,200900,14,0,14,10,0,树妖,0,11,0,0
0,200000001,0,1128,11,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,14,30,0,148,0,1,14,101020904,0,8,0,1,1,203200,14,0,14,10,0,淘气恶魔,0,11,0,0
0,200000003,0,979,11,0,0,119,0,0,0,0,0,0,9,0,10,0,0,0,14,30,0,0,0,1,14,101020905,0,12,0,1,1,201300,14,0,14,10,0,岩之花,0,11,0,0
0,200000001,0,1010,12,0,0,164,0,0,0,0,0,0,9,0,10,0,0,0,16,30,0,0,0,1,16,101021001,0,252,0,1,1,203300,16,0,16,10,0,持盾哥布林,0,12,0,0
0,200000006,0,1180,12,0,0,103,0,0,0,0,0,0,8,0,10,0,0,0,16,30,0,0,0,1,16,101021002,0,12,0,1,1,203500,16,0,16,10,0,钻地鼠,0,12,0,0
0,200000001,0,590,12,0,0,184,0,0,0,0,0,0,9,0,10,0,0,0,16,30,0,0,0,1,16,101021003,0,10,0,1,1,200600,16,0,16,10,0,敏捷鼠妖,0,12,0,0
0,200000001,0,1180,12,0,0,225,0,0,0,0,0,0,8,0,10,0,0,0,16,30,0,0,0,1,16,101021004,0,12,0,1,1,204000,16,0,16,10,0,小型狮鹫,0,12,0,0
0,200000003,0,1007,12,0,0,123,0,0,0,0,0,0,9,0,10,0,0,0,16,30,0,0,0,1,16,101021005,0,12,0,1,1,201300,16,0,16,10,0,岩之花,0,12,0,0
0,200000001,0,1183,12,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,16,30,0,160,0,1,16,101021006,0,9,0,1,1,203200,16,0,16,10,0,淘气恶魔,0,12,0,0
0,200000001,0,1791,12,0,0,256,0,0,0,0,0,0,7,0,10,0,0,0,16,30,0,0,0,1,16,101021007,0,9,0,1,1,200400,16,0,16,10,0,狼人,0,12,0,0
0,200000001,0,1745,13,0,0,250,0,0,0,0,0,0,11,0,10,0,0,0,14,30,0,0,0,1,14,101021101,0,15,0,1,1,200500,14,0,14,10,0,野性角鹿,0,13,0,0
0,200000001,0,1429,13,0,0,240,0,0,0,0,0,0,11,0,10,0,0,0,14,30,0,0,0,1,14,101021102,0,13,0,1,1,202101,14,0,14,10,0,红菇,0,13,0,0
0,200000006,0,1229,13,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,14,30,0,235,0,1,14,101021103,0,12,0,1,1,200700,14,0,14,10,0,木魂,0,13,0,0
0,200000003,0,1007,13,0,0,123,0,0,0,0,0,0,9,0,10,0,0,0,14,30,0,0,0,1,14,101021104,0,12,0,1,1,201300,14,0,14,10,0,岩之花,0,13,0,0
0,200000006,0,1180,13,0,0,103,0,0,0,0,0,0,8,0,10,0,0,0,14,30,0,0,0,1,14,101021105,0,12,0,1,1,203500,14,0,14,10,0,钻地鼠,0,13,0,0
0,200000001,0,1010,13,0,0,164,0,0,0,0,0,0,9,0,10,0,0,0,14,30,0,0,0,1,14,101021106,0,252,0,1,1,203300,14,0,14,10,0,持盾哥布林,0,13,0,0
0,200000001,0,1791,13,0,0,266,0,0,0,0,0,0,7,0,10,0,0,0,14,30,0,0,0,1,14,101021107,0,9,0,1,1,200400,14,0,14,10,0,狼人,0,13,0,0
0,200000001,0,1180,13,13,13,225,13,13,0,13,13,0,9,0,10,13,0,13,13,30,0,0,13,1,13,101021108,13,12,0,1,1,204000,13,0,13,10,0,小型狮鹫,13,13,0,0
0,200000001,0,1435,14,0,0,240,0,0,0,0,0,0,12,0,10,0,0,0,16,30,0,0,0,1,16,101021201,0,15,0,1,1,202101,16,0,16,10,0,红菇,0,14,0,0
0,200000003,0,1445,14,0,0,184,0,0,0,0,0,0,14,0,10,0,0,0,16,30,0,0,0,1,16,101021202,0,19,0,1,1,201300,16,0,16,10,0,岩之花,0,14,0,0
0,200000001,0,1709,14,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,16,30,0,188,0,1,16,101021203,0,14,0,1,1,203200,16,0,16,10,0,淘气恶魔,0,14,0,0
0,200000001,0,2555,14,0,0,322,0,0,0,0,0,0,12,0,10,0,0,0,16,30,0,0,0,1,16,101021204,0,17,0,1,1,200500,16,0,16,10,0,野性角鹿,0,14,0,0
0,200000001,0,1341,14,0,0,240,0,0,0,0,0,0,14,0,10,0,0,0,16,30,0,0,0,1,16,101021205,0,300,0,1,1,203300,16,0,16,10,0,持盾哥布林,0,14,0,0
0,300000003,0,11500,14,0,0,225,0,0,0,0,0,0,17,0,10,0,0,0,16,25,0,185,0,1,16,101021206,0,22,0,1,1,300800,16,0,16,10,0,长老角鹿,0,14,0,0
0,200000003,0,928,13,0,0,201,0,0,0,0,0,0,19,0,10,0,0,0,18,30,0,0,0,1,18,101030101,0,296,0,1,1,201200,18,0,18,10,0,魔像,0,13,0,0
0,200000003,0,1276,13,0,0,222,0,0,0,0,0,0,12,0,10,0,0,0,18,30,0,0,0,1,18,101030102,0,18,0,1,1,202901,18,0,18,10,0,岩盔蜥蜴,0,13,0,0
0,200000001,0,1170,13,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,18,30,0,176,0,1,18,101030103,0,12,0,1,1,203200,18,0,18,10,0,淘气恶魔,0,13,0,0
0,200000001,0,948,13,0,0,151,0,0,0,0,0,0,14,0,10,0,0,0,18,30,0,0,0,1,18,101030104,0,15,0,1,1,200900,18,0,18,10,0,树妖,0,13,0,0
0,200000003,0,941,13,0,0,137,0,0,0,0,0,0,13,0,10,0,0,0,18,30,0,0,0,1,18,101030105,0,17,0,1,1,201300,18,0,18,10,0,岩之花,0,13,0,0
0,200000001,0,963,14,0,0,147,0,0,0,0,0,0,14,0,10,0,0,0,19,30,0,0,0,1,19,101030201,0,12,0,1,1,200200,19,0,19,10,0,气球鸟,0,14,0,0
0,200000003,0,941,14,0,0,137,0,0,0,0,0,0,13,0,10,0,0,0,19,30,0,0,0,1,19,101030202,0,17,0,1,1,201300,19,0,19,10,0,岩之花,0,14,0,0
0,200000003,0,1276,14,0,0,222,0,0,0,0,0,0,12,0,10,0,0,0,19,30,0,0,0,1,19,101030203,0,18,0,1,1,202901,19,0,19,10,0,岩盔蜥蜴,0,14,0,0
