status_type_3,chara_id_14,status_rate_5,chara_id_16,chara_id_19,status_rate_3,chara_id_17,chara_id_1,status_type_4,chara_id_13,status_type_1,chara_id_5,status_type_2,chara_id_7,chara_id_2,chara_id_9,chara_id_18,unlock_story_name,chara_id_3,chara_id_6,chara_id_10,chara_id_20,chara_id_15,chara_id_11,status_type_5,chara_id_12,status_rate_1,story_id,chara_id_8,status_rate_2,status_rate_4,chara_id_4
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第2话,1160,0,0,0,0,0,0,0,15,1010002,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第3话,1160,0,0,0,0,0,0,0,15,1010003,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第4话,1160,0,0,0,0,0,0,0,30,1010004,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第5话,1160,0,0,0,0,0,0,0,40,1010005,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第6话,1160,0,0,0,0,0,0,0,60,1010006,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第7话,1160,0,0,0,0,0,0,0,60,1010007,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,11,0,1106,0,0,真步的小故事第8话,1160,0,0,0,0,0,0,0,90,1010008,0,60,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第9话,1160,0,0,0,0,0,0,0,80,1010009,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第10话,1160,0,0,0,0,0,0,0,140,1010010,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,0,0,1106,0,0,真步的小故事第11话,1160,0,0,0,0,0,0,0,140,1010011,0,0,0,1231
0,0,0,0,0,0,0,1010,0,0,4,1310,15,0,1106,0,0,真步的小故事第12话,1160,0,0,0,0,0,0,0,240,1010012,0,5,0,1231
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第2话,1193,0,0,0,0,0,0,0,15,1011002,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第3话,1193,0,0,0,0,0,0,0,15,1011003,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第4话,1193,0,0,0,0,0,0,0,30,1011004,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第5话,1193,0,0,0,0,0,0,0,40,1011005,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第6话,1193,0,0,0,0,0,0,0,60,1011006,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第7话,1193,0,0,0,0,0,0,0,60,1011007,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,6,0,1129,0,0,璃乃的小故事第8话,1193,0,0,0,0,0,0,0,90,1011008,0,10,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第9话,1193,0,0,0,0,0,0,0,80,1011009,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第10话,1193,0,0,0,0,0,0,0,120,1011010,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,0,0,1129,0,0,璃乃的小故事第11话,1193,0,0,0,0,0,0,0,120,1011011,0,0,0,1811
0,0,0,0,0,0,0,1011,0,0,2,0,17,0,1129,0,0,璃乃的小故事第12话,1193,0,0,0,0,0,0,0,210,1011012,0,20,0,1811
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第2话,1807,0,0,0,0,0,0,0,15,1012002,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第3话,1807,0,0,0,0,0,0,0,15,1012003,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第4话,1807,0,0,0,0,0,0,0,30,1012004,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第5话,1807,0,0,0,0,0,0,0,40,1012005,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第6话,1807,0,0,0,0,0,0,0,60,1012006,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第7话,1807,0,0,0,0,0,0,0,60,1012007,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,7,0,1134,0,0,初音的小故事第8话,1807,0,0,0,0,0,0,0,90,1012008,0,10,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第9话,1807,0,0,0,0,0,0,0,80,1012009,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第10话,1807,0,0,0,0,0,0,0,120,1012010,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,0,0,1134,0,0,初音的小故事第11话,1807,0,0,0,0,0,0,0,120,1012011,0,0,0,1284
0,0,0,0,0,0,0,1012,0,0,4,0,7,0,1134,0,0,初音的小故事第12话,1807,0,0,0,0,0,0,0,200,1012012,0,30,0,1284
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第2话,1237,0,0,0,0,0,0,0,15,1013002,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第3话,1237,0,0,0,0,0,0,0,15,1013003,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第4话,1237,0,0,0,0,0,0,0,30,1013004,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第5话,1237,0,0,0,0,0,0,0,40,1013005,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第6话,1237,0,0,0,0,0,0,0,60,1013006,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第7话,1237,0,0,0,0,0,0,0,60,1013007,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,7,0,1133,0,0,七七香的小故事第8话,1237,0,0,0,0,0,0,0,90,1013008,0,10,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第9话,1237,0,0,0,0,0,0,0,80,1013009,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第10话,1237,0,0,0,0,0,0,0,120,1013010,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,0,0,1133,0,0,七七香的小故事第11话,1237,0,0,0,0,0,0,0,120,1013011,0,0,0,0
0,0,0,0,0,0,0,1013,0,0,4,0,7,0,1133,0,0,七七香的小故事第12话,1237,0,0,0,0,0,0,0,200,1013012,0,30,0,0
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的小故事第2话,1157,0,0,0,0,0,0,0,15,1014002,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的小故事第3话,1157,0,0,0,0,0,0,0,15,1014003,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的小故事第4话,1157,0,0,0,0,0,0,0,30,1014004,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的小故事第5话,1157,0,0,0,0,0,0,0,40,1014005,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的小故事第6话,1157,0,0,0,0,0,0,0,60,1014006,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的小故事第7话,1157,0,0,0,0,0,0,0,60,1014007,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,11,0,1122,0,0,香澄的小故事第8话,1157,0,0,0,0,0,0,0,90,1014008,0,60,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的章节第9话,1157,0,0,0,0,0,0,0,80,1014009,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的章节第10话,1157,0,0,0,0,0,0,0,120,1014010,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,0,0,1122,0,0,香澄的章节第11话,1157,0,0,0,0,0,0,0,120,1014011,0,0,0,1285
0,0,0,0,0,0,0,1014,0,0,4,0,7,0,1122,0,0,香澄的章节第12话,1157,0,0,0,0,0,0,0,200,1014012,0,30,0,1285
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的小故事第2话,1246,0,0,0,0,0,0,0,15,1015002,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的小故事第3话,1246,0,0,0,0,0,0,0,30,1015003,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的小故事第4话,1246,0,0,0,0,0,0,0,30,1015004,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的小故事第5话,1246,0,0,0,0,0,0,0,40,1015005,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的小故事第6话,1246,0,0,0,0,0,0,0,60,1015006,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的小故事第7话,1246,0,0,0,0,0,0,0,60,1015007,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,11,0,1135,0,0,美里的小故事第8话,1246,0,0,0,0,0,0,0,90,1015008,0,60,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的章节第9话,1246,0,0,0,0,0,0,0,80,1015009,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的章节第10话,1246,0,0,0,0,0,0,0,140,1015010,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,0,0,1135,0,0,美里的章节第11话,1246,0,0,0,0,0,0,0,140,1015011,0,0,0,0
0,0,0,0,0,0,0,1015,0,0,4,0,15,0,1135,0,0,美里的章节第12话,1246,0,0,0,0,0,0,0,240,1015012,0,5,0,0
0,0,0,0,0,0,0,1016,0,0,2,0,0,0,1100,0,0,铃奈的小故事第2话,1179,0,0,0,0,0,0,0,15,1016002,0,0,0,1273
0,0,0,0,0,0,0,1016,0,0,2,0,0,0,1100,0,0,铃奈的小故事第3话,1179,0,0,0,0,0,0,0,15,1016003,0,0,0,1273
0,0,0,0,0,0,0,1016,0,0,2,0,0,0,1100,0,0,铃奈的小故事第4话,1179,0,0,0,0,0,0,0,30,1016004,0,0,0,1273
0,0,0,0,0,0,0,1016,0,0,2,0,0,0,1100,0,0,铃奈的小故事第5话,1179,0,0,0,0,0,0,0,40,1016005,0,0,0,1273
0,0,0,0,0,0,0,1016,0,0,2,0,0,0,1100,0,0,铃奈的小故事第6话,1179,0,0,0,0,0,0,0,60,1016006,0,0,0,1273
0,0,0,0,0,0,0,1016,0,0,2,0,0,0,1100,0,0,铃奈的小故事第7话,1179,0,0,0,0,0,0,0,60,1016007,0,0,0,1273
0,0,0,0,0,0,0,1016,0,0,2,0,6,0,1100,0,0,铃奈的小故事第8话,1179,0,0,0,0,0,0,0,90,1016008,0,10,0,1273
