end_time,value,system_id,level_id,campaign_category,lv_to,icon_image,campaign_type,beginner_id,id,lv_from,shiori_group_id,duplication_order,start_time
2020/06/14 04:59:49,2000.0,6005,0,142,-1,40,1,0,30,1,0,0,2020/06/08 11:00:00
2020/06/26 04:59:59,2000.0,104,0,45,-1,40,1,0,31,1,0,0,2020/06/15 05:00:00
2020/07/01 04:59:59,2000.0,101,0,31,-1,30,1,0,32,1,0,0,2020/06/25 05:00:00
2020/07/01 04:59:59,2000.0,101,0,41,-1,40,1,0,33,1,0,0,2020/06/25 05:00:00
2020/07/06 04:59:59,2000.0,102,0,32,-1,30,1,0,34,1,0,0,2020/07/01 05:00:00
2020/07/06 04:59:59,2000.0,102,0,42,-1,40,1,0,35,1,0,0,2020/07/01 05:00:00
2020/07/16 04:59:59,2000.0,103,0,34,-1,30,1,0,36,1,0,0,2020/07/06 05:00:00
2020/07/16 04:59:59,2000.0,103,0,44,-1,40,1,0,37,1,0,0,2020/07/06 05:00:00
2020/07/24 04:59:59,2000.0,104,0,45,-1,40,1,0,38,1,0,0,2020/07/13 05:00:00
2020/07/25 23:59:59,2000.0,6004,0,151,-1,80,1,0,39,1,0,0,2020/07/06 11:00:00
2020/07/25 23:59:59,2000.0,6005,0,152,-1,80,1,0,40,1,0,0,2020/07/06 11:00:00
2020/07/10 04:59:49,2000.0,6004,0,131,-1,30,1,0,41,1,0,0,2020/07/06 11:00:00
2020/07/10 04:59:49,2000.0,6004,0,141,-1,40,1,0,42,1,0,0,2020/07/06 11:00:00
2020/07/10 04:59:49,2000.0,6005,0,132,-1,30,1,0,43,1,0,0,2020/07/06 11:00:00
2020/07/10 04:59:49,2000.0,6005,0,142,-1,40,1,0,44,1,0,0,2020/07/06 11:00:00
2020/07/29 04:59:59,2000.0,101,0,31,-1,30,1,0,45,1,0,0,2020/07/23 05:00:00
2020/07/29 04:59:59,2000.0,101,0,41,-1,40,1,0,46,1,0,0,2020/07/23 05:00:00
2020/08/04 04:59:59,2000.0,102,0,32,-1,30,1,0,47,1,0,0,2020/07/29 05:00:00
2020/08/04 04:59:59,2000.0,102,0,42,-1,40,1,0,48,1,0,0,2020/07/29 05:00:00
2020/08/12 04:59:59,2000.0,103,0,34,-1,30,1,0,49,1,0,0,2020/08/02 05:00:00
2020/08/12 04:59:59,2000.0,103,0,44,-1,40,1,0,50,1,0,0,2020/08/02 05:00:00
2020/08/22 23:59:59,2000.0,6004,0,151,-1,80,1,0,51,1,0,0,2020/08/03 11:00:00
2020/08/22 23:59:59,2000.0,6005,0,152,-1,80,1,0,52,1,0,0,2020/08/03 11:00:00
2020/08/07 04:59:49,2000.0,6004,0,131,-1,30,1,0,53,1,0,0,2020/08/03 11:00:00
2020/08/07 04:59:49,2000.0,6004,0,141,-1,40,1,0,54,1,0,0,2020/08/03 11:00:00
2020/08/07 04:59:49,2000.0,6005,0,132,-1,30,1,0,55,1,0,0,2020/08/03 11:00:00
2020/08/07 04:59:49,2000.0,6005,0,142,-1,40,1,0,56,1,0,0,2020/08/03 11:00:00
2020/08/21 04:59:59,2000.0,104,0,45,-1,40,1,0,57,1,0,0,2020/08/11 05:00:00
2020/08/19 04:59:59,3000.0,103,0,34,-1,30,1,0,58,1,0,0,2020/08/13 05:00:00
2020/08/19 04:59:59,3000.0,103,0,44,-1,40,1,0,59,1,0,0,2020/08/13 05:00:00
2020/08/24 04:59:59,3000.0,101,0,31,-1,30,1,0,60,1,0,0,2020/08/19 05:00:00
2020/08/24 04:59:59,3000.0,101,0,41,-1,40,1,0,61,1,0,0,2020/08/19 05:00:00
2020/08/30 04:59:59,3000.0,102,0,32,-1,30,1,0,62,1,0,0,2020/08/24 05:00:00
2020/08/30 04:59:59,3000.0,102,0,42,-1,40,1,0,63,1,0,0,2020/08/24 05:00:00
2020/09/08 04:59:59,2000.0,103,0,34,-1,30,1,0,64,1,0,0,2020/08/30 05:00:00
2020/09/08 04:59:59,2000.0,103,0,44,-1,40,1,0,65,1,0,0,2020/08/30 05:00:00
2020/09/19 23:59:59,2000.0,6004,0,151,-1,80,1,0,66,1,0,0,2020/08/30 11:00:00
2020/09/19 23:59:59,2000.0,6005,0,152,-1,80,1,0,67,1,0,0,2020/08/30 11:00:00
2020/09/03 04:59:59,2000.0,6004,0,131,-1,30,1,0,68,1,0,0,2020/08/30 11:00:00
2020/09/03 04:59:59,2000.0,6004,0,141,-1,40,1,0,69,1,0,0,2020/08/30 11:00:00
2020/09/03 04:59:59,2000.0,6005,0,132,-1,30,1,0,70,1,0,0,2020/08/30 11:00:00
2020/09/03 04:59:59,2000.0,6005,0,142,-1,40,1,0,71,1,0,0,2020/08/30 11:00:00
2020/09/17 04:59:59,2000.0,104,0,45,-1,40,1,0,72,1,0,0,2020/09/08 05:00:00
2020/09/22 04:59:59,2000.0,101,0,31,-1,30,1,0,73,1,0,0,2020/09/17 05:00:00
2020/09/22 04:59:59,2000.0,101,0,41,-1,40,1,0,74,1,0,0,2020/09/17 05:00:00
2020/09/28 04:59:59,2000.0,102,0,32,-1,30,1,0,75,1,0,0,2020/09/22 05:00:00
2020/09/28 04:59:59,2000.0,102,0,42,-1,40,1,0,76,1,0,0,2020/09/22 05:00:00
2020/10/08 04:59:59,2000.0,103,0,34,-1,30,1,0,77,1,0,0,2020/09/28 05:00:00
2020/10/08 04:59:59,2000.0,103,0,44,-1,40,1,0,78,1,0,0,2020/09/28 05:00:00
2020/10/17 23:59:59,2000.0,6004,0,151,-1,80,1,0,79,1,0,0,2020/09/28 09:00:00
2020/10/17 23:59:59,2000.0,6005,0,152,-1,80,1,0,80,1,0,0,2020/09/28 09:00:00
2020/10/01 04:59:59,2000.0,6004,0,131,-1,30,1,0,81,1,0,0,2020/09/28 09:00:00
2020/10/01 04:59:59,2000.0,6004,0,141,-1,40,1,0,82,1,0,0,2020/09/28 09:00:00
2020/10/01 04:59:59,2000.0,6005,0,132,-1,30,1,0,83,1,0,0,2020/09/28 09:00:00
2020/10/01 04:59:59,2000.0,6005,0,142,-1,40,1,0,84,1,0,0,2020/09/28 09:00:00
2020/10/08 04:59:59,2000.0,109,0,37,-1,30,1,0,85,1,0,0,2020/10/01 05:00:00
2020/10/17 04:59:59,2000.0,104,0,45,-1,40,1,0,86,1,0,0,2020/10/08 05:00:00
2020/10/20 04:59:59,3000.0,101,0,31,-1,30,1,0,87,1,0,0,2020/10/15 05:00:00
2020/10/20 04:59:59,3000.0,101,0,41,-1,40,1,0,88,1,0,0,2020/10/15 05:00:00
2020/10/26 04:59:59,3000.0,102,0,32,-1,30,1,0,89,1,0,0,2020/10/20 05:00:00
2020/10/26 04:59:59,3000.0,102,0,42,-1,40,1,0,90,1,0,0,2020/10/20 05:00:00
2020/11/06 04:59:59,3000.0,103,0,34,-1,30,1,0,91,1,0,0,2020/10/26 05:00:00
2020/11/06 04:59:59,3000.0,103,0,44,-1,40,1,0,92,1,0,0,2020/10/26 05:00:00
2020/11/14 23:59:59,2000.0,6004,0,151,-1,80,1,0,93,1,0,0,2020/10/26 11:00:00
2020/11/14 23:59:59,2000.0,6005,0,152,-1,80,1,0,94,1,0,0,2020/10/26 11:00:00
2020/10/29 04:59:59,2000.0,6004,0,131,-1,30,1,0,95,1,0,0,2020/10/26 11:00:00
2020/10/29 04:59:59,2000.0,6004,0,141,-1,40,1,0,96,1,0,0,2020/10/26 11:00:00
2020/10/29 04:59:59,2000.0,6005,0,132,-1,30,1,0,97,1,0,0,2020/10/26 11:00:00
2020/10/29 04:59:59,2000.0,6005,0,142,-1,40,1,0,98,1,0,0,2020/10/26 11:00:00
2020/11/06 04:59:59,2000.0,101,0,31,-1,30,1,0,99,1,0,0,2020/11/01 05:00:00
2020/11/06 04:59:59,2000.0,101,0,41,-1,40,1,0,100,1,0,0,2020/11/01 05:00:00
2020/11/16 04:59:59,2000.0,104,0,45,-1,40,1,0,101,1,0,0,2020/11/06 05:00:00
2020/11/17 04:59:59,2000.0,101,0,31,-1,30,1,0,102,1,0,0,2020/11/12 05:00:00
2020/11/17 04:59:59,2000.0,101,0,41,-1,40,1,0,103,1,0,0,2020/11/12 05:00:00
2020/11/23 04:59:59,2000.0,102,0,32,-1,30,1,0,104,1,0,0,2020/11/17 05:00:00
2020/11/23 04:59:59,2000.0,102,0,42,-1,40,1,0,105,1,0,0,2020/11/17 05:00:00
2020/12/03 04:59:59,2000.0,103,0,34,-1,30,1,0,106,1,0,0,2020/11/23 05:00:00
2020/12/03 04:59:59,2000.0,103,0,44,-1,40,1,0,107,1,0,0,2020/11/23 05:00:00
2020/12/07 23:59:59,2000.0,6004,0,151,-1,80,1,0,108,1,0,0,2020/11/23 11:00:00
2020/12/07 23:59:59,2000.0,6005,0,152,-1,80,1,0,109,1,0,0,2020/11/23 11:00:00
2020/12/13 04:59:59,2000.0,104,0,45,-1,40,1,0,110,1,0,0,2020/12/03 05:00:00
2020/12/15 04:59:59,2000.0,101,0,31,-1,30,1,0,111,1,0,0,2020/12/10 05:00:00
2020/12/15 04:59:59,2000.0,101,0,41,-1,40,1,0,112,1,0,0,2020/12/10 05:00:00
2020/12/20 04:59:59,2000.0,102,0,32,-1,30,1,0,113,1,0,0,2020/12/15 05:00:00
2020/12/20 04:59:59,2000.0,102,0,42,-1,40,1,0,114,1,0,0,2020/12/15 05:00:00
2020/12/30 04:59:59,2000.0,103,0,34,-1,30,1,0,115,1,0,0,2020/12/20 05:00:00
2020/12/30 04:59:59,2000.0,103,0,44,-1,40,1,0,116,1,0,0,2020/12/20 05:00:00
2021/01/09 04:59:59,2000.0,104,0,45,-1,40,1,0,117,1,0,0,2020/12/30 05:00:00
2021/01/03 23:59:59,2000.0,6004,0,151,-1,80,1,0,118,1,0,0,2020/12/20 11:00:00
2021/01/03 23:59:59,2000.0,6005,0,152,-1,80,1,0,119,1,0,0,2020/12/20 11:00:00
2021/01/14 04:59:59,2000.0,101,0,31,-1,30,1,0,120,1,0,0,2021/01/09 05:00:00
2021/01/14 04:59:59,2000.0,101,0,41,-1,40,1,0,121,1,0,0,2021/01/09 05:00:00
2021/01/19 04:59:59,2000.0,102,0,32,-1,30,1,0,122,1,0,0,2021/01/14 05:00:00
2021/01/19 04:59:59,2000.0,102,0,42,-1,40,1,0,123,1,0,0,2021/01/14 05:00:00
2021/02/01 23:59:59,2000.0,6004,0,151,-1,80,1,0,124,1,0,0,2021/01/18 09:00:00
2021/02/01 23:59:59,2000.0,6005,0,152,-1,80,1,0,125,1,0,0,2021/01/18 09:00:00
2021/01/29 04:59:59,2000.0,103,0,34,-1,30,1,0,126,1,0,0,2021/01/19 05:00:00
2021/01/29 04:59:59,2000.0,103,0,44,-1,40,1,0,127,1,0,0,2021/01/19 05:00:00
2021/02/08 04:59:59,2000.0,104,0,45,-1,40,1,0,128,1,0,0,2021/01/29 05:00:00
2021/02/02 04:59:59,2000.0,101,0,31,-1,30,1,0,129,1,0,0,2021/01/27 05:00:00
2021/02/02 04:59:59,2000.0,101,0,41,-1,40,1,0,130,1,0,0,2021/01/27 05:00:00
2021/02/10 04:59:59,3000.0,101,0,31,-1,30,1,0,131,1,0,0,2021/02/02 05:00:00
2021/02/10 04:59:59,3000.0,101,0,41,-1,40,1,0,132,1,0,0,2021/02/02 05:00:00
2021/02/14 04:59:59,3000.0,102,0,32,-1,30,1,0,133,1,0,0,2021/02/10 05:00:00
2021/02/14 04:59:59,3000.0,102,0,42,-1,40,1,0,134,1,0,0,2021/02/10 05:00:00
2021/02/21 04:59:59,3000.0,103,0,34,-1,30,1,0,135,1,0,0,2021/02/11 05:00:00
2021/02/21 04:59:59,3000.0,103,0,44,-1,40,1,0,136,1,0,0,2021/02/11 05:00:00
2021/02/26 04:59:59,2000.0,101,0,31,-1,30,1,0,137,1,0,0,2021/02/21 05:00:00
2021/02/26 04:59:59,2000.0,101,0,41,-1,40,1,0,138,1,0,0,2021/02/21 05:00:00
2021/03/09 04:59:59,3000.0,101,0,31,-1,30,1,0,139,1,0,0,2021/02/26 05:00:00
2021/03/09 04:59:59,3000.0,101,0,41,-1,40,1,0,140,1,0,0,2021/02/26 05:00:00
2021/03/04 04:59:59,2000.0,104,0,45,-1,40,1,0,141,1,0,0,2021/02/22 05:00:00
2021/02/28 23:59:59,2000.0,6004,0,151,-1,80,1,0,142,1,0,0,2021/02/14 11:00:00
2021/02/28 23:59:59,2000.0,6005,0,152,-1,80,1,0,143,1,0,0,2021/02/14 11:00:00
2021/03/15 04:59:59,3000.0,102,0,32,-1,30,1,0,144,1,0,0,2021/03/09 05:00:00
2021/03/15 04:59:59,3000.0,102,0,42,-1,40,1,0,145,1,0,0,2021/03/09 05:00:00
2021/03/25 04:59:59,2000.0,103,0,34,-1,30,1,0,146,1,0,0,2021/03/15 05:00:00
2021/03/25 04:59:59,2000.0,103,0,44,-1,40,1,0,147,1,0,0,2021/03/15 05:00:00
2021/04/04 04:59:59,2000.0,104,0,45,-1,40,1,0,148,1,0,0,2021/03/25 05:00:00
2021/03/29 23:59:59,2000.0,6004,0,151,-1,80,1,0,149,1,0,0,2021/03/15 11:00:00
2021/03/29 23:59:59,2000.0,6005,0,152,-1,80,1,0,150,1,0,0,2021/03/15 11:00:00
2021/04/06 04:59:59,2000.0,103,0,34,-1,30,1,0,151,1,0,0,2021/04/01 05:00:00
2021/04/06 04:59:59,2000.0,103,0,44,-1,40,1,0,152,1,0,0,2021/04/01 05:00:00
2021/04/27 04:59:59,2000.0,103,0,34,-1,30,1,0,153,1,0,0,2021/04/17 05:00:00
2021/04/27 04:59:59,2000.0,103,0,44,-1,40,1,0,154,1,0,0,2021/04/17 05:00:00
2021/04/08 04:59:59,2000.0,101,0,31,-1,30,1,0,155,1,0,0,2021/04/01 05:00:00
2021/04/08 04:59:59,2000.0,101,0,41,-1,40,1,0,156,1,0,0,2021/04/01 05:00:00
2021/04/13 04:59:59,2000.0,109,0,37,-1,30,1,0,157,1,0,0,2021/04/08 05:00:00
2021/04/13 04:59:59,2000.0,102,0,32,-1,30,1,0,158,1,0,0,2021/04/08 05:00:00
2021/04/13 04:59:59,2000.0,102,0,42,-1,40,1,0,159,1,0,0,2021/04/08 05:00:00
2021/04/17 04:59:59,2000.0,101,0,31,-1,30,1,0,160,1,0,0,2021/04/13 05:00:00
2021/04/17 04:59:59,2000.0,101,0,41,-1,40,1,0,161,1,0,0,2021/04/13 05:00:00
2021/05/02 04:59:59,2000.0,104,0,45,-1,40,1,0,162,1,0,0,2021/04/22 05:00:00
2021/04/25 04:59:59,2000.0,101,0,31,-1,30,1,0,163,1,0,0,2021/04/22 05:00:00
2021/04/25 04:59:59,2000.0,101,0,41,-1,40,1,0,164,1,0,0,2021/04/22 05:00:00
2021/04/29 04:59:59,2000.0,109,0,37,-1,30,1,0,165,1,0,0,2021/04/25 05:00:00
2021/05/01 23:59:59,2000.0,6004,0,151,-1,80,1,0,166,1,0,0,2021/04/17 09:00:00
2021/05/01 23:59:59,2000.0,6005,0,152,-1,80,1,0,167,1,0,0,2021/04/17 09:00:00
2021/05/07 04:59:59,3000.0,101,0,31,-1,30,1,0,168,1,0,0,2021/05/02 05:00:00
2021/05/07 04:59:59,3000.0,101,0,41,-1,40,1,0,169,1,0,0,2021/05/02 05:00:00
2021/05/11 04:59:59,2000.0,103,0,34,-1,30,1,0,170,1,0,0,2021/05/07 05:00:00
2021/05/11 04:59:59,2000.0,103,0,44,-1,40,1,0,171,1,0,0,2021/05/07 05:00:00
2021/05/12 04:59:59,3000.0,102,0,32,-1,30,1,0,172,1,0,0,2021/05/07 05:00:00
2021/05/12 04:59:59,3000.0,102,0,42,-1,40,1,0,173,1,0,0,2021/05/07 05:00:00
2021/05/15 04:59:59,2000.0,101,0,31,-1,30,1,0,174,1,0,0,2021/05/12 05:00:00
2021/05/15 04:59:59,2000.0,101,0,41,-1,40,1,0,175,1,0,0,2021/05/12 05:00:00
2021/05/20 04:59:59,2000.0,103,0,34,-1,30,1,0,176,1,0,0,2021/05/15 05:00:00
2021/05/20 04:59:59,2000.0,103,0,44,-1,40,1,0,177,1,0,0,2021/05/15 05:00:00
2021/05/22 04:59:59,2000.0,102,0,32,-1,30,1,0,178,1,0,0,2021/05/15 05:00:00
2021/05/22 04:59:59,2000.0,102,0,42,-1,40,1,0,179,1,0,0,2021/05/15 05:00:00
2021/05/11 23:59:59,2000.0,7004,0,251,-1,80,1,0,180,1,0,0,2021/05/04 11:00:00
2021/05/11 23:59:59,2000.0,7005,0,252,-1,80,1,0,181,1,0,0,2021/05/04 11:00:00
2021/05/27 23:59:59,2000.0,6004,0,151,-1,80,1,0,182,1,0,0,2021/05/15 09:00:00
2021/05/27 23:59:59,2000.0,6005,0,152,-1,80,1,0,183,1,0,0,2021/05/15 09:00:00
2021/05/25 04:59:59,2000.0,104,0,45,-1,40,1,0,184,1,0,0,2021/05/20 05:00:00
2021/05/29 04:59:59,2000.0,103,0,34,-1,30,1,0,185,1,0,0,2021/05/25 05:00:00
2021/05/29 04:59:59,2000.0,103,0,44,-1,40,1,0,186,1,0,0,2021/05/25 05:00:00
2021/05/28 04:59:59,2000.0,101,0,31,-1,30,1,0,187,1,0,0,2021/05/25 05:00:00
2021/05/28 04:59:59,2000.0,101,0,41,-1,40,1,0,188,1,0,0,2021/05/25 05:00:00
2021/06/01 04:59:59,2000.0,109,0,37,-1,30,1,0,189,1,0,0,2021/05/28 05:00:00
2021/06/05 04:59:59,2000.0,103,0,34,-1,30,1,0,190,1,0,0,2021/05/31 05:00:00
2021/06/05 04:59:59,2000.0,103,0,44,-1,40,1,0,191,1,0,0,2021/05/31 05:00:00
2021/06/08 04:59:59,2000.0,101,0,31,-1,30,1,0,192,1,0,0,2021/06/01 05:00:00
2021/06/08 04:59:59,2000.0,101,0,41,-1,40,1,0,193,1,0,0,2021/06/01 05:00:00
2021/06/08 04:59:59,2000.0,104,0,45,-1,40,1,0,194,1,0,0,2021/05/29 05:00:00
2021/06/04 23:59:59,2000.0,7004,0,251,-1,80,1,0,195,1,0,0,2021/05/28 09:00:00
2021/06/04 23:59:59,2000.0,7005,0,252,-1,80,1,0,196,1,0,0,2021/05/28 09:00:00
2021/06/14 04:59:59,2000.0,102,0,32,-1,30,1,0,197,1,0,0,2021/06/08 05:00:00
2021/06/14 04:59:59,2000.0,102,0,42,-1,40,1,0,198,1,0,0,2021/06/08 05:00:00
2021/06/25 04:59:59,2000.0,103,0,34,-1,30,1,0,199,1,0,0,2021/06/14 05:00:00
2021/06/25 04:59:59,2000.0,103,0,44,-1,40,1,0,200,1,0,0,2021/06/14 05:00:00
2021/06/23 04:59:59,2000.0,101,0,31,-1,30,1,0,201,1,0,0,2021/06/19 05:00:00
2021/06/23 04:59:59,2000.0,101,0,41,-1,40,1,0,202,1,0,0,2021/06/19 05:00:00
2021/07/04 04:59:59,2000.0,101,0,31,-1,30,1,0,203,1,0,0,2021/06/26 05:00:00
2021/07/04 04:59:59,2000.0,101,0,41,-1,40,1,0,204,1,0,0,2021/06/26 05:00:00
2021/07/03 04:59:59,2000.0,104,0,45,-1,40,1,0,205,1,0,0,2021/06/23 05:00:00
2021/07/01 04:59:59,2000.0,103,0,34,-1,30,1,0,206,1,0,0,2021/06/27 05:00:00
2021/07/01 04:59:59,2000.0,103,0,44,-1,40,1,0,207,1,0,0,2021/06/27 05:00:00
2021/06/26 23:59:59,2000.0,6004,0,151,-1,80,1,0,208,1,0,0,2021/06/14 11:00:00
2021/06/26 23:59:59,2000.0,6005,0,152,-1,80,1,0,209,1,0,0,2021/06/14 11:00:00
2021/07/09 04:59:59,2000.0,109,0,37,-1,30,1,0,210,1,0,0,2021/07/03 05:00:00
2021/07/09 04:59:59,2000.0,102,0,32,-1,30,1,0,211,1,0,0,2021/07/03 05:00:00
2021/07/09 04:59:59,2000.0,102,0,42,-1,40,1,0,212,1,0,0,2021/07/03 05:00:00
2021/07/12 04:59:59,2000.0,101,0,31,-1,30,1,0,213,1,0,0,2021/07/09 05:00:00
2021/07/12 04:59:59,2000.0,101,0,41,-1,40,1,0,214,1,0,0,2021/07/09 05:00:00
2021/07/18 04:59:59,2000.0,103,0,34,-1,30,1,0,215,1,0,0,2021/07/12 05:00:00
2021/07/18 04:59:59,2000.0,103,0,44,-1,40,1,0,216,1,0,0,2021/07/12 05:00:00
2021/07/05 23:59:59,2000.0,7004,0,251,-1,80,1,0,217,1,0,0,2021/06/28 09:00:00
2021/07/05 23:59:59,2000.0,7005,0,252,-1,80,1,0,218,1,0,0,2021/06/28 09:00:00
2021/07/20 04:59:59,2000.0,101,0,31,-1,30,1,0,219,1,0,0,2021/07/15 05:00:00
2021/07/20 04:59:59,2000.0,101,0,41,-1,40,1,0,220,1,0,0,2021/07/15 05:00:00
2021/07/24 04:59:59,2000.0,109,0,37,-1,30,1,0,221,1,0,0,2021/07/20 05:00:00
2021/08/01 04:59:59,2000.0,104,0,45,-1,40,1,0,222,1,0,0,2021/07/22 05:00:00
2021/07/26 23:59:59,2000.0,6004,0,151,-1,80,1,0,223,1,0,0,2021/07/12 11:00:00
2021/07/26 23:59:59,2000.0,6005,0,152,-1,80,1,0,224,1,0,0,2021/07/12 11:00:00
2021/08/02 04:59:59,2000.0,103,0,34,-1,30,1,0,225,1,0,0,2021/07/24 05:00:00
2021/08/02 04:59:59,2000.0,103,0,44,-1,40,1,0,226,1,0,0,2021/07/24 05:00:00
2021/07/31 04:59:59,2000.0,101,0,31,-1,30,1,0,227,1,0,0,2021/07/24 05:00:00
2021/07/31 04:59:59,2000.0,101,0,41,-1,40,1,0,228,1,0,0,2021/07/24 05:00:00
2021/08/06 04:59:59,2000.0,102,0,32,-1,30,1,0,229,1,0,0,2021/07/31 05:00:00
2021/08/06 04:59:59,2000.0,102,0,42,-1,40,1,0,230,1,0,0,2021/07/31 05:00:00
2021/08/06 04:59:59,2000.0,109,0,37,-1,30,1,0,231,1,0,0,2021/08/03 05:00:00
2021/08/09 04:59:59,2000.0,101,0,31,-1,30,1,0,232,1,0,0,2021/08/06 05:00:00
2021/08/09 04:59:59,2000.0,101,0,41,-1,40,1,0,233,1,0,0,2021/08/06 05:00:00
2021/08/15 04:59:59,2000.0,103,0,34,-1,30,1,0,234,1,0,0,2021/08/09 05:00:00
2021/08/15 04:59:59,2000.0,103,0,44,-1,40,1,0,235,1,0,0,2021/08/09 05:00:00
2021/08/03 23:59:59,2000.0,7004,0,251,-1,80,1,0,236,1,0,0,2021/07/27 09:00:00
2021/08/03 23:59:59,2000.0,7005,0,252,-1,80,1,0,237,1,0,0,2021/07/27 09:00:00
2021/08/20 04:59:59,2000.0,101,0,31,-1,30,1,0,238,1,0,0,2021/08/15 05:00:00
2021/08/20 04:59:59,2000.0,101,0,41,-1,40,1,0,239,1,0,0,2021/08/15 05:00:00
2021/08/30 04:59:59,2000.0,104,0,45,-1,40,1,0,240,1,0,0,2021/08/20 05:00:00
2021/08/25 04:59:59,2000.0,103,0,34,-1,30,1,0,241,1,0,0,2021/08/21 05:00:00
2021/08/25 04:59:59,2000.0,103,0,44,-1,40,1,0,242,1,0,0,2021/08/21 05:00:00
2021/08/28 04:59:59,3000.0,101,0,31,-1,30,1,0,243,1,0,0,2021/08/21 05:00:00
2021/08/28 04:59:59,3000.0,101,0,41,-1,40,1,0,244,1,0,0,2021/08/21 05:00:00
2021/08/22 23:59:59,2000.0,6004,0,151,-1,80,1,0,245,1,0,0,2021/08/09 11:00:00
2021/08/22 23:59:59,2000.0,6005,0,152,-1,80,1,0,246,1,0,0,2021/08/09 11:00:00
2021/09/03 04:59:59,2000.0,109,0,37,-1,30,1,0,247,1,0,0,2021/08/28 05:00:00
2021/09/03 04:59:59,3000.0,102,0,32,-1,30,1,0,248,1,0,0,2021/08/28 05:00:00
2021/09/03 04:59:59,3000.0,102,0,42,-1,40,1,0,249,1,0,0,2021/08/28 05:00:00
2021/09/06 04:59:59,2000.0,101,0,31,-1,30,1,0,250,1,0,0,2021/09/03 05:00:00
2021/09/06 04:59:59,2000.0,101,0,41,-1,40,1,0,251,1,0,0,2021/09/03 05:00:00
2021/09/12 04:59:59,2000.0,103,0,34,-1,30,1,0,252,1,0,0,2021/09/06 05:00:00
2021/09/12 04:59:59,2000.0,103,0,44,-1,40,1,0,253,1,0,0,2021/09/06 05:00:00
2021/09/10 04:59:59,2000.0,101,0,91,-1,100,1,0,254,1,0,0,2021/09/06 05:00:00
2021/09/10 04:59:59,2000.0,102,0,92,-1,100,1,0,255,1,0,0,2021/09/06 05:00:00
