id,unit_id,end_time,start_time,rarity,exchange_id,pickup_gacha_id,gacha_bonus_id
165,113901,2022/10/10 10:59:59,2022/09/30 11:00:00,3,98,0,1028
166,111401,2022/10/14 10:59:59,2022/10/10 11:00:00,3,99,0,0
167,106501,2022/10/14 10:59:59,2022/10/10 11:00:00,3,99,0,0
168,114001,2022/10/26 10:59:59,2022/10/14 11:00:00,3,100,0,1029
169,108101,2022/10/31 10:59:59,2022/10/26 11:00:00,3,101,0,0
170,108301,2022/10/31 10:59:59,2022/10/26 11:00:00,3,101,0,0
171,114201,2022/11/10 10:59:59,2022/10/31 11:00:00,3,102,0,1030
172,109701,2022/11/21 10:59:59,2022/11/10 11:00:00,3,103,0,0
173,109901,2022/11/21 10:59:59,2022/11/10 11:00:00,3,103,0,0
174,114301,2022/11/30 10:59:59,2022/11/21 11:00:00,3,104,0,1031
175,114401,2022/12/10 10:59:59,2022/11/30 11:00:00,3,105,0,1032
176,111501,2022/12/21 10:59:59,2022/12/10 11:00:00,3,106,0,0
177,111701,2022/12/21 10:59:59,2022/12/10 11:00:00,3,106,0,0
178,108401,2022/12/21 10:59:59,2022/12/10 11:00:00,3,106,0,0
179,108601,2022/12/21 10:59:59,2022/12/10 11:00:00,3,106,0,0
180,114501,2022/12/31 10:59:59,2022/12/21 11:00:00,3,107,0,1033
181,180101,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,1034
182,106801,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
183,180201,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
184,180501,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
185,180401,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
186,107001,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
187,106101,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
188,107101,2023/01/03 17:59:59,2022/12/31 11:00:00,3,108,0,0
189,111801,2023/01/12 10:59:59,2023/01/03 18:00:00,3,109,0,1035
190,112001,2023/01/17 10:59:59,2023/01/12 11:00:00,3,110,0,0
191,111901,2023/01/17 10:59:59,2023/01/12 11:00:00,3,110,0,0
192,108801,2023/01/31 10:59:59,2023/01/26 11:00:00,3,111,0,0
193,108701,2023/01/31 10:59:59,2023/01/26 11:00:00,3,111,0,0
194,115001,2023/01/26 10:59:59,2023/01/17 11:00:00,3,112,0,1036
195,115501,2023/02/10 10:59:59,2023/01/31 11:00:00,3,113,0,1037
196,112201,2023/02/15 10:59:59,2023/02/10 11:00:00,3,114,0,0
197,109101,2023/02/15 10:59:59,2023/02/10 11:00:00,3,114,0,0
198,106401,2023/02/23 10:59:59,2023/02/15 11:00:00,3,115,0,1038
199,113101,2023/02/28 10:59:59,2023/02/23 11:00:00,3,117,0,0
200,115701,2023/02/28 10:59:59,2023/02/23 11:00:00,3,118,0,1039
201,180601,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,1040
202,180101,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
203,106801,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
204,180201,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
205,180501,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
206,180401,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
207,107001,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
208,106101,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
209,107101,2023/03/03 17:59:59,2023/02/28 11:00:00,3,119,0,0
210,115901,2023/03/12 10:59:59,2023/03/03 18:00:00,3,120,0,1041
211,112401,2023/03/24 10:59:59,2023/03/08 11:00:00,3,121,0,0
212,112501,2023/03/24 10:59:59,2023/03/08 11:00:00,3,121,0,0
213,113401,2023/03/22 10:59:59,2023/03/12 11:00:00,3,122,0,0
214,116001,2023/03/31 10:59:59,2023/03/22 11:00:00,3,123,0,1042
215,116301,2023/04/08 10:59:59,2023/03/31 11:00:00,3,125,0,1043
216,111001,2023/04/15 10:59:59,2023/04/08 11:00:00,3,126,0,0
217,110901,2023/04/15 10:59:59,2023/04/08 11:00:00,3,126,0,0
218,116201,2023/04/25 10:59:59,2023/04/18 18:00:00,3,127,0,1044
219,113901,2023/04/28 10:59:59,2023/04/22 11:00:00,3,128,0,0
220,107101,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,1045
221,180301,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
222,180601,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
223,180101,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
224,106801,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
225,180201,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
226,180501,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
227,180401,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
228,107001,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
229,106101,2023/04/28 10:59:59,2023/04/26 11:00:00,3,129,0,0
230,116501,2023/05/11 10:59:59,2023/04/28 11:00:00,3,130,0,1046
231,112701,2023/05/21 10:59:59,2023/05/11 11:00:00,3,131,0,0
232,112801,2023/05/21 10:59:59,2023/05/11 11:00:00,3,131,0,0
233,116601,2023/05/31 10:59:59,2023/05/21 11:00:00,3,133,0,1047
234,116701,2023/06/09 10:59:59,2023/05/31 11:00:00,3,134,0,1048
235,112901,2023/06/16 10:59:59,2023/06/09 11:00:00,3,135,0,0
236,106601,2023/06/16 10:59:59,2023/06/09 11:00:00,3,135,0,0
237,110301,2023/06/20 10:59:59,2023/06/16 11:00:00,3,136,0,0
238,110001,2023/06/20 10:59:59,2023/06/16 11:00:00,3,136,0,0
239,116901,2023/06/24 10:59:59,2023/06/16 11:00:00,3,137,0,1049
240,107801,2023/06/24 10:59:59,2023/06/20 11:00:00,3,138,0,0
241,107501,2023/06/24 10:59:59,2023/06/20 11:00:00,3,138,0,0
242,114401,2023/06/30 10:59:59,2023/06/24 11:00:00,3,139,0,0
243,180301,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,1050
244,180601,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
245,180101,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
246,106801,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
247,180201,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
248,180501,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
249,180401,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
250,107001,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
251,106101,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
252,107101,2023/04/18 17:59:59,2023/04/15 11:00:00,3,140,0,0
253,117001,2023/07/12 10:59:59,2023/06/30 11:00:00,3,141,0,1051
254,113101,2023/07/15 10:59:59,2023/07/08 11:00:00,3,142,0,0
255,107701,2023/07/19 10:59:59,2023/07/15 11:00:00,3,143,0,0
256,107901,2023/07/19 10:59:59,2023/07/15 11:00:00,3,143,0,0
257,117101,2023/07/24 10:59:59,2023/07/15 11:00:00,3,144,0,1052
258,110401,2023/07/24 10:59:59,2023/07/19 11:00:00,3,145,0,0
259,111801,2023/07/24 10:59:59,2023/07/19 11:00:00,3,146,0,0
260,115001,2023/07/24 10:59:59,2023/07/19 11:00:00,3,146,0,0
261,117201,2023/08/09 10:59:59,2023/07/31 11:00:00,3,147,0,1053
262,113401,2023/08/15 10:59:59,2023/08/09 11:00:00,3,148,0,0
263,117301,2023/08/23 10:59:59,2023/08/15 11:00:00,3,149,0,1054
264,115501,2023/08/31 10:59:59,2023/08/23 11:00:00,3,150,0,0
265,180701,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,1055
266,180301,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
267,180601,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
268,180101,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
269,106801,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
270,180201,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
271,180501,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
272,180401,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
273,107001,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
274,106101,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
275,107101,2023/09/03 17:59:59,2023/08/31 11:00:00,3,151,0,0
276,117501,2023/09/08 10:59:59,2023/09/03 18:00:00,3,152,0,1056
277,113701,2023/09/13 10:59:59,2023/09/08 11:00:00,3,153,0,0
278,113801,2023/09/13 10:59:59,2023/09/08 11:00:00,3,153,0,0
279,117601,2023/09/18 10:59:59,2023/09/13 11:00:00,3,154,0,1057
280,118001,2023/09/24 10:59:59,2023/09/18 11:00:00,3,155,0,1058
281,108101,2023/09/30 10:59:59,2023/09/24 11:00:00,3,156,0,0
282,108301,2023/09/30 10:59:59,2023/09/24 11:00:00,3,156,0,0
283,110601,2023/09/30 10:59:59,2023/09/24 11:00:00,3,157,0,0
284,117701,2023/10/08 10:59:59,2023/09/30 11:00:00,3,158,0,1059
285,113901,2023/10/15 10:59:59,2023/10/08 11:00:00,3,159,0,0
286,117901,2023/10/22 10:59:59,2023/10/15 11:00:00,3,160,0,1060
287,170101,2023/10/31 10:59:59,2023/10/17 11:00:00,3,803,0,0
288,170201,2023/10/31 10:59:59,2023/10/17 11:00:00,3,803,0,0
289,111101,2023/10/31 10:59:59,2023/10/22 11:00:00,3,161,0,0
290,106701,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,1061
291,180701,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
292,180301,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
293,180601,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
294,180101,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
295,106801,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
296,180201,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
297,180501,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
298,180401,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
299,107001,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
300,106101,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
301,107101,2023/11/03 17:59:59,2023/10/31 11:00:00,3,162,0,0
302,119001,2023/11/11 10:59:59,2023/11/03 18:00:00,3,163,0,1062
303,114201,2023/11/16 10:59:59,2023/11/11 11:00:00,3,164,0,0
304,114301,2023/11/16 10:59:59,2023/11/11 11:00:00,3,164,0,0
305,119101,2023/11/24 10:59:59,2023/11/16 11:00:00,3,166,0,1063
306,108401,2023/11/30 10:59:59,2023/11/24 11:00:00,3,167,0,0
307,108601,2023/11/30 10:59:59,2023/11/24 11:00:00,3,167,0,0
308,119901,2023/12/08 10:59:59,2023/11/30 11:00:00,3,168,0,1064
309,114401,2023/12/15 09:59:59,2023/12/08 11:00:00,3,169,0,0
310,111501,2023/12/20 10:59:59,2023/12/15 10:00:00,3,170,0,0
311,119301,2023/12/29 10:59:59,2023/12/20 11:00:00,3,171,0,1065
312,180801,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,1066
313,106701,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
314,180701,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
315,180301,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
316,180601,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
317,180101,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
318,106801,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
319,180201,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
320,180501,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
321,180401,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
322,107001,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
323,106101,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
324,107101,2024/01/01 17:59:59,2023/12/29 11:00:00,3,172,0,0
325,120701,2024/01/11 10:59:59,2024/01/01 18:00:00,3,173,0,1067
326,111801,2024/01/15 10:59:59,2024/01/11 11:00:00,3,174,0,0
327,115001,2024/01/15 10:59:59,2024/01/11 11:00:00,3,174,0,0
328,120901,2024/01/24 10:59:59,2024/01/15 11:00:00,3,175,0,1068
329,108801,2024/01/27 10:59:59,2024/01/24 11:00:00,3,176,0,0
330,108701,2024/01/27 10:59:59,2024/01/24 11:00:00,3,176,0,0
331,112001,2024/01/31 10:59:59,2024/01/27 11:00:00,3,177,0,0
332,111901,2024/01/31 10:59:59,2024/01/27 11:00:00,3,177,0,0
333,121001,2024/02/08 10:59:59,2024/01/31 11:00:00,3,178,0,1069
334,116401,2024/02/18 10:59:59,2024/02/08 11:00:00,3,179,0,1070
335,115501,2024/02/27 10:59:59,2024/02/18 11:00:00,3,180,0,0
336,121101,2024/02/27 10:59:59,2024/02/18 11:00:00,3,181,0,1071
337,117001,2024/03/02 10:59:59,2024/02/27 11:00:00,3,182,0,0
338,118101,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,1072
339,180801,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
340,106701,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
341,180701,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
342,180301,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
343,180601,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
344,180101,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
345,106801,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
346,180201,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
347,180501,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
348,180401,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
349,107001,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
350,106101,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
351,107101,2024/03/05 17:59:59,2024/03/02 11:00:00,3,183,0,0
352,121301,2024/03/11 10:59:59,2024/03/03 11:00:00,3,184,0,1073
353,107801,2024/03/11 10:59:59,2024/03/08 11:00:00,3,185,0,0
354,107501,2024/03/11 10:59:59,2024/03/08 11:00:00,3,185,0,0
355,115901,2024/03/15 10:59:59,2024/03/11 11:00:00,3,186,0,0
356,116001,2024/03/15 10:59:59,2024/03/11 11:00:00,3,186,0,0
357,121401,2024/03/24 10:59:59,2024/03/15 11:00:00,3,187,0,1074
