limit_num,item_type,end_time,value,gojuon_order,item_name,start_time,price,promotion_level,item_id,description,sell_check_disp
999,21,2099/12/31 23:59:59,26,0,辉光球 / 等级280,2025/08/14 11:00:00,0,1,21905,所有角色都可以使用的辉光球。角色的属性值可以强化至等级280/品级29。,0
999,23,2099/12/31 23:59:59,10001,0,专用装备１辉光球 / 等级240,2024/06/14 11:00:00,0,1,21951,所有角色都可以使用的专用装备1的辉光球。可以制作专用装备1，强化至等级240。,0
999,23,2099/12/31 23:59:59,10002,0,专用装备１辉光球 / 等级270,2025/04/15 11:00:00,0,1,21952,所有角色都可以使用的专用装备1的辉光球。可以制作专用装备1，强化至等级270。,0
999,23,2099/12/31 23:59:59,10003,0,专用装备1辉光球 / 等级290,2015/12/17 15:00:00,0,1,21953,所有角色都可以使用的专用装备1的辉光球。可以制作专用装备1，强化至等级290。,0
999,23,2099/12/31 23:59:59,10004,0,专用装备１辉光球 / 等级340,2026/04/15 11:00:00,0,1,21954,所有角色都可以使用的专用装备1的辉光球。可以制作专用装备1，强化至等级340。,0
999999,3,2099/12/31 23:59:59,10,0,精炼石,2020/01/01 0:00:00,120,1,22001,用于角色的装备强化，装备强化点数增加10。,0
999999,3,2099/12/31 23:59:59,60,0,上等精炼石,2020/01/01 0:00:00,720,2,22002,用于角色的装备强化，装备强化点数增加60。,0
999999,3,2099/12/31 23:59:59,200,0,精炼结晶,2020/01/01 0:00:00,2400,3,22003,用于角色的装备强化，装备强化点数增加200。,0
999999,5,2099/12/31 23:59:59,0,0,扫荡券,2020/01/01 0:00:00,0,1,23001,可快速通关已获得★3评价的战斗。,0
999999,5,2099/12/31 23:59:59,0,0,加速券,2024/10/31 11:00:00,0,1,23002,能够缩短在探险中冒险所需的时间。,0
999999,5,2099/12/31 23:59:59,0,0,精通券,2026/04/15 11:00:00,0,1,23003,可以抽取1次精通扭蛋的券。,0
999,8,2099/12/31 23:59:59,0,0,白金扭蛋券,2020/01/01 0:00:00,0,1,24001,可抽取白金扭蛋或精选扭蛋1次的扭蛋券。,0
999,8,2099/12/31 23:59:59,0,0,豪华扭蛋券,2020/01/01 0:00:00,0,1,24002,可抽取白金扭蛋或精选扭蛋10次的豪华扭蛋券。,0
999,10,2099/12/31 23:59:59,0,0,共斗券,2020/01/01 0:00:00,0,1,24003,共斗时使用，能让通关报酬更豪华的券。,0
999,8,2099/12/31 23:59:59,0,0,豪华扭蛋券,2023/12/29 11:00:00,0,1,24004,可抽取白金扭蛋或精选扭蛋10次的豪华扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,★3必得 公主连结庆典纪念扭蛋券,2023/02/28 11:00:00,0,1,24009,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,★3必得 公主连结庆典2025纪念扭蛋券1,2025/04/17 05:00:00,0,1,24014,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,★3必得 5周年纪念扭蛋券,2025/04/17 05:00:00,0,1,24015,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,★3必得 新人冲刺扭蛋券,2025/02/13 11:00:00,0,1,24016,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2030/08/01 14:59:59,0,0,★3必得 公主连结庆典2025纪念扭蛋券2,2025/10/13 11:00:00,0,1,24017,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,★3必得 公主连结庆典2026纪念扭蛋券,2026/04/15 11:00:00,0,1,24018,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,6周年扭蛋券(火)2026,2026/04/15 11:00:00,0,1,24019,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,6周年精选扭蛋券(火)2026,2026/04/15 11:00:00,0,1,24020,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,6周年扭蛋券(暗)2026,2026/04/15 11:00:00,0,1,24021,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,6周年精选扭蛋券(暗)2026,2026/04/15 11:00:00,0,1,24022,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,★3必得 新手冲刺任务扭蛋券,2026/04/15 11:00:00,0,1,24027,可以获得随机1名范围内★3角色的特别扭蛋券。,0
999,17,2099/12/31 23:59:59,0,0,回归10连扭蛋券,2026/04/15 11:00:00,0,1,24028,可以抽取10次专用扭蛋的扭蛋券。第10次必会出现★3角色。,0
999,17,2099/12/31 23:59:59,0,0,回归SP10连扭蛋券,2026/04/15 11:00:00,0,1,24029,可以抽取10次专用扭蛋的扭蛋券。第10次必会出现★3角色。,0
99999,20,2099/12/31 23:59:59,0,0,公主宝珠,2021/09/06 09:00:00,0,1,25001,能唤醒角色巨大力量的道具。,0
999999999,29,2099/12/31 23:59:59,0,30,星幽光球（火）,2015/12/17 15:00:00,0,1,25011,构成世界的属性之力——星幽中的火属性结晶化所形成的宝玉。使用后可以激活对应的属性。,0
999999999,29,2099/12/31 23:59:59,0,50,星幽光球（水）,2015/12/17 15:00:00,0,1,25012,构成世界的属性之力——星幽中的水属性结晶化所形成的宝玉。使用后可以激活对应的属性。,0
999999999,29,2099/12/31 23:59:59,0,20,星幽光球（风）,2015/12/17 15:00:00,0,1,25013,构成世界的属性之力——星幽中的风属性结晶化所形成的宝玉。使用后可以激活对应的属性。,0
999999999,29,2099/12/31 23:59:59,0,40,星幽光球（光）,2015/12/17 15:00:00,0,1,25014,构成世界的属性之力——星幽中的光属性结晶化所形成的宝玉。使用后可以激活对应的属性。,0
999999999,29,2099/12/31 23:59:59,0,60,星幽光球（暗）,2015/12/17 15:00:00,0,1,25015,构成世界的属性之力——星幽中的暗属性结晶化所形成的宝玉。使用后可以激活对应的属性。,0
999999999,29,2099/12/31 23:59:59,0,10,星幽碎片,2015/12/17 15:00:00,0,1,25021,构成世界的属性之力——星幽的结晶。由于内部所隐含的属性尚未分化，处于不稳定状态，因此一旦激活，将释放出庞大的属性之力。,0
9999,29,2099/12/31 23:59:59,0,0,大师碎片,2015/12/17 15:00:00,0,1,25101,由于星幽的显现而形成的宝珠。它由未知物质构成，使用后不知为何竟能强化并扩展公主骑士的权能。,0
99999,29,2099/12/31 23:59:59,0,0,大师碎片（残片）,2015/12/17 15:00:00,0,1,25102,由于星幽的显现而形成的大师碎片的残片。它们具有相互吸引的特性，集齐多个后可以拼合成完整的大师碎片。,0
999,9,2099/12/31 23:59:59,0,0,露娜币,2020/01/01 0:00:00,0,1,26101,只有挑战过露娜之塔的人才能获得的珍贵硬币，仅在阿斯特朗的商店流通。,0
999999999,25,2099/12/31 23:59:59,0,0,特别装备强化pt,2024/10/31 11:00:00,0,1,26201,用于强化特别装备时，会增加1点强化Pt。,0
999999999,25,2099/12/31 23:59:59,0,0,特别装备炼成点数,2015/12/17 15:00:00,0,1,26202,可以用于炼成特别装备。,0
999999999,33,2099/12/31 23:59:59,0,0,炼成光球,2015/12/17 15:00:00,0,1,26203,这是在阿尔凯斯炼金堂的最强秘术究极炼成中使用的宝玉。能将装备自身效果具现化为物质，并附加给特殊的武具。,0
999,17,2099/12/31 23:59:59,0,0,特别角色兑换券,2022/01/28 09:00:00,0,1,27001,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别角色兑换券,2023/02/15 11:00:00,0,1,27002,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别角色兑换券,2023/08/15 11:00:00,0,1,27003,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特殊交换券,2023/12/29 11:00:00,0,1,27004,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,庆典纪念 特殊交换券,2024/02/18 11:00:00,0,1,27005,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券,2024/08/15 11:00:00,0,1,27006,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券,2024/12/31 11:00:00,0,1,27007,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,庆典纪念 特别兑换券,2025/2/13 11:00:00,0,1,27008,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,联动纪念 特别兑换券,2025/04/15 11:00:00,0,1,27009,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券,2025/06/14 11:00:00,0,1,27010,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,新人冲刺 特别兑换券,2025/06/14 11:00:00,0,1,27011,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（限定＋）,2025/08/29 11:00:00,0,1,27012,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别庆典 特别兑换券,2025/09/29 09:00:00,0,1,27013,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（限定＋）,2025/11/14 11:00:00,0,1,27014,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（限定＋）,2026/01/14 11:00:00,0,1,27015,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（限定＋）,2026/03/16 11:00:00,0,1,27017,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（庆典限定＋）,2026/04/15 11:00:00,0,1,27018,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（限定＋）,2026/04/15 11:00:00,0,1,27019,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别兑换券（限定＋）,2026/06/16 11:00:00,0,1,27020,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,新手冲刺角色兑换券,2026/04/15 11:00:00,0,1,27021,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,新手冲刺公主角色兑换券,2026/04/15 11:00:00,0,1,27022,可以兑换特定角色的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别庆典记忆碎片交换券,2025/11/14 11:00:00,0,1,28025,可以兑换特定角色的记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别庆典纯净记忆碎片交换券,2025/11/14 11:00:00,0,1,28026,可以兑换特定角色的纯净记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,5.5周年记忆碎片交换券,2026/01/14 11:00:00,0,1,28027,可以兑换特定角色的记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,5.5周年纯净记忆碎片交换券,2026/01/14 11:00:00,0,1,28028,可以兑换特定角色的纯净记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,2026 新年活动记忆碎片兑换券,2026/03/16 11:00:00,0,1,28029,可以兑换特定角色的记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,2026 新年活动纯净记忆碎片兑换券,2026/03/16 11:00:00,0,1,28030,可以兑换特定角色的纯净记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,6周年 记忆碎片兑换券,2026/04/15 11:00:00,0,1,28031,可以兑换特定角色的记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,6周年 纯净记忆碎片兑换券,2026/04/15 11:00:00,0,1,28032,可以兑换特定角色的纯净记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别庆典记忆碎片兑换券2026,2026/06/16 11:00:00,0,1,28033,可以兑换特定角色的记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别庆典纯净记忆碎片兑换券2026,2026/06/16 11:00:00,0,1,28034,可以兑换特定角色的纯净记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,回归纯净记忆碎片兑换券,2026/04/15 11:00:00,0,1,28035,可以兑换特定角色的纯净记忆碎片的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别★5武器兑换券,2024/10/15 15:00:00,0,1,28501,可以兑换特定的特别★5武器的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别★5防具兑换券,2025/8/15 15:00:00,0,1,28503,可以兑换特定的★5特别防具的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别★4武器交换券,2021/10/15 15:00,0,1,28590,可以兑换特定的特别★4武器的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别★4防具交换券,2021/10/15 15:00,0,1,28591,可以兑换特定的特别★4防具的兑换券。,0
999,17,2099/12/31 23:59:59,0,0,特别★4饰品交换券,2021/10/15 15:00,0,1,28592,可以兑换特定的特别★4饰品的兑换券。,0
1,6,2099/12/31 23:59:59,0,0,记忆碎片,2015/12/17 15:00:00,0,2,31000,封印着角色记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31001,5174112,日和莉的记忆碎片,2020/01/01 0:00:00,0,1,31001,封印着日和莉记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31002,7201112,优衣的记忆碎片,2020/01/01 0:00:00,0,1,31002,封印着优衣记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31003,8301112,怜的记忆碎片,2020/01/01 0:00:00,0,1,31003,封印着怜记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31004,6124112,未奏希的记忆碎片,2020/01/01 0:00:00,0,1,31004,封印着未奏希记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31005,6032112,茉莉的记忆碎片,2020/10/09 11:00:00,0,1,31005,封印着茉莉记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31006,10112,茜里的记忆碎片,2020/01/01 0:00:00,0,1,31006,封印着茜里记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31007,6170112,宫子的记忆碎片,2020/01/01 0:00:00,0,1,31007,封印着宫子记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31008,7211112,雪的记忆碎片,2020/01/01 0:00:00,0,1,31008,封印着雪记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31009,94312,杏奈的记忆碎片,2020/01/01 0:00:00,0,1,31009,封印着杏奈记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31010,6054112,真步的记忆碎片,2020/01/01 0:00:00,0,1,31010,封印着真步记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31011,8144112,璃乃的记忆碎片,2020/01/01 0:00:00,0,1,31011,封印着璃乃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31012,5032112,初音的记忆碎片,2020/01/01 0:00:00,0,1,31012,封印着初音记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31013,4040112,七七香的记忆碎片,2020/12/10 09:00:00,0,1,31013,封印着七七香记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31014,1022112,香澄的记忆碎片,2021/03/15 11:00:00,0,1,31014,封印着香澄记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31015,6120212,美里的记忆碎片,2020/06/23 11:00:00,0,1,31015,封印着美里记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31016,2222112,铃奈的记忆碎片,2020/01/01 0:00:00,0,1,31016,封印着铃奈记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31017,1004112,香织的记忆碎片,2020/01/01 0:00:00,0,1,31017,封印着香织记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31018,104112,伊绪的记忆碎片,2020/01/01 0:00:00,0,1,31018,封印着伊绪记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31020,6161112,美美的记忆碎片,2020/01/01 0:00:00,0,1,31020,封印着美美记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31021,1282112,胡桃的记忆碎片,2020/01/01 0:00:00,0,1,31021,封印着胡桃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31022,7481112,依里的记忆碎片,2020/01/01 0:00:00,0,1,31022,封印着依里记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31023,70112,绫音的记忆碎片,2020/05/28 11:00:00,0,1,31023,封印着绫音记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31025,2222212,铃莓的记忆碎片,2020/01/01 0:00:00,0,1,31025,封印着铃莓记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31026,8194112,铃的记忆碎片,2020/05/07 13:00:00,0,1,31026,封印着铃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31027,381112,惠理子的记忆碎片,2020/01/01 0:00:00,0,1,31027,封印着惠理子记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31028,2083112,咲恋的记忆碎片,2020/01/01 0:00:00,0,1,31028,封印着咲恋记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31029,4424112,望的记忆碎片,2020/01/01 0:00:00,0,1,31029,封印着望记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31030,4144112,妮侬的记忆碎片,2020/01/01 0:00:00,0,1,31030,封印着妮侬记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31031,2144112,忍的记忆碎片,2020/01/01 0:00:00,0,1,31031,封印着忍记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31032,11112,秋乃的记忆碎片,2020/01/01 0:00:00,0,1,31032,封印着秋乃记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31033,6051112,真阳的记忆碎片,2020/01/01 0:00:00,0,1,31033,封印着真阳记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31034,7210112,由加莉的记忆碎片,2020/01/01 0:00:00,0,1,31034,封印着由加莉记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31036,1174112,镜华的记忆碎片,2020/06/08 11:00:00,0,1,31036,封印着镜华记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31037,3464112,智的记忆碎片,2020/09/28 9:00:00,0,1,31037,封印着智记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31038,2104112,栞的记忆碎片,2020/01/01 0:00:00,0,1,31038,封印着栞记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31040,4112,碧的记忆碎片,2020/01/01 0:00:00,0,1,31040,封印着碧记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31042,3110112,千歌的记忆碎片,2020/01/01 0:00:00,0,1,31042,封印着千歌记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31043,6014112,真琴的记忆碎片,2020/01/01 0:00:00,0,1,31043,封印着真琴记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31044,171112,伊莉亚的记忆碎片,2020/07/06 11:00:00,0,1,31044,封印着伊莉亚记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
9999,11,2099/12/31 23:59:59,31045,1202112,空花的记忆碎片,2020/01/01 0:00:00,0,1,31045,封印着空花记忆碎片的道具。收集一定数量后，可以解放角色隐藏的神秘力量。,0
