mission_reward_id,id,start_time,reward_id,lv_to,reward_num,end_time,lv_from,reward_type
28002011,78,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002011,79,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002012,80,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002012,81,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002013,82,2018/1/1 5:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002013,83,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002014,84,2018/1/1 5:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002014,85,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
26001001,86,2020/01/01 0:00:00,91002,-1,30,2099/12/31 23:59:59,1,8
26003001,87,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26008001,88,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
24002001,89,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
24004001,90,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
21005001,91,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005002,92,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005003,93,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005004,94,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005005,95,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005006,96,2018/1/1 5:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005007,97,2018/1/1 5:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21005018,98,2018/1/1 5:00:00,91002,-1,30,2099/12/31 23:59:59,1,8
21005028,99,2018/1/1 5:00:00,91002,-1,30,2099/12/31 23:59:59,1,8
21005038,100,2018/1/1 5:00:00,91002,-1,40,2099/12/31 23:59:59,1,8
26002001,101,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002002,102,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002003,103,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002004,104,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002005,105,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002006,106,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002007,107,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002008,108,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002009,109,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26002010,110,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26005001,111,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
26005002,112,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21007001,113,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
28006001,115,2020/01/01 0:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
28005001,116,2020/01/01 0:00:00,0,-1,20,2099/12/31 23:59:59,1,5
28005001,117,2020/01/01 0:00:00,20001,-1,10,2099/12/31 23:59:59,1,2
15005001,118,2020/01/01 0:00:00,94002,-1,3000,2099/12/31 23:59:59,1,12
18001003,119,2020/01/01 0:00:00,93001,-1,400,2099/12/31 23:59:59,1,6
18001004,120,2020/01/01 0:00:00,93001,-1,400,2099/12/31 23:59:59,1,6
11101001,121,2020/01/01 0:00:00,0,-1,20,2022/11/22 4:59:59,1,5
11101001,122,2020/01/01 0:00:00,20003,-1,2,2022/11/22 4:59:59,1,2
21102001,123,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
21103001,124,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
11001002,128,2020/01/01 0:00:00,0,-1,30,2022/11/22 4:59:59,1,5
11001002,129,2020/01/01 0:00:00,94002,-1,30000,2022/11/22 4:59:59,1,12
11001002,130,2020/01/01 0:00:00,23001,-1,6,2022/11/22 4:59:59,1,2
28007001,131,2020/01/01 0:00:00,93001,-1,100,2099/12/31 23:59:59,1,6
28007002,132,2020/01/01 0:00:00,93001,-1,100,2099/12/31 23:59:59,1,6
28007003,133,2020/01/01 0:00:00,93001,-1,100,2099/12/31 23:59:59,1,6
26013001,134,2020/01/01 0:00:00,91002,-1,30,2099/12/31 23:59:59,1,8
26014001,135,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
21011001,136,2020/01/01 0:00:00,91002,-1,80,2099/12/31 23:59:59,1,8
21011001,137,2020/01/01 0:00:00,22003,-1,2,2099/12/31 23:59:59,1,2
26015001,138,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26015002,139,2020/01/01 0:00:00,91002,-1,10,2099/12/31 23:59:59,1,8
21102002,140,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002015,141,2020/01/01 0:00:00,91002,-1,400,2099/12/31 23:59:59,1,8
28002015,142,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
28002015,143,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002016,144,2020/01/01 0:00:00,91002,-1,400,2099/12/31 23:59:59,1,8
28002016,145,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
28002016,146,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002017,147,2020/01/01 0:00:00,91002,-1,400,2099/12/31 23:59:59,1,8
28002017,148,2020/01/01 0:00:00,94002,-1,3000000,2099/12/31 23:59:59,1,12
28002017,149,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002018,150,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002018,151,2020/01/01 0:00:00,94002,-1,3000000,2099/12/31 23:59:59,1,12
28002018,152,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002019,153,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002019,154,2020/01/01 0:00:00,94002,-1,3000000,2099/12/31 23:59:59,1,12
28002019,155,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002020,156,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002020,157,2020/01/01 0:00:00,94002,-1,5000000,2099/12/31 23:59:59,1,12
28002020,158,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002021,159,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002021,160,2020/01/01 0:00:00,94002,-1,5000000,2099/12/31 23:59:59,1,12
28002021,161,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002022,162,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002022,163,2020/01/01 0:00:00,94002,-1,5000000,2099/12/31 23:59:59,1,12
28002022,164,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002023,165,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002023,166,2020/01/01 0:00:00,94002,-1,5000000,2099/12/31 23:59:59,1,12
28002023,167,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002024,168,2020/01/01 0:00:00,91002,-1,600,2099/12/31 23:59:59,1,8
28002024,169,2020/01/01 0:00:00,94002,-1,5000000,2099/12/31 23:59:59,1,12
28002024,170,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002025,171,2020/01/01 0:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002025,172,2020/01/01 0:00:00,94002,-1,7500000,2099/12/31 23:59:59,1,12
28002025,173,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002026,174,2020/01/01 0:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002026,175,2020/01/01 0:00:00,94002,-1,7500000,2099/12/31 23:59:59,1,12
28002026,176,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002027,177,2020/01/01 0:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002027,178,2020/01/01 0:00:00,94002,-1,7500000,2099/12/31 23:59:59,1,12
28002027,179,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002028,180,2020/01/01 0:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002028,181,2020/01/01 0:00:00,94002,-1,10000000,2099/12/31 23:59:59,1,12
28002028,182,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002029,183,2020/01/01 0:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002029,184,2020/01/01 0:00:00,94002,-1,10000000,2099/12/31 23:59:59,1,12
28002029,185,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002030,186,2020/01/01 0:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002030,187,2020/01/01 0:00:00,94002,-1,10000000,2099/12/31 23:59:59,1,12
28002030,188,2020/01/01 0:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002031,189,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002031,190,2018/1/1 5:00:00,94002,-1,10000000,2099/12/31 23:59:59,1,12
28002031,191,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002032,192,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002032,193,2018/1/1 5:00:00,94002,-1,10000000,2099/12/31 23:59:59,1,12
28002032,194,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002033,195,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002033,196,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002033,197,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002034,198,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002034,199,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002034,200,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002035,201,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002035,202,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002035,203,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002036,204,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002036,205,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002036,206,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002037,207,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002037,208,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002037,209,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
28002038,210,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002038,211,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002038,212,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
26003002,213,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003002,214,2020/01/01 0:00:00,94002,-1,10000,2099/12/31 23:59:59,1,12
26003003,215,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003003,216,2020/01/01 0:00:00,94002,-1,10000,2099/12/31 23:59:59,1,12
26003004,217,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003004,218,2020/01/01 0:00:00,94002,-1,10000,2099/12/31 23:59:59,1,12
26003005,219,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003005,220,2020/01/01 0:00:00,94002,-1,50000,2099/12/31 23:59:59,1,12
26003006,221,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003006,222,2020/01/01 0:00:00,94002,-1,50000,2099/12/31 23:59:59,1,12
26003007,223,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003007,224,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
26003008,225,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003008,226,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
26003009,227,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003009,228,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
26003010,229,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003010,230,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
26003011,231,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003011,232,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
26003012,233,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003012,234,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
26003013,235,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003013,236,2020/01/01 0:00:00,94002,-1,200000,2099/12/31 23:59:59,1,12
26003014,237,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003014,238,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003015,239,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003015,240,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003016,241,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003016,242,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003017,243,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003017,244,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003018,245,2020/01/01 0:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003018,246,2020/01/01 0:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003019,247,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003019,248,2018/1/1 5:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003020,249,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003020,250,2018/1/1 5:00:00,94002,-1,500000,2099/12/31 23:59:59,1,12
26003021,251,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003021,252,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003022,253,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003022,254,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003023,255,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003023,256,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003024,257,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003024,258,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003025,259,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003025,260,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003026,261,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003026,262,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003027,263,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003027,264,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26002011,265,2020/01/01 0:00:00,91002,-1,350,2099/12/31 23:59:59,1,8
26002012,266,2020/01/01 0:00:00,91002,-1,350,2099/12/31 23:59:59,1,8
26002013,267,2020/01/01 0:00:00,91002,-1,350,2099/12/31 23:59:59,1,8
26002014,268,2020/01/01 0:00:00,91002,-1,350,2099/12/31 23:59:59,1,8
26002015,269,2020/01/01 0:00:00,91002,-1,550,2099/12/31 23:59:59,1,8
26002016,270,2020/01/01 0:00:00,91002,-1,550,2099/12/31 23:59:59,1,8
26002017,271,2020/01/01 0:00:00,91002,-1,550,2099/12/31 23:59:59,1,8
26002018,272,2020/01/01 0:00:00,91002,-1,550,2099/12/31 23:59:59,1,8
26002019,273,2020/01/01 0:00:00,91002,-1,550,2099/12/31 23:59:59,1,8
26002020,274,2020/01/01 0:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002021,275,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002022,276,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002023,277,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002024,278,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002025,279,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002026,280,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002027,281,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002028,282,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002029,283,2018/1/1 5:00:00,91002,-1,800,2099/12/31 23:59:59,1,8
26002030,284,2018/1/1 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002031,285,2018/1/1 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
28012001,286,2020/01/01 0:00:00,0,-1,100,2099/12/31 23:59:59,1,5
28012001,287,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
27004001,288,2020/01/01 0:00:00,0,-1,100,2099/12/31 23:59:59,1,5
27004001,289,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
27004002,290,2020/01/01 0:00:00,0,-1,100,2099/12/31 23:59:59,1,5
27004002,291,2020/01/01 0:00:00,94002,-1,100000,2099/12/31 23:59:59,1,12
11402001,292,2018/1/1 5:00:00,91002,-1,10,2099/12/31 23:59:59,1,8
15004001,293,2024/12/17 05:00:00,0,199,120,2099/12/31 23:59:59,1,5
15004001,294,2024/12/17 05:00:00,90007,199,200,2099/12/31 23:59:59,1,2
15004001,295,2024/12/17 05:00:00,0,-1,60,2099/12/31 23:59:59,200,5
15004001,296,2024/12/17 05:00:00,90007,-1,200,2099/12/31 23:59:59,200,2
21005039,297,2020/01/01 0:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
28002039,298,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002039,299,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002039,300,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
26003028,301,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003028,302,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
18001005,303,2020/01/01 0:00:00,93001,-1,250,2099/12/31 23:59:59,1,6
18001006,304,2020/01/01 0:00:00,93001,-1,250,2099/12/31 23:59:59,1,6
26002032,305,2018/1/1 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
28002040,306,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002040,307,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002040,308,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
26003029,309,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003029,310,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26002033,311,2018/1/1 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
26002034,312,2018/1/1 5:00:00,91002,-1,1000,2099/12/31 23:59:59,1,8
21003002,313,2018/1/1 5:00:00,91002,-1,100,2099/12/31 23:59:59,1,8
21103002,314,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003030,315,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003030,316,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
28002041,317,2018/1/1 5:00:00,91002,-1,1100,2099/12/31 23:59:59,1,8
28002041,318,2018/1/1 5:00:00,94002,-1,15000000,2099/12/31 23:59:59,1,12
28002041,319,2018/1/1 5:00:00,90007,-1,1500,2099/12/31 23:59:59,1,2
26003031,320,2018/1/1 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003031,321,2018/1/1 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003032,322,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003032,323,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003033,324,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
26003033,325,2018/01/01 5:00:00,94002,-1,750000,2099/12/31 23:59:59,1,12
26003034,326,2018/01/01 5:00:00,91002,-1,50,2099/12/31 23:59:59,1,8
