param_adjust_id,damage_rank_id_5,param_adjust_interval,wave_group_id_2,id,score_coefficient_4,boss_id_2,damage_rank_id_1,score_coefficient_3,aura_effect,wave_group_id_3,score_coefficient_5,last_attack_reward_id,fix_reward_id_5,limited_mana,damage_rank_id_3,wave_group_id_1,phase,map_bg,clan_battle_id,wave_group_id_4,boss_id_1,damage_rank_id_4,score_coefficient_2,difficulty,lap_num_from,damage_rank_id_2,fix_reward_id_1,score_coefficient_1,boss_id_5,boss_id_4,wave_group_id_5,rsl_unlock_lap,fix_reward_id_3,fix_reward_id_4,boss_id_3,lap_num_to,reward_gold_coefficient,fix_reward_id_2
0,1004205,0,401040221,11,1.3,10060102,1004201,1.3,1,401040231,1.5,1001301,1004105,100000,1004203,401040211,1,710061,1006,401040241,10060101,1004204,1.0,1,1,1004202,1004101,1.0,10060105,10060104,401040251,1,1004103,1004104,10060103,1,0.03,1004102
0,1004210,0,401040271,12,1.8,10060102,1004206,1.8,2,401040281,2.0,1001303,1004110,100000,1004208,401040261,1,710061,1006,401040291,10060101,1004209,1.3,1,2,1004207,1004106,1.3,10060105,10060104,401040301,1,1004108,1004109,10060103,-1,0.06,1004107
0,1004205,0,401040321,13,1.3,10070102,1004201,1.3,1,401040331,1.5,1001301,1004105,100000,1004203,401040311,1,710071,1007,401040341,10070101,1004204,1.0,1,1,1004202,1004101,1.0,10070105,10070104,401040351,1,1004103,1004104,10070103,1,0.03,1004102
0,1004210,0,401040371,14,1.8,10070102,1004206,1.8,2,401040381,2.0,1001303,1004110,100000,1004208,401040361,1,710071,1007,401040391,10070101,1004209,1.3,1,2,1004207,1004106,1.3,10070105,10070104,401040401,1,1004108,1004109,10070103,-1,0.06,1004107
0,1004205,0,401040421,15,1.3,10080102,1004201,1.3,1,401040431,1.5,1001301,1004105,100000,1004203,401040411,1,710081,1008,401040441,10080101,1004204,1.0,1,1,1004202,1004101,1.0,10080105,10080104,401040451,1,1004103,1004104,10080103,1,0.03,1004102
0,1004210,0,401040471,16,1.8,10080102,1004206,1.8,2,401040481,2.0,1001303,1004110,100000,1004208,401040461,1,710081,1008,401040491,10080101,1004209,1.3,1,2,1004207,1004106,1.3,10080105,10080104,401040501,1,1004108,1004109,10080103,-1,0.06,1004107
0,1004205,0,401040521,17,1.3,10090102,1004201,1.3,1,401040531,1.5,1001301,1004105,100000,1004203,401040511,1,710091,1009,401040541,10090101,1004204,1.0,1,1,1004202,1004101,1.0,10090105,10090104,401040551,1,1004103,1004104,10090103,1,0.03,1004102
0,1004210,0,401040571,18,1.8,10090102,1004206,1.8,2,401040581,2.0,1001303,1004110,100000,1004208,401040561,1,710091,1009,401040591,10090101,1004209,1.4,1,2,1004207,1004106,1.4,10090105,10090104,401040601,1,1004108,1004109,10090103,5,0.06,1004107
0,1004205,0,401040621,19,2.5,10090102,1004201,2.5,2,401040631,3.0,1001303,1004105,100000,1004203,401040611,1,710091,1009,401040641,10090101,1004204,2.0,1,6,1004202,1004101,2.0,10090105,10090104,401040651,1,1004103,1004104,10090103,-1,0.06,1004102
0,1004210,0,401011002,20,1.3,10100102,1004206,1.3,1,401011003,1.5,1001301,1004110,100000,1004208,401011001,1,710101,1010,401011004,10100101,1004209,1.0,1,1,1004207,1004106,1.0,10100105,10100104,401011005,1,1004108,1004109,10100103,3,0.03,1004107
0,1004205,0,401021002,21,1.8,10100102,1004201,1.8,2,401021003,2.0,1001303,1004105,100000,1004203,401021001,1,710101,1010,401021004,10100101,1004204,1.4,1,4,1004202,1004101,1.4,10100105,10100104,401021005,1,1004103,1004104,10100103,10,0.06,1004102
0,1004210,0,401031002,22,2.5,10100102,1004206,2.5,2,401031003,3.0,1001303,1004110,100000,1004208,401031001,1,710101,1010,401031004,10100101,1004209,2.0,1,11,1004207,1004106,2.0,10100105,10100104,401031005,1,1004108,1004109,10100103,-1,0.06,1004107
0,1004205,0,401040671,23,1.3,10110102,1004201,1.3,1,401040681,1.5,1001301,1004105,100000,1004203,401040661,1,710111,1011,401040691,10110101,1004204,1.0,1,1,1004202,1004101,1.0,10110105,10110104,401040701,2,1004103,1004104,10110103,1,0.03,1004102
0,1004210,0,401040671,24,1.3,10110102,1004206,1.3,1,401040681,1.5,1001303,1004110,100000,1004208,401040661,1,710111,1011,401040691,10110101,1004209,1.0,1,2,1004207,1004106,1.0,10110105,10110104,401040701,2,1004108,1004109,10110103,3,0.03,1004107
0,1004205,0,401040721,25,1.8,10110102,1004201,1.8,2,401040731,2.0,1001303,1004105,100000,1004203,401040711,2,710111,1011,401040741,10110101,1004204,1.4,1,4,1004202,1004101,1.4,10110105,10110104,401040751,5,1004103,1004104,10110103,10,0.06,1004102
0,1004210,0,401040771,26,2.5,10110102,1004206,2.5,2,401040781,3.0,1001303,1004110,100000,1004208,401040761,3,710111,1011,401040791,10110101,1004209,2.0,1,11,1004207,1004106,2.0,10110105,10110104,401040801,12,1004108,1004109,10110103,-1,0.06,1004107
0,1004205,0,401040821,27,1.3,10120102,1004201,1.3,1,401040831,1.5,1001301,1004105,100000,1004203,401040811,1,710121,1012,401040841,10120101,1004204,1.0,1,1,1004202,1004101,1.0,10120105,10120104,401040851,2,1004103,1004104,10120103,1,0.03,1004102
0,1004210,0,401040821,28,1.3,10120102,1004206,1.3,1,401040831,1.5,1001303,1004110,100000,1004208,401040811,1,710121,1012,401040841,10120101,1004209,1.0,1,2,1004207,1004106,1.0,10120105,10120104,401040851,2,1004108,1004109,10120103,3,0.03,1004107
0,1004205,0,401040871,29,1.8,10120102,1004201,1.8,2,401040881,2.0,1001303,1004105,100000,1004203,401040861,2,710121,1012,401040891,10120101,1004204,1.4,1,4,1004202,1004101,1.4,10120105,10120104,401040901,5,1004103,1004104,10120103,10,0.06,1004102
0,1004210,0,401040921,30,2.5,10120102,1004206,2.5,2,401040931,3.0,1001303,1004110,100000,1004208,401040911,3,710121,1012,401040941,10120101,1004209,2.0,1,11,1004207,1004106,2.0,10120105,10120104,401040951,12,1004108,1004109,10120103,-1,0.06,1004107
0,1004205,0,401040971,31,1.3,10130102,1004201,1.3,1,401040981,1.5,1001301,1004105,100000,1004203,401040961,1,710011,1013,401040991,10130101,1004204,1.0,1,1,1004202,1004101,1.0,10130105,10130104,401041001,2,1004103,1004104,10130103,1,0.03,1004102
0,1004210,0,401040971,32,1.3,10130102,1004206,1.3,1,401040981,1.5,1001303,1004110,100000,1004208,401040961,1,710011,1013,401040991,10130101,1004209,1.0,1,2,1004207,1004106,1.0,10130105,10130104,401041001,2,1004108,1004109,10130103,3,0.03,1004107
0,1004205,0,401041021,33,1.8,10130102,1004201,1.8,2,401041031,2.0,1001303,1004105,100000,1004203,401041011,2,710011,1013,401041041,10130101,1004204,1.4,1,4,1004202,1004101,1.4,10130105,10130104,401041051,5,1004103,1004104,10130103,10,0.06,1004102
0,1004210,0,401041071,34,2.5,10130102,1004206,2.5,2,401041081,3.0,1001303,1004110,100000,1004208,401041061,3,710011,1013,401041091,10130101,1004209,2.0,1,11,1004207,1004106,2.0,10130105,10130104,401041101,12,1004108,1004109,10130103,-1,0.06,1004107
0,1004205,0,401041121,35,1.3,10140102,1004201,1.3,1,401041131,1.5,1001301,1004105,100000,1004203,401041111,1,710021,1014,401041141,10140101,1004204,1.0,1,1,1004202,1004101,1.0,10140105,10140104,401041151,1,1004103,1004104,10140103,1,0.03,1004102
0,1004210,0,401041121,36,1.3,10140102,1004206,1.3,1,401041131,1.5,1001303,1004110,100000,1004208,401041111,1,710021,1014,401041141,10140101,1004209,1.0,1,2,1004207,1004106,1.0,10140105,10140104,401041151,1,1004108,1004109,10140103,3,0.03,1004107
0,1004205,0,401041171,37,1.8,10140102,1004201,1.8,2,401041181,2.0,1001303,1004110,100000,1004203,401041161,2,710021,1014,401041191,10140101,1004204,1.4,1,4,1004202,1004106,1.4,10140105,10140104,401041201,4,1004108,1004109,10140103,10,0.06,1004107
0,1004210,0,401041221,38,2.5,10140102,1004206,2.5,2,401041231,3.0,1001303,1004110,100000,1004208,401041211,3,710021,1014,401041241,10140101,1004209,2.0,1,11,1004207,1004106,2.0,10140105,10140104,401041251,11,1004108,1004109,10140103,-1,0.06,1004107
0,1004205,0,401041271,39,1.3,10150102,1004201,1.3,1,401041281,1.5,1001301,1004105,100000,1004203,401041261,1,710031,1015,401041291,10150101,1004204,1.0,1,1,1004202,1004101,1.0,10150105,10150104,401041301,1,1004103,1004104,10150103,1,0.03,1004102
0,1004210,0,401041271,40,1.3,10150102,1004206,1.3,1,401041281,1.5,1001303,1004110,100000,1004208,401041261,1,710031,1015,401041291,10150101,1004209,1.0,1,2,1004207,1004106,1.0,10150105,10150104,401041301,1,1004108,1004109,10150103,3,0.03,1004107
0,1004205,0,401041321,41,1.8,10150102,1004201,1.8,4,401041331,2.0,1001303,1004110,100000,1004203,401041311,2,710031,1015,401041341,10150101,1004204,1.4,1,4,1004202,1004106,1.4,10150105,10150104,401041351,4,1004108,1004109,10150103,10,0.06,1004107
0,1004210,0,401041371,42,2.5,10150102,1004206,2.5,2,401041381,3.0,1001303,1004110,100000,1004208,401041361,3,710031,1015,401041391,10150101,1004209,2.0,1,11,1004207,1004106,2.0,10150105,10150104,401041401,11,1004108,1004109,10150103,-1,0.06,1004107
0,1004205,0,401041421,43,1.3,10160102,1004201,1.3,1,401041431,1.5,1001301,1004105,100000,1004203,401041411,1,710041,1016,401041441,10160101,1004204,1.0,1,1,1004202,1004101,1.0,10160105,10160104,401041451,1,1004103,1004104,10160103,1,0.03,1004102
0,1004210,0,401041421,44,1.3,10160102,1004206,1.3,1,401041431,1.5,1001303,1004110,100000,1004208,401041411,1,710041,1016,401041441,10160101,1004209,1.0,1,2,1004207,1004106,1.0,10160105,10160104,401041451,1,1004108,1004109,10160103,3,0.03,1004107
0,1004210,0,401041471,45,1.8,10160102,1004206,1.8,2,401041481,2.0,1001303,1004110,100000,1004208,401041461,2,710041,1016,401041491,10160101,1004209,1.4,1,4,1004207,1004106,1.4,10160105,10160104,401041501,4,1004108,1004109,10160103,10,0.06,1004107
0,1004210,0,401041521,46,2.5,10160102,1004206,2.5,2,401041531,3.0,1001303,1004110,100000,1004208,401041511,3,710041,1016,401041541,10160101,1004209,2.0,1,11,1004207,1004106,2.0,10160105,10160104,401041551,11,1004108,1004109,10160103,-1,0.06,1004107
0,1004205,0,401041721,47,1.3,10170102,1004201,1.3,1,401041731,1.5,1001301,1004105,100000,1004203,401041711,1,710051,1017,401041741,10170101,1004204,1.0,1,1,1004202,1004101,1.0,10170105,10170104,401041751,1,1004103,1004104,10170103,1,0.03,1004102
0,1004210,0,401041721,48,1.3,10170102,1004206,1.3,1,401041731,1.5,1001303,1004110,100000,1004208,401041711,1,710051,1017,401041741,10170101,1004209,1.0,1,2,1004207,1004106,1.0,10170105,10170104,401041751,1,1004108,1004109,10170103,3,0.03,1004107
0,1004210,0,401041771,49,1.8,10170102,1004206,1.8,2,401041781,2.0,1001303,1004110,100000,1004208,401041761,2,710051,1017,401041791,10170101,1004209,1.4,1,4,1004207,1004106,1.4,10170105,10170104,401041801,4,1004108,1004109,10170103,10,0.06,1004107
0,1004210,0,401041821,50,2.5,10170102,1004206,2.5,2,401041831,3.0,1001303,1004110,100000,1004208,401041811,3,710051,1017,401041841,10170101,1004209,2.0,1,11,1004207,1004106,2.0,10170105,10170104,401041851,11,1004108,1004109,10170103,-1,0.06,1004107
0,1004205,0,401041871,51,1.3,10180102,1004201,1.3,1,401041881,1.5,1001301,1004105,100000,1004203,401041861,1,710061,1018,401041891,10180101,1004204,1.0,1,1,1004202,1004101,1.0,10180105,10180104,401041901,1,1004103,1004104,10180103,1,0.03,1004102
0,1004210,0,401041871,52,1.3,10180102,1004206,1.3,1,401041881,1.5,1001303,1004110,100000,1004208,401041861,1,710061,1018,401041891,10180101,1004209,1.0,1,2,1004207,1004106,1.0,10180105,10180104,401041901,1,1004108,1004109,10180103,3,0.03,1004107
0,1004210,0,401041921,53,1.8,10180102,1004206,1.8,2,401041931,2.0,1001303,1004110,100000,1004208,401041911,2,710061,1018,401041941,10180101,1004209,1.4,1,4,1004207,1004106,1.4,10180105,10180104,401041951,4,1004108,1004109,10180103,10,0.06,1004107
0,1004210,0,401041971,54,2.5,10180102,1004206,2.5,2,401041981,3.0,1001303,1004110,100000,1004208,401041961,3,710061,1018,401041991,10180101,1004209,2.0,1,11,1004207,1004106,2.0,10180105,10180104,401042001,11,1004108,1004109,10180103,-1,0.06,1004107
0,1004205,0,401042171,55,1.3,10190102,1004201,1.3,1,401042181,1.5,1001301,1004105,1000000,1004203,401042161,1,710071,1019,401042191,10190101,1004204,1.0,1,1,1004202,1004101,1.0,10190105,10190104,401042201,1,1004103,1004104,10190103,1,0.03,1004102
0,1004210,0,401042171,56,1.3,10190102,1004206,1.3,1,401042181,1.5,1001303,1004110,1000000,1004208,401042161,1,710071,1019,401042191,10190101,1004209,1.0,1,2,1004207,1004106,1.0,10190105,10190104,401042201,1,1004108,1004109,10190103,3,0.03,1004107
0,1004210,0,401042221,57,1.8,10190102,1004206,1.8,2,401042231,2.0,1001303,1004110,1000000,1004208,401042211,2,710071,1019,401042241,10190101,1004209,1.4,1,4,1004207,1004106,1.4,10190105,10190104,401042251,4,1004108,1004109,10190103,10,0.06,1004107
0,1004210,0,401042271,58,2.5,10190102,1004206,2.5,2,401042281,3.0,1001303,1004110,1000000,1004208,401042261,3,710071,1019,401042291,10190101,1004209,2.0,1,11,1004207,1004106,2.0,10190105,10190104,401042301,11,1004108,1004109,10190103,-1,0.06,1004107
0,1004205,0,401042471,59,1.3,10200102,1004201,1.3,1,401042481,1.5,1001301,1004105,1000000,1004203,401042461,1,710081,1020,401042491,10200101,1004204,1.0,1,1,1004202,1004101,1.0,10200105,10200104,401042501,1,1004103,1004104,10200103,1,0.03,1004102
0,1004210,0,401042471,60,1.3,10200102,1004206,1.3,1,401042481,1.5,1001303,1004110,1000000,1004208,401042461,1,710081,1020,401042491,10200101,1004209,1.0,1,2,1004207,1004106,1.0,10200105,10200104,401042501,1,1004108,1004109,10200103,3,0.03,1004107
0,1004210,0,401042521,61,1.8,10200102,1004206,1.8,2,401042531,2.0,1001303,1004110,1000000,1004208,401042511,2,710081,1020,401042541,10200101,1004209,1.4,1,4,1004207,1004106,1.4,10200105,10200104,401042551,4,1004108,1004109,10200103,10,0.06,1004107
0,1004210,0,401042571,62,2.5,10200102,1004206,2.5,2,401042581,3.0,1001303,1004110,1000000,1004208,401042561,3,710081,1020,401042591,10200101,1004209,2.0,1,11,1004207,1004106,2.0,10200105,10200104,401042601,11,1004108,1004109,10200103,-1,0.06,1004107
0,1004205,0,401042771,63,1.4,10210102,1004201,1.3,1,401042781,1.5,1001301,1004105,1000000,1004203,401042761,1,710091,1021,401042791,10210101,1004204,1.2,1,1,1004202,1004101,1.2,10210105,10210104,401042801,1,1004103,1004104,10210103,1,0.03,1004102
0,1004210,0,401042771,64,1.4,10210102,1004206,1.3,1,401042781,1.5,1001303,1004110,1000000,1004208,401042761,1,710091,1021,401042791,10210101,1004209,1.2,1,2,1004207,1004106,1.2,10210105,10210104,401042801,1,1004108,1004109,10210103,3,0.03,1004107
0,1004210,0,401042821,65,1.9,10210102,1004206,1.8,2,401042831,2.0,1001303,1004110,1000000,1004208,401042811,2,710091,1021,401042841,10210101,1004209,1.6,1,4,1004207,1004106,1.6,10210105,10210104,401042851,4,1004108,1004109,10210103,10,0.06,1004107
0,1004210,0,401042871,66,2.4,10210102,1004206,2.4,2,401042881,2.6,1001303,1004110,1000000,1004208,401042861,3,710091,1021,401042891,10210101,1004209,2.0,1,11,1004207,1004106,2.0,10210105,10210104,401042901,11,1004108,1004109,10210103,-1,0.06,1004107
0,1004205,0,401043121,67,1.4,10220102,1004201,1.3,1,401043131,1.5,1001301,1004105,1000000,1004203,401043111,1,710101,1022,401043141,10220101,1004204,1.2,1,1,1004202,1004101,1.2,10220105,10220104,401043151,1,1004103,1004104,10220103,1,0.03,1004102
0,1004210,0,401043121,68,1.4,10220102,1004206,1.3,1,401043131,1.5,1001303,1004110,1000000,1004208,401043111,1,710101,1022,401043141,10220101,1004209,1.2,1,2,1004207,1004106,1.2,10220105,10220104,401043151,1,1004108,1004109,10220103,3,0.03,1004107
0,1004210,0,401043171,69,1.9,10220102,1004206,1.8,2,401043181,2.0,1001303,1004110,1000000,1004208,401043161,2,710101,1022,401043191,10220101,1004209,1.6,1,4,1004207,1004106,1.6,10220105,10220104,401043201,4,1004108,1004109,10220103,10,0.06,1004107
0,1004210,0,401043221,70,2.4,10220102,1004206,2.4,2,401043231,2.6,1001303,1004110,1000000,1004208,401043211,3,710101,1022,401043241,10220101,1004209,2.0,1,11,1004207,1004106,2.0,10220105,10220104,401043251,11,1004108,1004109,10220103,-1,0.06,1004107
0,1004205,0,401043471,71,1.4,10230102,1004201,1.3,1,401043481,1.5,1001301,1004105,1000000,1004203,401043461,1,710111,1023,401043491,10230101,1004204,1.2,1,1,1004202,1004101,1.2,10230105,10230104,401043501,1,1004103,1004104,10230103,1,0.03,1004102
0,1004210,0,401043471,72,1.4,10230102,1004206,1.3,1,401043481,1.5,1001303,1004110,1000000,1004208,401043461,1,710111,1023,401043491,10230101,1004209,1.2,1,2,1004207,1004106,1.2,10230105,10230104,401043501,1,1004108,1004109,10230103,3,0.03,1004107
0,1004210,0,401043521,73,1.9,10230102,1004206,1.8,2,401043531,2.0,1001303,1004110,1000000,1004208,401043511,2,710111,1023,401043541,10230101,1004209,1.6,1,4,1004207,1004106,1.6,10230105,10230104,401043551,4,1004108,1004109,10230103,10,0.06,1004107
0,1004210,0,401043571,74,2.4,10230102,1004206,2.4,2,401043581,2.6,1001303,1004110,1000000,1004208,401043561,3,710111,1023,401043591,10230101,1004209,2.0,1,11,1004207,1004106,2.0,10230105,10230104,401043601,11,1004108,1004109,10230103,-1,0.06,1004107
0,1004205,0,401043771,75,1.4,10240102,1004201,1.3,1,401043781,1.5,1001301,1004105,1000000,1004203,401043761,1,710121,1024,401043791,10240101,1004204,1.2,1,1,1004202,1004101,1.2,10240105,10240104,401043801,1,1004103,1004104,10240103,1,0.03,1004102
0,1004210,0,401043771,76,1.4,10240102,1004206,1.3,1,401043781,1.5,1001303,1004110,1000000,1004208,401043761,1,710121,1024,401043791,10240101,1004209,1.2,1,2,1004207,1004106,1.2,10240105,10240104,401043801,1,1004108,1004109,10240103,3,0.03,1004107
0,1004210,0,401043821,77,1.9,10240102,1004206,1.8,2,401043831,2.0,1001303,1004110,1000000,1004208,401043811,2,710121,1024,401043841,10240101,1004209,1.6,1,4,1004207,1004106,1.6,10240105,10240104,401043851,4,1004108,1004109,10240103,10,0.06,1004107
0,1004210,0,401043871,78,2.4,10240102,1004206,2.4,2,401043881,2.6,1001303,1004110,1000000,1004208,401043861,3,710121,1024,401043891,10240101,1004209,2.0,1,11,1004207,1004106,2.0,10240105,10240104,401043901,11,1004108,1004109,10240103,34,0.06,1004107
0,1004210,0,401043921,79,3.8,10240102,1004206,3.7,2,401043931,4.0,1001303,1004110,1000000,1004208,401043911,4,710121,1024,401043941,10240101,1004209,3.5,1,35,1004207,1004106,3.5,10240105,10240104,401043951,35,1004108,1004109,10240103,-1,0.06,1004107
0,1004205,0,401044121,80,1.4,10250102,1004201,1.3,1,401044131,1.5,1001301,1004105,1000000,1004203,401044111,1,710011,1025,401044141,10250101,1004204,1.2,1,1,1004202,1004101,1.2,10250105,10250104,401044151,1,1004103,1004104,10250103,1,0.03,1004102
0,1004210,0,401044121,81,1.4,10250102,1004206,1.3,1,401044131,1.5,1001303,1004110,1000000,1004208,401044111,1,710011,1025,401044141,10250101,1004209,1.2,1,2,1004207,1004106,1.2,10250105,10250104,401044151,2,1004108,1004109,10250103,3,0.03,1004107
0,1004210,0,401044171,82,1.9,10250102,1004206,1.8,2,401044181,2.0,1001303,1004110,1000000,1004208,401044161,2,710011,1025,401044191,10250101,1004209,1.6,1,4,1004207,1004106,1.6,10250105,10250104,401044201,4,1004108,1004109,10250103,10,0.06,1004107
0,1004210,0,401044221,83,2.4,10250102,1004206,2.4,2,401044231,2.6,1001303,1004110,1000000,1004208,401044211,3,710011,1025,401044241,10250101,1004209,2.0,1,11,1004207,1004106,2.0,10250105,10250104,401044251,11,1004108,1004109,10250103,34,0.06,1004107
0,1004210,0,401044271,84,3.8,10250102,1004206,3.7,2,401044281,4.0,1001303,1004110,1000000,1004208,401044261,4,710011,1025,401044291,10250101,1004209,3.5,1,35,1004207,1004106,3.5,10250105,10250104,401044301,35,1004108,1004109,10250103,-1,0.06,1004107
0,1004205,0,401044471,85,1.4,10260102,1004201,1.3,1,401044481,1.5,1001301,1004105,1000000,1004203,401044461,1,710021,1026,401044491,10260101,1004204,1.2,1,1,1004202,1004101,1.2,10260105,10260104,401044501,1,1004103,1004104,10260103,1,0.03,1004102
0,1004210,0,401044471,86,1.4,10260102,1004206,1.3,1,401044481,1.5,1001303,1004110,1000000,1004208,401044461,1,710021,1026,401044491,10260101,1004209,1.2,1,2,1004207,1004106,1.2,10260105,10260104,401044501,2,1004108,1004109,10260103,3,0.03,1004107
0,1004210,0,401044521,87,1.9,10260102,1004206,1.8,2,401044531,2.0,1001303,1004110,1000000,1004208,401044511,2,710021,1026,401044541,10260101,1004209,1.6,1,4,1004207,1004106,1.6,10260105,10260104,401044551,4,1004108,1004109,10260103,10,0.06,1004107
0,1004210,0,401044571,88,2.4,10260102,1004206,2.4,2,401044581,2.6,1001303,1004110,1000000,1004208,401044561,3,710021,1026,401044591,10260101,1004209,2.0,1,11,1004207,1004106,2.0,10260105,10260104,401044601,11,1004108,1004109,10260103,34,0.06,1004107
0,1004210,0,401044621,89,3.8,10260102,1004206,3.7,2,401044631,4.0,1001303,1004110,1000000,1004208,401044611,4,710021,1026,401044641,10260101,1004209,3.5,1,35,1004207,1004106,3.5,10260105,10260104,401044651,35,1004108,1004109,10260103,-1,0.06,1004107
0,1004205,0,401044821,90,1.4,10270102,1004201,1.3,1,401044831,1.5,1001301,1004105,1000000,1004203,401044811,1,710031,1027,401044841,10270101,1004204,1.2,1,1,1004202,1004101,1.2,10270105,10270104,401044851,1,1004103,1004104,10270103,1,0.03,1004102
0,1004210,0,401044821,91,1.4,10270102,1004206,1.3,1,401044831,1.5,1001303,1004110,1000000,1004208,401044811,1,710031,1027,401044841,10270101,1004209,1.2,1,2,1004207,1004106,1.2,10270105,10270104,401044851,2,1004108,1004109,10270103,3,0.03,1004107
0,1004210,0,401044871,92,1.9,10270102,1004206,1.8,2,401044881,2.0,1001303,1004110,1000000,1004208,401044861,2,710031,1027,401044891,10270101,1004209,1.6,1,4,1004207,1004106,1.6,10270105,10270104,401044901,4,1004108,1004109,10270103,10,0.06,1004107
0,1004210,0,401044921,93,2.4,10270102,1004206,2.4,2,401044931,2.6,1001303,1004110,1000000,1004208,401044911,3,710031,1027,401044941,10270101,1004209,2.0,1,11,1004207,1004106,2.0,10270105,10270104,401044951,11,1004108,1004109,10270103,34,0.06,1004107
0,1004210,0,401044971,94,3.8,10270102,1004206,3.7,2,401044981,4.0,1001303,1004110,1000000,1004208,401044961,4,710031,1027,401044991,10270101,1004209,3.5,1,35,1004207,1004106,3.5,10270105,10270104,401045001,35,1004108,1004109,10270103,-1,0.06,1004107
0,1004205,0,401045171,95,1.4,10280102,1004201,1.3,1,401045181,1.5,1001301,1004105,1000000,1004203,401045161,1,710041,1028,401045191,10280101,1004204,1.2,1,1,1004202,1004101,1.2,10280105,10280104,401045201,1,1004103,1004104,10280103,1,0.03,1004102
0,1004210,0,401045171,96,1.4,10280102,1004206,1.3,1,401045181,1.5,1001303,1004110,1000000,1004208,401045161,1,710041,1028,401045191,10280101,1004209,1.2,1,2,1004207,1004106,1.2,10280105,10280104,401045201,2,1004108,1004109,10280103,3,0.03,1004107
0,1004210,0,401045221,97,1.9,10280102,1004206,1.8,2,401045231,2.0,1001303,1004110,1000000,1004208,401045211,2,710041,1028,401045241,10280101,1004209,1.6,1,4,1004207,1004106,1.6,10280105,10280104,401045251,4,1004108,1004109,10280103,10,0.06,1004107
0,1004210,0,401045271,98,2.4,10280102,1004206,2.4,2,401045281,2.6,1001303,1004110,1000000,1004208,401045261,3,710041,1028,401045291,10280101,1004209,2.0,1,11,1004207,1004106,2.0,10280105,10280104,401045301,11,1004108,1004109,10280103,34,0.06,1004107
