area_id,quest_detail_bg_position,unknown_2,enemy_image_4,limit_team_level,story_id_waveend_3,reward_image_2,unknown_1,reward_image_4,wave_bgm_sheet_id_2,position_x,reward_image_1,icon_id,story_id_waveend_2,love,quest_name,story_id_waveend_1,quest_detail_bg_id,wave_bgm_que_id_2,limit_time,wave_group_id_3,unit_exp,add_treasure_num,background_1,wave_bgm_que_id_3,end_time,enemy_image_3,clear_reward_group,stamina_start,story_id_wavestart_3,quest_id,daily_limit,reward_image_3,rank_reward_group,enemy_image_2,reward_image_5,team_exp,lv_reward_flag,wave_bgm_que_id_1,unknown_3,wave_group_id_1,wave_bgm_sheet_id_1,wave_group_id_2,wave_bgm_sheet_id_3,story_id_wavestart_2,start_time,background_3,enemy_image_5,enemy_image_1,position_y,story_id_wavestart_1,stamina,background_2
11002,0,0.0,101020606,0,0,101251,0.0,0,bgm_M06,-170,102071,100030,0,8,帕拉斯高原 2-6,0,100092,bgm_M06,90,110020063,130,0,100091,bgm_M06,2099/12/31 23:59:59,101020604,110020061,0,0,11002006,0,101581,211001000,101020604,0,8,0,bgm_M06,0.0,110020061,bgm_M06,110020062,bgm_M06,0,2015/12/17 15:00:00,100093,0,101020603,130,0,8,100092
11002,0,0.0,0,0,0,101071,0.0,0,bgm_M06,-35,122311,100030,0,8,帕拉斯高原 2-7,0,100092,bgm_M06,90,110020073,130,0,100091,bgm_M06,2099/12/31 23:59:59,101020706,110020071,0,0,11002007,0,101431,211001000,101020704,0,8,0,bgm_M06,0.0,110020071,bgm_M06,110020072,bgm_M06,0,2015/12/17 15:00:00,100093,0,101020705,40,0,8,100092
11002,0,0.0,101020807,0,0,101131,0.0,25011,bgm_M06,30,102281,100050,0,8,帕拉斯高原 2-8,0,100037,bgm_M06,90,110020083,130,0,100036,bgm_M06,2099/12/31 23:59:59,101020807,110020081,0,0,11002008,0,101611,211001000,101020806,0,8,0,bgm_M06,0.0,110020081,bgm_M06,110020082,bgm_M06,0,2015/12/17 15:00:00,100038,0,101020805,-75,0,8,100037
11002,-70,0.0,101020905,0,0,122371,0.0,25012,bgm_M06,160,122431,100030,0,8,帕拉斯高原 2-9,0,100102,bgm_M06,90,110020093,130,0,100101,bgm_M06,2099/12/31 23:59:59,101020904,110020091,0,0,11002009,0,102611,211001000,101020902,0,8,0,bgm_M06,0.0,110020091,bgm_M06,110020092,bgm_M06,0,2015/12/17 15:00:00,100103,0,101020901,-150,0,8,100102
11002,0,0.0,101021005,0,0,102581,0.0,25013,bgm_M06,320,122341,100040,0,8,帕拉斯高原 2-10,0,100042,bgm_M06,90,110020103,130,0,100041,bgm_M06,2099/12/31 23:59:59,101021002,110020101,0,0,11002010,0,102011,211001000,101021003,0,8,0,bgm_M06,0.0,110020101,bgm_M06,110020102,bgm_M06,0,2015/12/17 15:00:00,100043,0,101021007,-125,0,8,100042
11002,0,0.0,101021104,0,0,102551,0.0,25014,bgm_M06,485,122493,100040,0,8,帕拉斯高原 2-11,0,100042,bgm_M06,90,110020113,130,0,100041,bgm_M06,2099/12/31 23:59:59,101021103,110020111,0,0,11002011,0,102461,211001000,101021102,0,8,0,bgm_M06,0.0,110020111,bgm_M06,110020112,bgm_M06,0,2015/12/17 15:00:00,100043,0,101021101,-105,0,8,100042
11002,0,0.0,0,0,9002126,102612,0.0,25015,bgm_M17,450,122491,100030,0,8,帕拉斯高原 2-12,0,100372,bgm_M17_02,90,110020123,130,0,100371,bgm_M63,2099/12/31 23:59:59,0,110020121,0,9002125,11002012,0,102221,211001000,0,0,8,0,bgm_M17_02,0.0,110020121,bgm_M17,110020122,bgm_M63,0,2015/12/17 15:00:00,100373,0,101021206,40,0,8,100372
11003,70,0.0,101030105,0,0,102551,0.0,0,bgm_M06,-455,122493,100120,0,8,赫柏丘陵 3-1,0,100152,bgm_M06,90,110030013,140,0,100151,bgm_M06,2099/12/31 23:59:59,101030103,110030011,0,0,11003001,0,102071,211001000,101030104,0,8,0,bgm_M06,0.0,110030011,bgm_M06,110030012,bgm_M06,0,2015/12/17 15:00:00,100153,0,101030102,100,0,8,100152
11003,0,0.0,101030204,0,0,102612,0.0,0,bgm_M06,-380,122491,100010,0,8,赫柏丘陵 3-2,0,100062,bgm_M06,90,110030023,140,0,100061,bgm_M06,2099/12/31 23:59:59,101030205,110030021,0,0,11003002,0,102251,211001000,101030203,0,8,0,bgm_M06,0.0,110030021,bgm_M06,110030022,bgm_M06,0,2015/12/17 15:00:00,100063,0,101030201,-65,0,8,100062
11003,0,0.0,101030305,0,0,102252,0.0,0,bgm_M06,-255,102163,100010,0,8,赫柏丘陵 3-3,0,100065,bgm_M06,90,110030033,140,0,100064,bgm_M06,2099/12/31 23:59:59,101030308,110030031,0,0,11003003,0,102011,211001000,101030307,0,8,0,bgm_M06,0.0,110030031,bgm_M06,110030032,bgm_M06,0,2015/12/17 15:00:00,100066,0,101030306,40,0,8,100065
11003,0,0.0,101030405,0,0,102192,0.0,0,bgm_M06,-90,102222,100050,0,8,赫柏丘陵 3-4,0,100112,bgm_M06,90,110030043,140,0,100111,bgm_M06,2099/12/31 23:59:59,101030401,110030041,0,0,11003004,0,102191,211001000,101030404,0,8,0,bgm_M06,0.0,110030041,bgm_M06,110030042,bgm_M06,0,2015/12/17 15:00:00,100113,0,101030402,38,0,8,100112
11003,0,0.0,101030507,0,0,102131,0.0,0,bgm_M06,-130,102013,100050,0,8,赫柏丘陵 3-5,0,100112,bgm_M06,90,110030053,140,0,100111,bgm_M06,2099/12/31 23:59:59,101030502,110030051,0,0,11003005,0,102221,211001000,101030501,0,8,0,bgm_M06,0.0,110030051,bgm_M06,110030052,bgm_M06,0,2015/12/17 15:00:00,100113,0,101030508,-105,0,8,100112
11003,0,0.0,101030606,0,0,102101,0.0,0,bgm_M06,15,102014,100020,0,8,赫柏丘陵 3-6,0,100242,bgm_M06,90,110030063,140,0,100241,bgm_M06,2099/12/31 23:59:59,101030601,110030061,0,0,11003006,0,122311,211001000,101030601,0,8,0,bgm_M06,0.0,110030061,bgm_M06,110030062,bgm_M06,0,2015/12/17 15:00:00,100243,0,101030605,-205,0,8,100242
11003,0,0.0,101030705,0,0,122282,0.0,0,bgm_M06,75,102041,100020,0,8,赫柏丘陵 3-7,0,100242,bgm_M06,90,110030073,140,0,100241,bgm_M06,2099/12/31 23:59:59,101030706,110030071,0,0,11003007,0,102162,211001000,101030706,0,8,0,bgm_M06,0.0,110030071,bgm_M06,110030072,bgm_M06,0,2015/12/17 15:00:00,100243,0,101030701,-40,0,8,100242
11003,0,0.0,101030810,0,0,122342,0.0,25011,bgm_M06,185,122312,100050,0,8,赫柏丘陵 3-8,0,100035,bgm_M06,90,110030083,140,0,100034,bgm_M06,2099/12/31 23:59:59,101030809,110030081,0,0,11003008,0,122341,211001000,101030808,0,8,0,bgm_M06,0.0,110030081,bgm_M06,110030082,bgm_M06,0,2015/12/17 15:00:00,100036,0,101030807,90,0,8,100035
11003,0,0.0,0,0,0,122401,0.0,25012,bgm_M06,340,122372,100050,0,8,赫柏丘陵 3-9,0,100038,bgm_M06,90,110030093,140,0,100037,bgm_M06,2099/12/31 23:59:59,101030906,110030091,0,0,11003009,0,122371,211001000,101030906,0,8,0,bgm_M06,0.0,110030091,bgm_M06,110030092,bgm_M06,0,2015/12/17 15:00:00,100039,0,101030905,15,0,8,100038
11003,0,0.0,101031005,0,0,122521,0.0,25013,bgm_M06,260,122432,100020,0,8,赫柏丘陵 3-10,0,100022,bgm_M06,90,110030103,140,0,100021,bgm_M06,2099/12/31 23:59:59,101031006,110030101,0,0,11003010,0,102281,211001000,101031004,0,8,0,bgm_M06,0.0,110030101,bgm_M06,110030102,bgm_M06,0,2015/12/17 15:00:00,100023,101031002,101031007,-120,0,8,100022
11003,0,0.0,101031108,0,0,102582,0.0,25014,bgm_M06,460,102552,100080,0,8,赫柏丘陵 3-11,0,100392,bgm_M06,90,110030113,140,0,100391,bgm_M06,2099/12/31 23:59:59,101031101,110030111,0,0,11003011,0,122431,211001000,101031107,0,8,0,bgm_M06,0.0,110030111,bgm_M06,110030112,bgm_M06,0,2015/12/17 15:00:00,100393,101031104,101031106,-110,0,8,100392
11003,0,0.0,0,0,9003126,122613,0.0,25015,bgm_M17,495,122614,100080,0,8,赫柏丘陵 3-12,0,100392,bgm_M17_02,90,110030123,140,0,100391,bgm_M63,2099/12/31 23:59:59,0,110030121,0,9003125,11003012,0,102581,211001000,0,0,8,0,bgm_M17_02,0.0,110030121,bgm_M17,110030122,bgm_M63,0,2015/12/17 15:00:00,100393,0,101031206,60,0,8,100392
11004,0,0.0,0,0,0,102252,0.0,0,bgm_M06,-660,102101,100100,0,9,维斯塔溪谷 4-1,0,100582,bgm_M06,90,110040013,150,0,100581,bgm_M06,2099/12/31 23:59:59,101040104,110040011,0,0,11004001,0,102131,211001000,101040106,0,9,0,bgm_M06,0.0,110040011,bgm_M06,110040012,bgm_M06,0,2015/12/17 15:00:00,100583,0,101040106,25,0,9,100582
11004,0,0.0,101040204,0,0,102192,0.0,0,bgm_M06,-540,102014,100100,0,9,维斯塔溪谷 4-2,0,100582,bgm_M06,90,110040023,150,0,100581,bgm_M06,2099/12/31 23:59:59,101040205,110040021,0,0,11004002,0,102222,211001000,101040206,0,9,0,bgm_M06,0.0,110040021,bgm_M06,110040022,bgm_M06,0,2015/12/17 15:00:00,100583,0,101040201,-70,0,9,100582
11004,0,0.0,101040304,0,0,102013,0.0,0,bgm_M06,-395,113071,100100,0,9,维斯塔溪谷 4-3,0,100582,bgm_M06,90,110040033,150,0,100581,bgm_M06,2099/12/31 23:59:59,101040306,110040031,0,0,11004003,0,102041,211001000,101040306,0,9,0,bgm_M06,0.0,110040031,bgm_M06,110040032,bgm_M06,0,2015/12/17 15:00:00,100583,0,101040305,-10,0,9,100582
11004,0,0.0,101040405,0,0,102163,0.0,0,bgm_M06,-240,113011,100100,0,9,维斯塔溪谷 4-4,0,100582,bgm_M06,90,110040043,150,0,100581,bgm_M06,2099/12/31 23:59:59,101040406,110040041,0,0,11004004,0,122282,211001000,101040402,0,9,0,bgm_M06,0.0,110040041,bgm_M06,110040042,bgm_M06,0,2015/12/17 15:00:00,100583,0,101040407,30,0,9,100582
11004,0,0.0,101040502,0,0,123251,0.0,0,bgm_M06,-245,123161,100110,0,9,维斯塔溪谷 4-5,0,100202,bgm_M06,90,110040053,150,0,100201,bgm_M06,2099/12/31 23:59:59,101040503,110040051,0,0,11004005,0,122521,211001000,101040503,0,9,0,bgm_M06,0.0,110040051,bgm_M06,110040052,bgm_M06,0,2015/12/17 15:00:00,100203,101040507,101040505,-145,0,9,100202
11004,0,0.0,101040607,0,0,113191,0.0,0,bgm_M06,-75,113221,100110,0,9,维斯塔溪谷 4-6,0,100202,bgm_M06,90,110040063,150,0,100201,bgm_M06,2099/12/31 23:59:59,101040607,110040061,0,0,11004006,0,122342,211001000,101040603,0,9,0,bgm_M06,0.0,110040061,bgm_M06,110040062,bgm_M06,0,2015/12/17 15:00:00,100203,0,101040603,-115,0,9,100202
11004,-70,0.0,101040705,0,0,102552,0.0,0,bgm_M06,-40,123281,100070,0,9,维斯塔溪谷 4-7,0,100102,bgm_M06,90,110040073,150,0,100101,bgm_M06,2099/12/31 23:59:59,101040706,110040071,0,0,11004007,0,122312,211001000,101040701,0,9,0,bgm_M06,0.0,110040071,bgm_M06,110040072,bgm_M06,0,2015/12/17 15:00:00,100103,0,101040707,40,0,9,100102
11004,-70,0.0,101040808,0,0,102582,0.0,0,bgm_M06,115,123311,100070,0,9,维斯塔溪谷 4-8,0,100102,bgm_M06,90,110040083,150,0,100101,bgm_M06,2099/12/31 23:59:59,101040807,110040081,0,0,11004008,0,122372,211001000,101040806,0,9,0,bgm_M06,0.0,110040081,bgm_M06,110040082,bgm_M06,0,2015/12/17 15:00:00,100103,0,101040805,-20,0,9,100102
11004,0,0.0,101040905,0,0,122614,0.0,25011,bgm_M06,275,123341,100100,0,9,维斯塔溪谷 4-9,0,100582,bgm_M06,90,110040093,150,0,100581,bgm_M06,2099/12/31 23:59:59,101040901,110040091,0,0,11004009,0,122401,211001000,101040906,0,9,0,bgm_M06,0.0,110040091,bgm_M06,110040092,bgm_M06,0,2015/12/17 15:00:00,100583,0,101040907,40,0,9,100582
11004,0,0.0,101041004,0,0,113521,0.0,25012,bgm_M06,440,113431,100010,0,9,维斯塔溪谷 4-10,0,100075,bgm_M06,90,110040103,150,0,100074,bgm_M06,2099/12/31 23:59:59,101041002,110040101,0,0,11004010,0,122432,211001000,101041005,0,9,0,bgm_M06,0.0,110040101,bgm_M06,110040102,bgm_M06,0,2015/12/17 15:00:00,100076,0,101041005,20,0,9,100075
11004,0,0.0,101041105,0,0,113581,0.0,25013,bgm_M06,615,113551,100010,0,9,维斯塔溪谷 4-11,0,100078,bgm_M06,90,110040113,150,0,100077,bgm_M06,2099/12/31 23:59:59,101041102,110040111,0,0,11004011,0,122613,211001000,101041102,0,9,0,bgm_M06,0.0,110040111,bgm_M06,110040112,bgm_M06,0,2015/12/17 15:00:00,100079,0,101041106,55,0,9,100078
11004,0,0.0,101041201,0,0,123612,0.0,25014,bgm_M06,690,113611,100110,0,9,维斯塔溪谷 4-12,0,100202,bgm_M06,90,110040123,150,0,100201,bgm_M06,2099/12/31 23:59:59,101041204,110040121,0,0,11004012,0,113011,211001000,101041203,0,9,0,bgm_M06,0.0,110040121,bgm_M06,110040122,bgm_M06,0,2015/12/17 15:00:00,100203,101041201,101041205,-95,0,9,100202
11004,0,0.0,0,0,9004136,113252,0.0,25015,bgm_M17,520,123192,100110,0,9,维斯塔溪谷 4-13,0,100462,bgm_M17_02,90,110040133,150,0,100461,bgm_M63,2099/12/31 23:59:59,0,110040131,0,9004135,11004013,0,113221,211001000,0,0,9,0,bgm_M17_02,0.0,110040131,bgm_M17,110040132,bgm_M63,0,2015/12/17 15:00:00,100463,0,101041306,-125,0,9,100462
11005,0,0.0,0,0,0,113191,0.0,0,bgm_M06,-775,123161,100050,0,9,克瑞斯森林 5-1,0,100112,bgm_M06,90,110050013,165,0,100111,bgm_M06,2099/12/31 23:59:59,101050107,110050011,0,0,11005001,0,113071,211001000,101050101,0,9,0,bgm_M06,0.0,110050011,bgm_M06,110050012,bgm_M06,0,2015/12/17 15:00:00,100113,0,101050105,85,0,9,100112
11005,0,0.0,101050209,0,0,113071,0.0,0,bgm_M06,-625,113221,100050,0,9,克瑞斯森林 5-2,0,100112,bgm_M06,90,110050023,165,0,100111,bgm_M06,2099/12/31 23:59:59,101050208,110050021,0,0,11005002,0,123341,211001000,101050207,0,9,0,bgm_M06,0.0,110050021,bgm_M06,110050022,bgm_M06,0,2015/12/17 15:00:00,100113,0,101050206,95,0,9,100112
11005,0,0.0,0,0,0,123251,0.0,0,bgm_M06,-475,123192,100050,0,9,克瑞斯森林 5-3,0,100112,bgm_M06,90,110050033,165,0,100111,bgm_M06,2099/12/31 23:59:59,101050306,110050031,0,0,11005003,0,113521,211001000,101050305,0,9,0,bgm_M06,0.0,110050031,bgm_M06,110050032,bgm_M06,0,2015/12/17 15:00:00,100113,0,101050302,40,0,9,100112
11005,0,0.0,101050402,0,0,113101,0.0,0,bgm_M06,-290,113012,100020,0,9,克瑞斯森林 5-4,0,100012,bgm_M06,90,110050043,165,0,100011,bgm_M06,2099/12/31 23:59:59,101050404,110050041,0,0,11005004,0,123311,211001000,101050406,0,9,0,bgm_M06,0.0,110050041,bgm_M06,110050042,bgm_M06,0,2015/12/17 15:00:00,100013,0,101050405,40,0,9,100012
11005,0,0.0,101050506,0,0,113252,0.0,0,bgm_M06,-370,113162,100020,0,9,克瑞斯森林 5-5,0,100015,bgm_M06,90,110050053,165,0,100014,bgm_M06,2099/12/31 23:59:59,101050506,110050051,0,0,11005005,0,123281,211001000,101050505,0,9,0,bgm_M06,0.0,110050051,bgm_M06,110050052,bgm_M06,0,2015/12/17 15:00:00,100016,0,101050507,-95,0,9,100015
11005,0,0.0,101050606,0,0,113131,0.0,0,bgm_M06,-500,123041,100040,0,9,克瑞斯森林 5-6,0,100037,bgm_M06,90,110050063,165,0,100036,bgm_M06,2099/12/31 23:59:59,101050601,110050061,0,0,11005006,0,113431,211001000,101050604,0,9,0,bgm_M06,0.0,110050061,bgm_M06,110050062,bgm_M06,0,2015/12/17 15:00:00,100038,101050607,101050604,-195,0,9,100037
11005,0,0.0,101050709,0,0,113522,0.0,0,bgm_M06,-250,113342,100020,0,9,克瑞斯森林 5-7,0,100012,bgm_M06,90,110050073,165,0,100011,bgm_M06,2099/12/31 23:59:59,101050703,110050071,0,0,11005007,0,113581,211001000,101050702,0,9,0,bgm_M06,0.0,110050071,bgm_M06,110050072,bgm_M06,0,2015/12/17 15:00:00,100013,0,101050708,-215,0,9,100012
11005,0,0.0,101050805,0,0,123432,0.0,0,bgm_M06,-55,123371,100020,0,9,克瑞斯森林 5-8,0,100015,bgm_M06,90,110050083,165,0,100014,bgm_M06,2099/12/31 23:59:59,101050808,110050081,0,0,11005008,0,113551,211001000,101050807,0,9,0,bgm_M06,0.0,110050081,bgm_M06,110050082,bgm_M06,0,2015/12/17 15:00:00,100016,0,101050806,-175,0,9,100015
11005,-50,0.0,101050904,0,0,123461,0.0,25011,bgm_M06,70,123282,100020,0,9,克瑞斯森林 5-9,0,100018,bgm_M06,90,110050093,165,0,100017,bgm_M06,2099/12/31 23:59:59,101050903,110050091,0,0,11005009,0,113611,211001000,101050901,0,9,0,bgm_M06,0.0,110050091,bgm_M06,110050092,bgm_M06,0,2015/12/17 15:00:00,100019,0,101050902,-55,0,9,100018
11005,-50,0.0,101051007,0,0,123491,0.0,25012,bgm_M06,240,113401,100040,0,9,克瑞斯森林 5-10,0,100122,bgm_M06,90,110050103,165,0,100121,bgm_M06,2099/12/31 23:59:59,101051001,110050101,0,0,11005010,0,123612,211001000,101051001,0,9,0,bgm_M06,0.0,110050101,bgm_M06,110050102,bgm_M06,0,2015/12/17 15:00:00,100123,101051007,101051006,-145,0,9,100122
11005,-50,0.0,101051105,0,0,113162,0.0,25013,bgm_M06,310,113552,100040,0,9,克瑞斯森林 5-11,0,100125,bgm_M06,90,110050113,165,0,100124,bgm_M06,2099/12/31 23:59:59,101051106,110050111,0,0,11005011,0,113101,211001000,101051101,0,9,0,bgm_M06,0.0,110050111,bgm_M06,110050112,bgm_M06,0,2015/12/17 15:00:00,100126,101051105,101051101,-10,0,9,100125
11005,0,0.0,101051201,0,0,113012,0.0,25014,bgm_M06,475,123582,100040,0,9,克瑞斯森林 5-12,0,100128,bgm_M06,90,110050123,165,0,100127,bgm_M06,2099/12/31 23:59:59,101051207,110050121,0,0,11005012,0,113131,211001000,101051202,0,9,0,bgm_M06,0.0,110050121,bgm_M06,110050122,bgm_M06,0,2015/12/17 15:00:00,100129,101051205,101051202,25,0,9,100128
11005,0,0.0,0,0,9005136,113222,0.0,25015,bgm_M17,670,123072,100080,0,9,克瑞斯森林 5-13,0,100922,bgm_M17_02,90,110050133,165,0,100921,bgm_M63,2099/12/31 23:59:59,0,110050131,0,9005135,11005013,0,123041,211001000,0,0,9,0,bgm_M17_02,0.0,110050131,bgm_M17,110050132,bgm_M63,0,2015/12/17 15:00:00,100923,0,101051309,25,0,9,100922
11006,0,0.0,101060108,0,0,113131,0.0,0,bgm_M06,-645,113101,100040,0,9,弗洛拉湖畔 6-1,0,100162,bgm_M06,90,110060013,180,0,100161,bgm_M06,2099/12/31 23:59:59,101060107,110060011,0,0,11006001,0,123282,211001000,101060106,0,9,0,bgm_M06,0.0,110060011,bgm_M06,110060012,bgm_M06,0,2015/12/17 15:00:00,100163,0,101060104,-160,0,9,100162
11006,0,0.0,101060205,0,0,123192,0.0,0,bgm_M06,-510,113162,100040,0,9,弗洛拉湖畔 6-2,0,100162,bgm_M06,90,110060023,180,0,100161,bgm_M06,2099/12/31 23:59:59,101060208,110060021,0,0,11006002,0,113342,211001000,101060207,0,9,0,bgm_M06,0.0,110060021,bgm_M06,110060022,bgm_M06,0,2015/12/17 15:00:00,100163,0,101060204,-60,0,9,100162
11006,0,0.0,101060302,0,0,113252,0.0,0,bgm_M06,-360,123193,100040,0,9,弗洛拉湖畔 6-3,0,100124,bgm_M06,90,110060033,180,0,100123,bgm_M06,2099/12/31 23:59:59,101060306,110060031,0,0,11006003,0,123612,211001000,101060304,0,9,0,bgm_M06,0.0,110060031,bgm_M06,110060032,bgm_M06,0,2015/12/17 15:00:00,100125,0,101060305,0,0,9,100124
11006,0,0.0,101060409,0,0,113012,0.0,0,bgm_M06,-390,123132,100120,0,9,弗洛拉湖畔 6-4,0,100082,bgm_M06,90,110060043,180,0,100081,bgm_M06,2099/12/31 23:59:59,101060405,110060041,0,0,11006004,0,123371,211001000,101060408,0,9,0,bgm_M06,0.0,110060041,bgm_M06,110060042,bgm_M06,0,2015/12/17 15:00:00,100083,0,101060407,-185,0,9,100082
